gene1	gene2	pathwayID	type
Cyp3a25	Cyp4a12b	mmu00830	14
Cyp3a25	Cyp4a14	mmu00830	14
Cyp3a25	Cyp4a29	mmu00830	14
Cyp3a25	Cyp4a12a	mmu00830	14
Cyp3a25	Cyp4a30b	mmu00830	14
Cyp3a25	Cyp4a31	mmu00830	14
Cyp3a41b	Cyp2s1	mmu00830	14
Cyp3a11	Cyp2s1	mmu00830	14
Cyp3a13	Cyp2s1	mmu00830	14
Cyp3a16	Cyp2s1	mmu00830	14
Cyp3a44	Cyp2s1	mmu00830	14
Cyp3a41a	Cyp2s1	mmu00830	14
Cyp3a25	Cyp2s1	mmu00830	14
Cyp3a41b	Ugt2b38	mmu00830	14
Cyp3a41b	Ugt2b34	mmu00830	14
Cyp3a41b	Ugt2b37	mmu00830	14
Cyp3a41b	Ugt1a2	mmu00830	14
Cyp3a41b	Ugt2b5	mmu00830	14
Cyp3a41b	Ugt2b36	mmu00830	14
Cyp3a41b	Ugt2b35	mmu00830	14
Cyp3a41b	Ugt1a10	mmu00830	14
Cyp3a41b	Ugt1a7c	mmu00830	14
Cyp3a41b	Ugt1a5	mmu00830	14
Cyp3a41b	Ugt1a9	mmu00830	14
Cyp3a41b	Ugt1a6b	mmu00830	14
Cyp3a41b	Ugt1a1	mmu00830	14
Cyp3a41b	Ugt2a2	mmu00830	14
Cyp3a41b	Ugt2b1	mmu00830	14
Cyp3a41b	Ugt2a3	mmu00830	14
Cyp3a41b	Ugt2a1	mmu00830	14
Cyp3a41b	Ugt1a6a	mmu00830	14
Cyp3a11	Ugt2b38	mmu00830	14
Cyp3a11	Ugt2b34	mmu00830	14
Cyp3a11	Ugt2b37	mmu00830	14
Cyp3a11	Ugt1a2	mmu00830	14
Cyp3a11	Ugt2b5	mmu00830	14
Cyp3a11	Ugt2b36	mmu00830	14
Cyp3a11	Ugt2b35	mmu00830	14
Cyp3a11	Ugt1a10	mmu00830	14
Cyp3a11	Ugt1a7c	mmu00830	14
Cyp3a11	Ugt1a5	mmu00830	14
Cyp3a11	Ugt1a9	mmu00830	14
Cyp3a11	Ugt1a6b	mmu00830	14
Cyp3a11	Ugt1a1	mmu00830	14
Cyp3a11	Ugt2a2	mmu00830	14
Cyp3a11	Ugt2b1	mmu00830	14
Cyp3a11	Ugt2a3	mmu00830	14
Cyp3a11	Ugt2a1	mmu00830	14
Cyp3a11	Ugt1a6a	mmu00830	14
Cyp3a13	Ugt2b38	mmu00830	14
Cyp3a13	Ugt2b34	mmu00830	14
Cyp3a13	Ugt2b37	mmu00830	14
Cyp3a13	Ugt1a2	mmu00830	14
Cyp3a13	Ugt2b5	mmu00830	14
Cyp3a13	Ugt2b36	mmu00830	14
Cyp3a13	Ugt2b35	mmu00830	14
Cyp3a13	Ugt1a10	mmu00830	14
Cyp3a13	Ugt1a7c	mmu00830	14
Cyp3a13	Ugt1a5	mmu00830	14
Cyp3a13	Ugt1a9	mmu00830	14
Cyp3a13	Ugt1a6b	mmu00830	14
Cyp3a13	Ugt1a1	mmu00830	14
Cyp3a13	Ugt2a2	mmu00830	14
Cyp3a13	Ugt2b1	mmu00830	14
Cyp3a13	Ugt2a3	mmu00830	14
Cyp3a13	Ugt2a1	mmu00830	14
Cyp3a13	Ugt1a6a	mmu00830	14
Cyp3a16	Ugt2b38	mmu00830	14
Cyp3a16	Ugt2b34	mmu00830	14
Cyp3a16	Ugt2b37	mmu00830	14
Cyp3a16	Ugt1a2	mmu00830	14
Cyp3a16	Ugt2b5	mmu00830	14
Cyp3a16	Ugt2b36	mmu00830	14
Cyp3a16	Ugt2b35	mmu00830	14
Cyp3a16	Ugt1a10	mmu00830	14
Cyp3a16	Ugt1a7c	mmu00830	14
Cyp3a16	Ugt1a5	mmu00830	14
Cyp3a16	Ugt1a9	mmu00830	14
Cyp3a16	Ugt1a6b	mmu00830	14
Cyp3a16	Ugt1a1	mmu00830	14
Cyp3a16	Ugt2a2	mmu00830	14
Cyp3a16	Ugt2b1	mmu00830	14
Cyp3a16	Ugt2a3	mmu00830	14
Cyp3a16	Ugt2a1	mmu00830	14
Cyp3a16	Ugt1a6a	mmu00830	14
Cyp3a44	Ugt2b38	mmu00830	14
Cyp3a44	Ugt2b34	mmu00830	14
Cyp3a44	Ugt2b37	mmu00830	14
Cyp3a44	Ugt1a2	mmu00830	14
Cyp3a44	Ugt2b5	mmu00830	14
Cyp3a44	Ugt2b36	mmu00830	14
Cyp3a44	Ugt2b35	mmu00830	14
Cyp3a44	Ugt1a10	mmu00830	14
Cyp3a44	Ugt1a7c	mmu00830	14
Cyp3a44	Ugt1a5	mmu00830	14
Cyp3a44	Ugt1a9	mmu00830	14
Cyp3a44	Ugt1a6b	mmu00830	14
Cyp3a44	Ugt1a1	mmu00830	14
Cyp3a44	Ugt2a2	mmu00830	14
Cyp3a44	Ugt2b1	mmu00830	14
Cyp3a44	Ugt2a3	mmu00830	14
Cyp3a44	Ugt2a1	mmu00830	14
Cyp3a44	Ugt1a6a	mmu00830	14
Cyp3a41a	Ugt2b38	mmu00830	14
Cyp3a41a	Ugt2b34	mmu00830	14
Cyp3a41a	Ugt2b37	mmu00830	14
Cyp3a41a	Ugt1a2	mmu00830	14
Cyp3a41a	Ugt2b5	mmu00830	14
Cyp3a41a	Ugt2b36	mmu00830	14
Cyp3a41a	Ugt2b35	mmu00830	14
Cyp3a41a	Ugt1a10	mmu00830	14
Cyp3a41a	Ugt1a7c	mmu00830	14
Cyp3a41a	Ugt1a5	mmu00830	14
Cyp3a41a	Ugt1a9	mmu00830	14
Cyp3a41a	Ugt1a6b	mmu00830	14
Cyp3a41a	Ugt1a1	mmu00830	14
Cyp3a41a	Ugt2a2	mmu00830	14
Cyp3a41a	Ugt2b1	mmu00830	14
Cyp3a41a	Ugt2a3	mmu00830	14
Cyp3a41a	Ugt2a1	mmu00830	14
Cyp3a41a	Ugt1a6a	mmu00830	14
Cyp3a25	Ugt2b38	mmu00830	14
Cyp3a25	Ugt2b34	mmu00830	14
Cyp3a25	Ugt2b37	mmu00830	14
Cyp3a25	Ugt1a2	mmu00830	14
Cyp3a25	Ugt2b5	mmu00830	14
Cyp3a25	Ugt2b36	mmu00830	14
Cyp3a25	Ugt2b35	mmu00830	14
Cyp3a25	Ugt1a10	mmu00830	14
Cyp3a25	Ugt1a7c	mmu00830	14
Cyp3a25	Ugt1a5	mmu00830	14
Cyp3a25	Ugt1a9	mmu00830	14
Cyp3a25	Ugt1a6b	mmu00830	14
Cyp3a25	Ugt1a1	mmu00830	14
Cyp3a25	Ugt2a2	mmu00830	14
Cyp3a25	Ugt2b1	mmu00830	14
Cyp3a25	Ugt2a3	mmu00830	14
Cyp3a25	Ugt2a1	mmu00830	14
Cyp3a25	Ugt1a6a	mmu00830	14
Cyp2c50	Cyp4a32	mmu00830	14
Cyp2c50	Cyp4a10	mmu00830	14
Cyp2c50	Cyp4a12b	mmu00830	14
Cyp2c50	Cyp4a14	mmu00830	14
Cyp2c50	Cyp4a29	mmu00830	14
Cyp2c50	Cyp4a12a	mmu00830	14
Cyp2c50	Cyp4a30b	mmu00830	14
Cyp2c50	Cyp4a31	mmu00830	14
Cyp2a12	Cyp4a32	mmu00830	14
Cyp2a12	Cyp4a10	mmu00830	14
Cyp2a12	Cyp4a12b	mmu00830	14
Cyp2a12	Cyp4a14	mmu00830	14
Cyp2a12	Cyp4a29	mmu00830	14
Cyp2a12	Cyp4a12a	mmu00830	14
Cyp2a12	Cyp4a30b	mmu00830	14
Cyp2a12	Cyp4a31	mmu00830	14
Cyp2a4	Cyp4a32	mmu00830	14
Cyp2a4	Cyp4a10	mmu00830	14
Cyp2a4	Cyp4a12b	mmu00830	14
Cyp2a4	Cyp4a14	mmu00830	14
Cyp2a4	Cyp4a29	mmu00830	14
Cyp2a4	Cyp4a12a	mmu00830	14
Cyp2a4	Cyp4a30b	mmu00830	14
Cyp2a4	Cyp4a31	mmu00830	14
Cyp2a5	Cyp4a32	mmu00830	14
Cyp2a5	Cyp4a10	mmu00830	14
Cyp2a5	Cyp4a12b	mmu00830	14
Cyp2a5	Cyp4a14	mmu00830	14
Cyp2a5	Cyp4a29	mmu00830	14
Cyp2a5	Cyp4a12a	mmu00830	14
Cyp2a5	Cyp4a30b	mmu00830	14
Cyp2a5	Cyp4a31	mmu00830	14
Cyp2b10	Cyp4a32	mmu00830	14
Cyp2b10	Cyp4a10	mmu00830	14
Cyp2b10	Cyp4a12b	mmu00830	14
Cyp2b10	Cyp4a14	mmu00830	14
Cyp2b10	Cyp4a29	mmu00830	14
Cyp2b10	Cyp4a12a	mmu00830	14
Cyp2b10	Cyp4a30b	mmu00830	14
Cyp2b10	Cyp4a31	mmu00830	14
Cyp2b13	Cyp4a32	mmu00830	14
Cyp2b13	Cyp4a10	mmu00830	14
Cyp2b13	Cyp4a12b	mmu00830	14
Cyp2b13	Cyp4a14	mmu00830	14
Cyp2b13	Cyp4a29	mmu00830	14
Cyp2b13	Cyp4a12a	mmu00830	14
Cyp2b13	Cyp4a30b	mmu00830	14
Cyp2b13	Cyp4a31	mmu00830	14
Cyp2b19	Cyp4a32	mmu00830	14
Cyp2b19	Cyp4a10	mmu00830	14
Cyp2b19	Cyp4a12b	mmu00830	14
Cyp2b19	Cyp4a14	mmu00830	14
Cyp2b19	Cyp4a29	mmu00830	14
Cyp2b19	Cyp4a12a	mmu00830	14
Cyp2b19	Cyp4a30b	mmu00830	14
Cyp2b19	Cyp4a31	mmu00830	14
Cyp2b9	Cyp4a32	mmu00830	14
Cyp2b9	Cyp4a10	mmu00830	14
Cyp2b9	Cyp4a12b	mmu00830	14
Cyp2b9	Cyp4a14	mmu00830	14
Cyp2b9	Cyp4a29	mmu00830	14
Cyp2b9	Cyp4a12a	mmu00830	14
Cyp2b9	Cyp4a30b	mmu00830	14
Cyp2b9	Cyp4a31	mmu00830	14
Cyp2c29	Cyp4a32	mmu00830	14
Cyp2c29	Cyp4a10	mmu00830	14
Cyp2c29	Cyp4a12b	mmu00830	14
Cyp2c29	Cyp4a14	mmu00830	14
Cyp2c29	Cyp4a29	mmu00830	14
Cyp2c29	Cyp4a12a	mmu00830	14
Cyp2c29	Cyp4a30b	mmu00830	14
Cyp2c29	Cyp4a31	mmu00830	14
Cyp2c37	Cyp4a32	mmu00830	14
Cyp2c37	Cyp4a10	mmu00830	14
Cyp2c37	Cyp4a12b	mmu00830	14
Cyp2c37	Cyp4a14	mmu00830	14
Cyp2c37	Cyp4a29	mmu00830	14
Cyp2c37	Cyp4a12a	mmu00830	14
Cyp2c37	Cyp4a30b	mmu00830	14
Cyp2c37	Cyp4a31	mmu00830	14
Cyp2c38	Cyp4a32	mmu00830	14
Cyp2c38	Cyp4a10	mmu00830	14
Cyp2c38	Cyp4a12b	mmu00830	14
Cyp2c38	Cyp4a14	mmu00830	14
Cyp2c38	Cyp4a29	mmu00830	14
Cyp2c38	Cyp4a12a	mmu00830	14
Cyp2c38	Cyp4a30b	mmu00830	14
Cyp2c38	Cyp4a31	mmu00830	14
Cyp2c39	Cyp4a32	mmu00830	14
Cyp2c39	Cyp4a10	mmu00830	14
Cyp2c39	Cyp4a12b	mmu00830	14
Cyp2c39	Cyp4a14	mmu00830	14
Cyp2c39	Cyp4a29	mmu00830	14
Cyp2c39	Cyp4a12a	mmu00830	14
Cyp2c39	Cyp4a30b	mmu00830	14
Cyp2c39	Cyp4a31	mmu00830	14
Cyp2c40	Cyp4a32	mmu00830	14
Cyp2c40	Cyp4a10	mmu00830	14
Cyp2c40	Cyp4a12b	mmu00830	14
Cyp2c40	Cyp4a14	mmu00830	14
Cyp2c40	Cyp4a29	mmu00830	14
Cyp2c40	Cyp4a12a	mmu00830	14
Cyp2c40	Cyp4a30b	mmu00830	14
Cyp2c40	Cyp4a31	mmu00830	14
Cyp2c70	Cyp4a32	mmu00830	14
Cyp2c70	Cyp4a10	mmu00830	14
Cyp2c70	Cyp4a12b	mmu00830	14
Cyp2c70	Cyp4a14	mmu00830	14
Cyp2c70	Cyp4a29	mmu00830	14
Cyp2c70	Cyp4a12a	mmu00830	14
Cyp2c70	Cyp4a30b	mmu00830	14
Cyp2c70	Cyp4a31	mmu00830	14
Cyp2c23	Cyp4a32	mmu00830	14
Cyp2c23	Cyp4a10	mmu00830	14
Cyp2c23	Cyp4a12b	mmu00830	14
Cyp2c23	Cyp4a14	mmu00830	14
Cyp2c23	Cyp4a29	mmu00830	14
Cyp2c23	Cyp4a12a	mmu00830	14
Cyp2c23	Cyp4a30b	mmu00830	14
Cyp2c23	Cyp4a31	mmu00830	14
Cyp2b23	Cyp4a32	mmu00830	14
Cyp2b23	Cyp4a10	mmu00830	14
Cyp2b23	Cyp4a12b	mmu00830	14
Cyp2b23	Cyp4a14	mmu00830	14
Cyp2b23	Cyp4a29	mmu00830	14
Cyp2b23	Cyp4a12a	mmu00830	14
Cyp2b23	Cyp4a30b	mmu00830	14
Cyp2b23	Cyp4a31	mmu00830	14
Cyp2c54	Cyp4a32	mmu00830	14
Cyp2c54	Cyp4a10	mmu00830	14
Cyp2c54	Cyp4a12b	mmu00830	14
Cyp2c54	Cyp4a14	mmu00830	14
Cyp2c54	Cyp4a29	mmu00830	14
Cyp2c54	Cyp4a12a	mmu00830	14
Cyp2c54	Cyp4a30b	mmu00830	14
Cyp2c54	Cyp4a31	mmu00830	14
Cyp2c68	Cyp4a32	mmu00830	14
Cyp2c68	Cyp4a10	mmu00830	14
Cyp2c68	Cyp4a12b	mmu00830	14
Cyp2c68	Cyp4a14	mmu00830	14
Cyp2c68	Cyp4a29	mmu00830	14
Cyp2c68	Cyp4a12a	mmu00830	14
Cyp2c68	Cyp4a30b	mmu00830	14
Cyp2c68	Cyp4a31	mmu00830	14
Cyp2c66	Cyp4a32	mmu00830	14
Cyp2c66	Cyp4a10	mmu00830	14
Cyp2c66	Cyp4a12b	mmu00830	14
Cyp2c66	Cyp4a14	mmu00830	14
Cyp2c66	Cyp4a29	mmu00830	14
Cyp2c66	Cyp4a12a	mmu00830	14
Cyp2c66	Cyp4a30b	mmu00830	14
Cyp2c66	Cyp4a31	mmu00830	14
Cyp2c55	Cyp4a32	mmu00830	14
Cyp2c55	Cyp4a10	mmu00830	14
Cyp2c55	Cyp4a12b	mmu00830	14
Cyp2c55	Cyp4a14	mmu00830	14
Cyp2c55	Cyp4a29	mmu00830	14
Cyp2c55	Cyp4a12a	mmu00830	14
Cyp2c55	Cyp4a30b	mmu00830	14
Cyp2c55	Cyp4a31	mmu00830	14
Cyp2c65	Cyp4a32	mmu00830	14
Cyp2c65	Cyp4a10	mmu00830	14
Cyp2c65	Cyp4a12b	mmu00830	14
Cyp2c65	Cyp4a14	mmu00830	14
Cyp2c65	Cyp4a29	mmu00830	14
Cyp2c65	Cyp4a12a	mmu00830	14
Cyp2c65	Cyp4a30b	mmu00830	14
Cyp2c65	Cyp4a31	mmu00830	14
Cyp2s1	Cyp4a32	mmu00830	14
Cyp2s1	Cyp4a10	mmu00830	14
Cyp2s1	Cyp4a12b	mmu00830	14
Cyp2s1	Cyp4a14	mmu00830	14
Cyp2s1	Cyp4a29	mmu00830	14
Cyp2s1	Cyp4a12a	mmu00830	14
Cyp2s1	Cyp4a30b	mmu00830	14
Cyp2s1	Cyp4a31	mmu00830	14
Cyp2c50	Ugt2b38	mmu00830	14
Cyp2c50	Ugt2b34	mmu00830	14
Cyp2c50	Ugt2b37	mmu00830	14
Cyp2c50	Ugt1a2	mmu00830	14
Cyp2c50	Ugt2b5	mmu00830	14
Cyp2c50	Ugt2b36	mmu00830	14
Cyp2c50	Ugt2b35	mmu00830	14
Cyp2c50	Ugt1a10	mmu00830	14
Cyp2c50	Ugt1a7c	mmu00830	14
Cyp2c50	Ugt1a5	mmu00830	14
Cyp2c50	Ugt1a9	mmu00830	14
Cyp2c50	Ugt1a6b	mmu00830	14
Cyp2c50	Ugt1a1	mmu00830	14
Cyp2c50	Ugt2a2	mmu00830	14
Cyp2c50	Ugt2b1	mmu00830	14
Cyp2c50	Ugt2a3	mmu00830	14
Cyp2c50	Ugt2a1	mmu00830	14
Cyp2c50	Ugt1a6a	mmu00830	14
Cyp2a12	Ugt2b38	mmu00830	14
Cyp2a12	Ugt2b34	mmu00830	14
Cyp2a12	Ugt2b37	mmu00830	14
Cyp2a12	Ugt1a2	mmu00830	14
Cyp2a12	Ugt2b5	mmu00830	14
Cyp2a12	Ugt2b36	mmu00830	14
Cyp2a12	Ugt2b35	mmu00830	14
Cyp2a12	Ugt1a10	mmu00830	14
Cyp2a12	Ugt1a7c	mmu00830	14
Cyp2a12	Ugt1a5	mmu00830	14
Cyp2a12	Ugt1a9	mmu00830	14
Cyp2a12	Ugt1a6b	mmu00830	14
Cyp2a12	Ugt1a1	mmu00830	14
Cyp2a12	Ugt2a2	mmu00830	14
Cyp2a12	Ugt2b1	mmu00830	14
Cyp2a12	Ugt2a3	mmu00830	14
Cyp2a12	Ugt2a1	mmu00830	14
Cyp2a12	Ugt1a6a	mmu00830	14
Cyp2a4	Ugt2b38	mmu00830	14
Cyp2a4	Ugt2b34	mmu00830	14
Cyp2a4	Ugt2b37	mmu00830	14
Cyp2a4	Ugt1a2	mmu00830	14
Cyp2a4	Ugt2b5	mmu00830	14
Cyp2a4	Ugt2b36	mmu00830	14
Cyp2a4	Ugt2b35	mmu00830	14
Cyp2a4	Ugt1a10	mmu00830	14
Cyp2a4	Ugt1a7c	mmu00830	14
Cyp2a4	Ugt1a5	mmu00830	14
Cyp2a4	Ugt1a9	mmu00830	14
Cyp2a4	Ugt1a6b	mmu00830	14
Cyp2a4	Ugt1a1	mmu00830	14
Cyp2a4	Ugt2a2	mmu00830	14
Cyp2a4	Ugt2b1	mmu00830	14
Cyp2a4	Ugt2a3	mmu00830	14
Cyp2a4	Ugt2a1	mmu00830	14
Cyp2a4	Ugt1a6a	mmu00830	14
Cyp2a5	Ugt2b38	mmu00830	14
Cyp2a5	Ugt2b34	mmu00830	14
Cyp2a5	Ugt2b37	mmu00830	14
Cyp2a5	Ugt1a2	mmu00830	14
Cyp2a5	Ugt2b5	mmu00830	14
Cyp2a5	Ugt2b36	mmu00830	14
Cyp2a5	Ugt2b35	mmu00830	14
Cyp2a5	Ugt1a10	mmu00830	14
Cyp2a5	Ugt1a7c	mmu00830	14
Cyp2a5	Ugt1a5	mmu00830	14
Cyp2a5	Ugt1a9	mmu00830	14
Cyp2a5	Ugt1a6b	mmu00830	14
Cyp2a5	Ugt1a1	mmu00830	14
Cyp2a5	Ugt2a2	mmu00830	14
Cyp2a5	Ugt2b1	mmu00830	14
Cyp2a5	Ugt2a3	mmu00830	14
Cyp2a5	Ugt2a1	mmu00830	14
Cyp2a5	Ugt1a6a	mmu00830	14
Cyp2b10	Ugt2b38	mmu00830	14
Cyp2b10	Ugt2b34	mmu00830	14
Cyp2b10	Ugt2b37	mmu00830	14
Cyp2b10	Ugt1a2	mmu00830	14
Cyp2b10	Ugt2b5	mmu00830	14
Cyp2b10	Ugt2b36	mmu00830	14
Cyp2b10	Ugt2b35	mmu00830	14
Cyp2b10	Ugt1a10	mmu00830	14
Cyp2b10	Ugt1a7c	mmu00830	14
Cyp2b10	Ugt1a5	mmu00830	14
Cyp2b10	Ugt1a9	mmu00830	14
Cyp2b10	Ugt1a6b	mmu00830	14
Cyp2b10	Ugt1a1	mmu00830	14
Cyp2b10	Ugt2a2	mmu00830	14
Cyp2b10	Ugt2b1	mmu00830	14
Cyp2b10	Ugt2a3	mmu00830	14
Cyp2b10	Ugt2a1	mmu00830	14
Cyp2b10	Ugt1a6a	mmu00830	14
Cyp2b13	Ugt2b38	mmu00830	14
Cyp2b13	Ugt2b34	mmu00830	14
Cyp2b13	Ugt2b37	mmu00830	14
Cyp2b13	Ugt1a2	mmu00830	14
Cyp2b13	Ugt2b5	mmu00830	14
Cyp2b13	Ugt2b36	mmu00830	14
Cyp2b13	Ugt2b35	mmu00830	14
Cyp2b13	Ugt1a10	mmu00830	14
Cyp2b13	Ugt1a7c	mmu00830	14
Cyp2b13	Ugt1a5	mmu00830	14
Cyp2b13	Ugt1a9	mmu00830	14
Cyp2b13	Ugt1a6b	mmu00830	14
Cyp2b13	Ugt1a1	mmu00830	14
Cyp2b13	Ugt2a2	mmu00830	14
Cyp2b13	Ugt2b1	mmu00830	14
Cyp2b13	Ugt2a3	mmu00830	14
Cyp2b13	Ugt2a1	mmu00830	14
Cyp2b13	Ugt1a6a	mmu00830	14
Cyp2b19	Ugt2b38	mmu00830	14
Cyp2b19	Ugt2b34	mmu00830	14
Cyp2b19	Ugt2b37	mmu00830	14
Cyp2b19	Ugt1a2	mmu00830	14
Cyp2b19	Ugt2b5	mmu00830	14
Cyp2b19	Ugt2b36	mmu00830	14
Cyp2b19	Ugt2b35	mmu00830	14
Cyp2b19	Ugt1a10	mmu00830	14
Cyp2b19	Ugt1a7c	mmu00830	14
Cyp2b19	Ugt1a5	mmu00830	14
Cyp2b19	Ugt1a9	mmu00830	14
Cyp2b19	Ugt1a6b	mmu00830	14
Cyp2b19	Ugt1a1	mmu00830	14
Cyp2b19	Ugt2a2	mmu00830	14
Cyp2b19	Ugt2b1	mmu00830	14
Cyp2b19	Ugt2a3	mmu00830	14
Cyp2b19	Ugt2a1	mmu00830	14
Cyp2b19	Ugt1a6a	mmu00830	14
Cyp2b9	Ugt2b38	mmu00830	14
Cyp2b9	Ugt2b34	mmu00830	14
Cyp2b9	Ugt2b37	mmu00830	14
Cyp2b9	Ugt1a2	mmu00830	14
Cyp2b9	Ugt2b5	mmu00830	14
Cyp2b9	Ugt2b36	mmu00830	14
Cyp2b9	Ugt2b35	mmu00830	14
Cyp2b9	Ugt1a10	mmu00830	14
Cyp2b9	Ugt1a7c	mmu00830	14
Cyp2b9	Ugt1a5	mmu00830	14
Cyp2b9	Ugt1a9	mmu00830	14
Cyp2b9	Ugt1a6b	mmu00830	14
Cyp2b9	Ugt1a1	mmu00830	14
Cyp2b9	Ugt2a2	mmu00830	14
Cyp2b9	Ugt2b1	mmu00830	14
Cyp2b9	Ugt2a3	mmu00830	14
Cyp2b9	Ugt2a1	mmu00830	14
Cyp2b9	Ugt1a6a	mmu00830	14
Cyp2c29	Ugt2b38	mmu00830	14
Cyp2c29	Ugt2b34	mmu00830	14
Cyp2c29	Ugt2b37	mmu00830	14
Cyp2c29	Ugt1a2	mmu00830	14
Cyp2c29	Ugt2b5	mmu00830	14
Cyp2c29	Ugt2b36	mmu00830	14
Cyp2c29	Ugt2b35	mmu00830	14
Cyp2c29	Ugt1a10	mmu00830	14
Cyp2c29	Ugt1a7c	mmu00830	14
Cyp2c29	Ugt1a5	mmu00830	14
Cyp2c29	Ugt1a9	mmu00830	14
Cyp2c29	Ugt1a6b	mmu00830	14
Cyp2c29	Ugt1a1	mmu00830	14
Cyp2c29	Ugt2a2	mmu00830	14
Cyp2c29	Ugt2b1	mmu00830	14
Cyp2c29	Ugt2a3	mmu00830	14
Cyp2c29	Ugt2a1	mmu00830	14
Cyp2c29	Ugt1a6a	mmu00830	14
Cyp2c37	Ugt2b38	mmu00830	14
Cyp2c37	Ugt2b34	mmu00830	14
Cyp2c37	Ugt2b37	mmu00830	14
Cyp2c37	Ugt1a2	mmu00830	14
Cyp2c37	Ugt2b5	mmu00830	14
Cyp2c37	Ugt2b36	mmu00830	14
Cyp2c37	Ugt2b35	mmu00830	14
Cyp2c37	Ugt1a10	mmu00830	14
Cyp2c37	Ugt1a7c	mmu00830	14
Cyp2c37	Ugt1a5	mmu00830	14
Cyp2c37	Ugt1a9	mmu00830	14
Cyp2c37	Ugt1a6b	mmu00830	14
Cyp2c37	Ugt1a1	mmu00830	14
Cyp2c37	Ugt2a2	mmu00830	14
Cyp2c37	Ugt2b1	mmu00830	14
Cyp2c37	Ugt2a3	mmu00830	14
Cyp2c37	Ugt2a1	mmu00830	14
Cyp2c37	Ugt1a6a	mmu00830	14
Cyp2c38	Ugt2b38	mmu00830	14
Cyp2c38	Ugt2b34	mmu00830	14
Cyp2c38	Ugt2b37	mmu00830	14
Cyp2c38	Ugt1a2	mmu00830	14
Cyp2c38	Ugt2b5	mmu00830	14
Cyp2c38	Ugt2b36	mmu00830	14
Cyp2c38	Ugt2b35	mmu00830	14
Cyp2c38	Ugt1a10	mmu00830	14
Cyp2c38	Ugt1a7c	mmu00830	14
Cyp2c38	Ugt1a5	mmu00830	14
Cyp2c38	Ugt1a9	mmu00830	14
Cyp2c38	Ugt1a6b	mmu00830	14
Cyp2c38	Ugt1a1	mmu00830	14
Cyp2c38	Ugt2a2	mmu00830	14
Cyp2c38	Ugt2b1	mmu00830	14
Cyp2c38	Ugt2a3	mmu00830	14
Cyp2c38	Ugt2a1	mmu00830	14
Cyp2c38	Ugt1a6a	mmu00830	14
Cyp2c39	Ugt2b38	mmu00830	14
Cyp2c39	Ugt2b34	mmu00830	14
Cyp2c39	Ugt2b37	mmu00830	14
Cyp2c39	Ugt1a2	mmu00830	14
Cyp2c39	Ugt2b5	mmu00830	14
Cyp2c39	Ugt2b36	mmu00830	14
Cyp2c39	Ugt2b35	mmu00830	14
Cyp2c39	Ugt1a10	mmu00830	14
Cyp2c39	Ugt1a7c	mmu00830	14
Cyp2c39	Ugt1a5	mmu00830	14
Cyp2c39	Ugt1a9	mmu00830	14
Cyp2c39	Ugt1a6b	mmu00830	14
Cyp2c39	Ugt1a1	mmu00830	14
Cyp2c39	Ugt2a2	mmu00830	14
Cyp2c39	Ugt2b1	mmu00830	14
Cyp2c39	Ugt2a3	mmu00830	14
Cyp2c39	Ugt2a1	mmu00830	14
Cyp2c39	Ugt1a6a	mmu00830	14
Cyp2c40	Ugt2b38	mmu00830	14
Cyp2c40	Ugt2b34	mmu00830	14
Cyp2c40	Ugt2b37	mmu00830	14
Cyp2c40	Ugt1a2	mmu00830	14
Cyp2c40	Ugt2b5	mmu00830	14
Cyp2c40	Ugt2b36	mmu00830	14
Cyp2c40	Ugt2b35	mmu00830	14
Cyp2c40	Ugt1a10	mmu00830	14
Cyp2c40	Ugt1a7c	mmu00830	14
Cyp2c40	Ugt1a5	mmu00830	14
Cyp2c40	Ugt1a9	mmu00830	14
Cyp2c40	Ugt1a6b	mmu00830	14
Cyp2c40	Ugt1a1	mmu00830	14
Cyp2c40	Ugt2a2	mmu00830	14
Cyp2c40	Ugt2b1	mmu00830	14
Cyp2c40	Ugt2a3	mmu00830	14
Cyp2c40	Ugt2a1	mmu00830	14
Cyp2c40	Ugt1a6a	mmu00830	14
Cyp2c70	Ugt2b38	mmu00830	14
Cyp2c70	Ugt2b34	mmu00830	14
Cyp2c70	Ugt2b37	mmu00830	14
Cyp2c70	Ugt1a2	mmu00830	14
Cyp2c70	Ugt2b5	mmu00830	14
Cyp2c70	Ugt2b36	mmu00830	14
Cyp2c70	Ugt2b35	mmu00830	14
Cyp2c70	Ugt1a10	mmu00830	14
Cyp2c70	Ugt1a7c	mmu00830	14
Cyp2c70	Ugt1a5	mmu00830	14
Cyp2c70	Ugt1a9	mmu00830	14
Cyp2c70	Ugt1a6b	mmu00830	14
Cyp2c70	Ugt1a1	mmu00830	14
Cyp2c70	Ugt2a2	mmu00830	14
Cyp2c70	Ugt2b1	mmu00830	14
Cyp2c70	Ugt2a3	mmu00830	14
Cyp2c70	Ugt2a1	mmu00830	14
Cyp2c70	Ugt1a6a	mmu00830	14
Cyp2c23	Ugt2b38	mmu00830	14
Cyp2c23	Ugt2b34	mmu00830	14
Cyp2c23	Ugt2b37	mmu00830	14
Cyp2c23	Ugt1a2	mmu00830	14
Cyp2c23	Ugt2b5	mmu00830	14
Cyp2c23	Ugt2b36	mmu00830	14
Cyp2c23	Ugt2b35	mmu00830	14
Cyp2c23	Ugt1a10	mmu00830	14
