gene1	gene2	pathwayID	type
ENTPD8	RRM1	hsa00240	214
ENTPD8	RRM2	hsa00240	214
ENTPD1	RRM2B	hsa00240	214
ENTPD1	RRM1	hsa00240	214
ENTPD1	RRM2	hsa00240	214
ENTPD3	RRM2B	hsa00240	214
ENTPD3	RRM1	hsa00240	214
ENTPD3	RRM2	hsa00240	214
NME6	RRM2B	hsa00240	214
NME6	RRM1	hsa00240	214
NME6	RRM2	hsa00240	214
AK9	RRM2B	hsa00240	214
AK9	RRM1	hsa00240	214
AK9	RRM2	hsa00240	214
NME7	RRM2B	hsa00240	214
NME7	RRM1	hsa00240	214
NME7	RRM2	hsa00240	214
NME1	RRM2B	hsa00240	214
NME1	RRM1	hsa00240	214
NME1	RRM2	hsa00240	214
NME2	RRM2B	hsa00240	214
NME2	RRM1	hsa00240	214
NME2	RRM2	hsa00240	214
NME3	RRM2B	hsa00240	214
NME3	RRM1	hsa00240	214
NME3	RRM2	hsa00240	214
NME4	RRM2B	hsa00240	214
NME4	RRM1	hsa00240	214
NME4	RRM2	hsa00240	214
NME1-NME2	RRM2B	hsa00240	214
NME1-NME2	RRM1	hsa00240	214
NME1-NME2	RRM2	hsa00240	214
CMPK2	RRM2B	hsa00240	214
CMPK2	RRM1	hsa00240	214
CMPK2	RRM2	hsa00240	214
CMPK1	RRM2B	hsa00240	214
CMPK1	RRM1	hsa00240	214
CMPK1	RRM2	hsa00240	214
UCKL1	CDA	hsa00240	212
UCK2	CDA	hsa00240	212
UCK1	CDA	hsa00240	212
NT5C1B-RDH14	CDA	hsa00240	212
NT5C3B	CDA	hsa00240	212
NT5C2	CDA	hsa00240	212
NT5C	CDA	hsa00240	212
NT5E	CDA	hsa00240	212
NT5C3A	CDA	hsa00240	212
NT5M	CDA	hsa00240	212
NT5C1A	CDA	hsa00240	212
NT5C1B	CDA	hsa00240	212
UCKL1	UPP2	hsa00240	188
UCKL1	UPP1	hsa00240	188
UCK2	UPP2	hsa00240	188
UCK2	UPP1	hsa00240	188
UCK1	UPP2	hsa00240	188
UCK1	UPP1	hsa00240	188
NT5C1B-RDH14	UPP2	hsa00240	188
NT5C1B-RDH14	UPP1	hsa00240	188
NT5C3B	UPP2	hsa00240	188
NT5C3B	UPP1	hsa00240	188
NT5C2	UPP2	hsa00240	188
NT5C2	UPP1	hsa00240	188
NT5C	UPP2	hsa00240	188
NT5C	UPP1	hsa00240	188
NT5E	UPP2	hsa00240	188
NT5E	UPP1	hsa00240	188
NT5C3A	UPP2	hsa00240	188
NT5C3A	UPP1	hsa00240	188
NT5M	UPP2	hsa00240	188
NT5M	UPP1	hsa00240	188
NT5C1A	UPP2	hsa00240	188
NT5C1A	UPP1	hsa00240	188
NT5C1B	UPP2	hsa00240	188
NT5C1B	UPP1	hsa00240	188
UPP2	CDA	hsa00240	188
UPP1	CDA	hsa00240	188
UPRT	UPP2	hsa00240	189
UPRT	UPP1	hsa00240	189
UPP2	PNP	hsa00240	189
UPP1	PNP	hsa00240	189
UPP2	TYMP	hsa00240	189
UPP1	TYMP	hsa00240	189
UPP2	DPYD	hsa00240	189
UPP1	DPYD	hsa00240	189
UPRT	PNP	hsa00240	189
UPRT	TYMP	hsa00240	189
UPRT	DPYD	hsa00240	189
DPYD	PNP	hsa00240	189
DPYD	TYMP	hsa00240	189
DPYD	DPYS	hsa00240	210
DPYS	UPB1	hsa00240	209
DCTPP1	DCTPP1	hsa00240	221
DCTD	DCTPP1	hsa00240	221
NT5C1B-RDH14	DCTPP1	hsa00240	221
NT5C3B	DCTPP1	hsa00240	221
NT5C2	DCTPP1	hsa00240	221
NT5C	DCTPP1	hsa00240	221
NT5E	DCTPP1	hsa00240	221
NT5C3A	DCTPP1	hsa00240	221
NT5M	DCTPP1	hsa00240	221
NT5C1A	DCTPP1	hsa00240	221
NT5C1B	DCTPP1	hsa00240	221
DCK	DCTPP1	hsa00240	221
CMPK2	DCTPP1	hsa00240	221
CMPK1	DCTPP1	hsa00240	221
CMPK2	DCTD	hsa00240	221
CMPK1	DCTD	hsa00240	221
CMPK2	DCK	hsa00240	221
CMPK1	DCK	hsa00240	221
NT5C1B-RDH14	DCTD	hsa00240	221
NT5C3B	DCTD	hsa00240	221
NT5C2	DCTD	hsa00240	221
NT5C	DCTD	hsa00240	221
NT5E	DCTD	hsa00240	221
NT5C3A	DCTD	hsa00240	221
NT5M	DCTD	hsa00240	221
NT5C1A	DCTD	hsa00240	221
NT5C1B	DCTD	hsa00240	221
DCK	DCTD	hsa00240	221
DCK	CDA	hsa00240	220
TK1	CDA	hsa00240	219
TK2	CDA	hsa00240	219
TK1	PNP	hsa00240	219
TK2	PNP	hsa00240	219
TK1	TYMP	hsa00240	219
TK2	TYMP	hsa00240	219
CDA	PNP	hsa00240	219
CDA	TYMP	hsa00240	219
DCTD	TK1	hsa00240	218
DCTD	TK2	hsa00240	218
DCTD	TYMS	hsa00240	218
DCTD	DTYMK	hsa00240	218
DCTD	DUT	hsa00240	218
TK1	TYMS	hsa00240	218
TK2	TYMS	hsa00240	218
DTYMK	TK1	hsa00240	218
DTYMK	TK2	hsa00240	218
DUT	TK1	hsa00240	218
DUT	TK2	hsa00240	218
DTYMK	TYMS	hsa00240	218
DUT	TYMS	hsa00240	218
DUT	DTYMK	hsa00240	218
NME6	DTYMK	hsa00240	217
AK9	DTYMK	hsa00240	217
NME7	DTYMK	hsa00240	217
NME1	DTYMK	hsa00240	217
NME2	DTYMK	hsa00240	217
NME3	DTYMK	hsa00240	217
NME4	DTYMK	hsa00240	217
NME1-NME2	DTYMK	hsa00240	217
DTYMK	RRM2B	hsa00240	217
DTYMK	RRM1	hsa00240	217
DTYMK	RRM2	hsa00240	217
DUT	NME6	hsa00240	216
DUT	AK9	hsa00240	216
DUT	NME7	hsa00240	216
DUT	NME1	hsa00240	216
DUT	NME2	hsa00240	216
DUT	NME3	hsa00240	216
DUT	NME4	hsa00240	216
DUT	NME1-NME2	hsa00240	216
ENTPD8	DTYMK	hsa00240	194
ENTPD1	DTYMK	hsa00240	194
ENTPD3	DTYMK	hsa00240	194
DTYMK	NT5C1B-RDH14	hsa00240	195
DTYMK	NT5C3B	hsa00240	195
DTYMK	NT5C2	hsa00240	195
DTYMK	NT5C	hsa00240	195
DTYMK	NT5E	hsa00240	195
DTYMK	NT5C3A	hsa00240	195
DTYMK	NT5M	hsa00240	195
DTYMK	NT5C1A	hsa00240	195
DTYMK	NT5C1B	hsa00240	195
TYMS	ENTPD8	hsa00240	195
TYMS	ENTPD1	hsa00240	195
TYMS	ENTPD3	hsa00240	195
ENTPD8	TK1	hsa00240	195
ENTPD8	TK2	hsa00240	195
ENTPD1	TK1	hsa00240	195
ENTPD1	TK2	hsa00240	195
ENTPD3	TK1	hsa00240	195
ENTPD3	TK2	hsa00240	195
TYMS	NT5C1B-RDH14	hsa00240	195
TYMS	NT5C3B	hsa00240	195
TYMS	NT5C2	hsa00240	195
TYMS	NT5C	hsa00240	195
TYMS	NT5E	hsa00240	195
TYMS	NT5C3A	hsa00240	195
TYMS	NT5M	hsa00240	195
TYMS	NT5C1A	hsa00240	195
TYMS	NT5C1B	hsa00240	195
NT5C1B-RDH14	TYMP	hsa00240	196
NT5C3B	TYMP	hsa00240	196
NT5C2	TYMP	hsa00240	196
NT5C	TYMP	hsa00240	196
NT5E	TYMP	hsa00240	196
NT5C3A	TYMP	hsa00240	196
NT5M	TYMP	hsa00240	196
NT5C1A	TYMP	hsa00240	196
NT5C1B	TYMP	hsa00240	196
NME6	DCTPP1	hsa00240	223
AK9	DCTPP1	hsa00240	223
NME7	DCTPP1	hsa00240	223
NME1	DCTPP1	hsa00240	223
NME2	DCTPP1	hsa00240	223
NME3	DCTPP1	hsa00240	223
NME4	DCTPP1	hsa00240	223
NME1-NME2	DCTPP1	hsa00240	223
TK1	UPP2	hsa00240	219
TK1	UPP1	hsa00240	219
TK2	UPP2	hsa00240	219
TK2	UPP1	hsa00240	219
NT5C1B-RDH14	DUT	hsa00240	218
NT5C3B	DUT	hsa00240	218
NT5C2	DUT	hsa00240	218
NT5C	DUT	hsa00240	218
NT5E	DUT	hsa00240	218
NT5C3A	DUT	hsa00240	218
NT5M	DUT	hsa00240	218
NT5C1A	DUT	hsa00240	218
NT5C1B	DUT	hsa00240	218
NT5C1B-RDH14	PNP	hsa00240	219
NT5C3B	PNP	hsa00240	219
NT5C2	PNP	hsa00240	219
NT5C	PNP	hsa00240	219
NT5E	PNP	hsa00240	219
NT5C3A	PNP	hsa00240	219
NT5M	PNP	hsa00240	219
NT5C1A	PNP	hsa00240	219
NT5C1B	PNP	hsa00240	219
RRM2B	DCTPP1	hsa00240	222
RRM1	DCTPP1	hsa00240	222
RRM2	DCTPP1	hsa00240	222
ASL	ADSL	hsa00250	22
GLUD1	NIT2	hsa00250	25
GLUD2	NIT2	hsa00250	25
PPAT	CAD	hsa00250	101
PPAT	GFPT1	hsa00250	101
PPAT	GFPT2	hsa00250	101
PPAT	GLS2	hsa00250	101
PPAT	GLS	hsa00250	101
PPAT	GLUL	hsa00250	101
CAD	GFPT1	hsa00250	101
CAD	GFPT2	hsa00250	101
CAD	GLS2	hsa00250	101
CAD	GLS	hsa00250	101
CAD	GLUL	hsa00250	101
GFPT1	GLS2	hsa00250	101
GFPT1	GLS	hsa00250	101
GFPT2	GLS2	hsa00250	101
GFPT2	GLS	hsa00250	101
GFPT1	GLUL	hsa00250	101
GFPT2	GLUL	hsa00250	101
GLS2	GLUL	hsa00250	101
GLS	GLUL	hsa00250	101
CAD	CPS1	hsa00250	111
CPS1	GLS2	hsa00250	108
CPS1	GLS	hsa00250	108
ALDH4A1	GLS2	hsa00250	88
ALDH4A1	GLS	hsa00250	88
ALDH4A1	GLUL	hsa00250	88
ALDH4A1	GLUD1	hsa00250	88
ALDH4A1	GLUD2	hsa00250	88
ALDH4A1	GAD1	hsa00250	88
ALDH4A1	GAD2	hsa00250	88
GLS2	GLUD1	hsa00250	88
GLS2	GLUD2	hsa00250	88
GLS	GLUD1	hsa00250	88
GLS	GLUD2	hsa00250	88
GLS2	GAD1	hsa00250	88
GLS2	GAD2	hsa00250	88
GLS	GAD1	hsa00250	88
GLS	GAD2	hsa00250	88
GLUL	GLUD1	hsa00250	88
GLUL	GLUD2	hsa00250	88
GLUL	GAD1	hsa00250	88
GLUL	GAD2	hsa00250	88
GLUD1	GAD1	hsa00250	88
GLUD1	GAD2	hsa00250	88
GLUD2	GAD1	hsa00250	88
GLUD2	GAD2	hsa00250	88
ABAT	GAD1	hsa00250	95
ABAT	GAD2	hsa00250	95
ALDH5A1	ABAT	hsa00250	87
NIT2	DDO	hsa00250	24
NIT2	IL4I1	hsa00250	24
NIT2	GOT1	hsa00250	24
NIT2	GOT2	hsa00250	24
DDO	IL4I1	hsa00250	24
DDO	GOT1	hsa00250	24
DDO	GOT2	hsa00250	24
ASS1	ADSS1	hsa00250	28
ASS1	ADSS2	hsa00250	28
ASS1	CAD	hsa00250	28
ASS1	ASNS	hsa00250	28
ASS1	ASRGL1	hsa00250	28
ASS1	ASPA	hsa00250	28
ASS1	NAT8L	hsa00250	28
ASS1	IL4I1	hsa00250	28
ASS1	GOT1	hsa00250	28
ASS1	GOT2	hsa00250	28
ADSS1	CAD	hsa00250	28
ADSS2	CAD	hsa00250	28
ADSS1	ASNS	hsa00250	28
ADSS2	ASNS	hsa00250	28
ADSS1	ASRGL1	hsa00250	28
ADSS2	ASRGL1	hsa00250	28
ADSS1	ASPA	hsa00250	28
ADSS2	ASPA	hsa00250	28
ADSS1	NAT8L	hsa00250	28
ADSS2	NAT8L	hsa00250	28
ADSS1	IL4I1	hsa00250	28
ADSS2	IL4I1	hsa00250	28
ADSS1	GOT1	hsa00250	28
ADSS1	GOT2	hsa00250	28
ADSS2	GOT1	hsa00250	28
ADSS2	GOT2	hsa00250	28
CAD	ASNS	hsa00250	28
CAD	ASRGL1	hsa00250	28
CAD	ASPA	hsa00250	28
CAD	NAT8L	hsa00250	28
CAD	IL4I1	hsa00250	28
CAD	GOT1	hsa00250	28
CAD	GOT2	hsa00250	28
ASNS	ASPA	hsa00250	28
ASNS	NAT8L	hsa00250	28
ASNS	IL4I1	hsa00250	28
ASNS	GOT1	hsa00250	28
ASNS	GOT2	hsa00250	28
ASRGL1	ASPA	hsa00250	28
ASRGL1	NAT8L	hsa00250	28
ASRGL1	IL4I1	hsa00250	28
ASRGL1	GOT1	hsa00250	28
ASRGL1	GOT2	hsa00250	28
ASPA	IL4I1	hsa00250	28
ASPA	GOT1	hsa00250	28
ASPA	GOT2	hsa00250	28
NAT8L	IL4I1	hsa00250	28
NAT8L	GOT1	hsa00250	28
NAT8L	GOT2	hsa00250	28
ASS1	ASL	hsa00250	54
ADSS1	ADSL	hsa00250	53
ADSS2	ADSL	hsa00250	53
NAT8L	RIMKLA	hsa00250	32
NAT8L	RIMKLB	hsa00250	32
NAT8L	FOLH1	hsa00250	32
RIMKLA	ASPA	hsa00250	32
RIMKLB	ASPA	hsa00250	32
FOLH1	ASPA	hsa00250	32
RIMKLA	FOLH1	hsa00250	165
RIMKLB	FOLH1	hsa00250	165
RIMKLA	RIMKLA	hsa00250	165
RIMKLB	RIMKLA	hsa00250	165
AGXT	GRHPR	hsa00260	161
PHGDH	PSAT1	hsa00260	142
PSAT1	PSPH	hsa00260	146
AGXT	CBSL	hsa00260	151
AGXT	CBS	hsa00260	151
AGXT	AGXT	hsa00260	151
AGXT	SHMT1	hsa00260	151
AGXT	SHMT2	hsa00260	151
AGXT	SDS	hsa00260	151
AGXT	SDSL	hsa00260	151
AGXT	PSPH	hsa00260	151
CBSL	SHMT1	hsa00260	151
CBSL	SHMT2	hsa00260	151
CBS	SHMT1	hsa00260	151
CBS	SHMT2	hsa00260	151
CBSL	SDS	hsa00260	151
CBSL	SDSL	hsa00260	151
CBS	SDS	hsa00260	151
CBS	SDSL	hsa00260	151
CBSL	PSPH	hsa00260	151
CBS	PSPH	hsa00260	151
SHMT1	SDS	hsa00260	151
SHMT1	SDSL	hsa00260	151
SHMT2	SDS	hsa00260	151
SHMT2	SDSL	hsa00260	151
PSPH	SHMT1	hsa00260	151
PSPH	SHMT2	hsa00260	151
PSPH	SDS	hsa00260	151
PSPH	SDSL	hsa00260	151
CHDH	ALDH7A1	hsa00260	132
ALDH7A1	BHMT	hsa00260	133
BHMT	DMGDH	hsa00260	136
DMGDH	PIPOX	hsa00260	145
DMGDH	SARDH	hsa00260	145
DMGDH	GNMT	hsa00260	145
GAMT	GATM	hsa00260	140
SHMT1	AMT	hsa00260	167
SHMT2	AMT	hsa00260	167
AMT	DLD	hsa00260	128
GLDC	DLD	hsa00260	129
AGXT	GATM	hsa00260	147
CBSL	CTH	hsa00260	143
CBS	CTH	hsa00260	143
PSPH	SRR	hsa00260	151
AGXT	SRR	hsa00260	151
CBSL	SRR	hsa00260	151
CBS	SRR	hsa00260	151
SHMT1	SRR	hsa00260	151
SHMT2	SRR	hsa00260	151
SDS	SRR	hsa00260	151
SDSL	SRR	hsa00260	151
SHMT1	GATM	hsa00260	147
SHMT2	GATM	hsa00260	147
SHMT1	PIPOX	hsa00260	147
SHMT2	PIPOX	hsa00260	147
SHMT1	SARDH	hsa00260	147
SHMT2	SARDH	hsa00260	147
SHMT1	GNMT	hsa00260	147
SHMT2	GNMT	hsa00260	147
SHMT1	GCAT	hsa00260	147
SHMT2	GCAT	hsa00260	147
SHMT1	ALAS1	hsa00260	147
SHMT1	ALAS2	hsa00260	147
SHMT2	ALAS1	hsa00260	147
SHMT2	ALAS2	hsa00260	147
SHMT1	GLDC	hsa00260	147
SHMT2	GLDC	hsa00260	147
SHMT1	DAO	hsa00260	147
SHMT2	DAO	hsa00260	147
AGXT	PIPOX	hsa00260	147
AGXT	SARDH	hsa00260	147
AGXT	GNMT	hsa00260	147
AGXT	GCAT	hsa00260	147
AGXT	ALAS1	hsa00260	147
AGXT	ALAS2	hsa00260	147
AGXT	GLDC	hsa00260	147
AGXT	DAO	hsa00260	147
GATM	PIPOX	hsa00260	147
GATM	SARDH	hsa00260	147
GATM	GNMT	hsa00260	147
GATM	GCAT	hsa00260	147
GATM	ALAS1	hsa00260	147
GATM	ALAS2	hsa00260	147
GATM	GLDC	hsa00260	147
GATM	DAO	hsa00260	147
PIPOX	GCAT	hsa00260	147
PIPOX	ALAS1	hsa00260	147
PIPOX	ALAS2	hsa00260	147
PIPOX	GLDC	hsa00260	147
PIPOX	DAO	hsa00260	147
SARDH	GCAT	hsa00260	147
SARDH	ALAS1	hsa00260	147
SARDH	ALAS2	hsa00260	147
SARDH	GLDC	hsa00260	147
SARDH	DAO	hsa00260	147
GNMT	GCAT	hsa00260	147
GNMT	ALAS1	hsa00260	147
GNMT	ALAS2	hsa00260	147
GNMT	GLDC	hsa00260	147
GNMT	DAO	hsa00260	147
GCAT	ALAS1	hsa00260	147
GCAT	ALAS2	hsa00260	147
GCAT	GLDC	hsa00260	147
GCAT	DAO	hsa00260	147
ALAS1	GLDC	hsa00260	147
ALAS2	GLDC	hsa00260	147
ALAS1	DAO	hsa00260	147
ALAS2	DAO	hsa00260	147
GLDC	DAO	hsa00260	147
GLDC	AMT	hsa00260	168
AGXT2	SHMT1	hsa00260	147
AGXT2	SHMT2	hsa00260	147
AGXT2	AGXT	hsa00260	147
AGXT2	GATM	hsa00260	147
AGXT2	PIPOX	hsa00260	147
AGXT2	SARDH	hsa00260	147
AGXT2	GNMT	hsa00260	147
AGXT2	GCAT	hsa00260	147
AGXT2	ALAS1	hsa00260	147
AGXT2	ALAS2	hsa00260	147
AGXT2	GLDC	hsa00260	147
GRHPR	GLYCTK	hsa00260	130
GLYCTK	PGAM4	hsa00260	214
GLYCTK	PGAM1	hsa00260	214
GLYCTK	PGAM2	hsa00260	214
GLYCTK	BPGM	hsa00260	214
PHGDH	PGAM4	hsa00260	134
PHGDH	PGAM1	hsa00260	134
PHGDH	PGAM2	hsa00260	134
PHGDH	BPGM	hsa00260	134
CTH	KYAT3	hsa00270	172
CTH	KYAT1	hsa00270	172
CTH	CDO1	hsa00270	136
CTH	GOT1	hsa00270	136
CTH	GOT2	hsa00270	136
CDO1	KYAT3	hsa00270	136
CDO1	KYAT1	hsa00270	136
CDO1	GOT1	hsa00270	136
CDO1	GOT2	hsa00270	136
KYAT3	GOT1	hsa00270	136
KYAT3	GOT2	hsa00270	136
KYAT1	GOT1	hsa00270	136
KYAT1	GOT2	hsa00270	136
MPST	KYAT3	hsa00270	188
MPST	KYAT1	hsa00270	188
TST	KYAT3	hsa00270	188
TST	KYAT1	hsa00270	188
MPST	CTH	hsa00270	188
TST	CTH	hsa00270	188
GOT1	MPST	hsa00270	197
GOT1	TST	hsa00270	197
GOT2	MPST	hsa00270	197
GOT2	TST	hsa00270	197
GOT1	LDHAL6A	hsa00270	197
GOT1	LDHA	hsa00270	197
GOT1	LDHB	hsa00270	197
GOT1	LDHC	hsa00270	197
GOT1	LDHAL6B	hsa00270	197
GOT2	LDHAL6A	hsa00270	197
GOT2	LDHA	hsa00270	197
GOT2	LDHB	hsa00270	197
GOT2	LDHC	hsa00270	197
GOT2	LDHAL6B	hsa00270	197
MPST	LDHAL6A	hsa00270	197
MPST	LDHA	hsa00270	197
MPST	LDHB	hsa00270	197
MPST	LDHC	hsa00270	197
MPST	LDHAL6B	hsa00270	197
TST	LDHAL6A	hsa00270	197
TST	LDHA	hsa00270	197
TST	LDHB	hsa00270	197
TST	LDHC	hsa00270	197
TST	LDHAL6B	hsa00270	197
CBSL	CTH	hsa00270	117
CBS	CTH	hsa00270	117
BHMT	AHCYL1	hsa00270	115
BHMT	AHCY	hsa00270	115
BHMT	AHCYL2	hsa00270	115
BHMT	KYAT3	hsa00270	115
BHMT	KYAT1	hsa00270	115
BHMT	CBSL	hsa00270	115
BHMT	CBS	hsa00270	115
MTR	AHCYL1	hsa00270	115
MTR	AHCY	hsa00270	115
MTR	AHCYL2	hsa00270	115
MTR	KYAT3	hsa00270	115
MTR	KYAT1	hsa00270	115
MTR	CBSL	hsa00270	115
MTR	CBS	hsa00270	115
BHMT2	AHCYL1	hsa00270	115
BHMT2	AHCY	hsa00270	115
BHMT2	AHCYL2	hsa00270	115
BHMT2	KYAT3	hsa00270	115
BHMT2	KYAT1	hsa00270	115
BHMT2	CBSL	hsa00270	115
BHMT2	CBS	hsa00270	115
AHCYL1	KYAT3	hsa00270	115
AHCYL1	KYAT1	hsa00270	115
AHCY	KYAT3	hsa00270	115
AHCY	KYAT1	hsa00270	115
AHCYL2	KYAT3	hsa00270	115
AHCYL2	KYAT1	hsa00270	115
AHCYL1	CBSL	hsa00270	115
AHCYL1	CBS	hsa00270	115
AHCY	CBSL	hsa00270	115
AHCY	CBS	hsa00270	115
AHCYL2	CBSL	hsa00270	115
AHCYL2	CBS	hsa00270	115
MTR	TAT	hsa00270	116
MTR	IL4I1	hsa00270	116
MTR	MAT2B	hsa00270	116
MTR	MAT1A	hsa00270	116
MTR	MAT2A	hsa00270	116
BHMT2	TAT	hsa00270	116
BHMT2	IL4I1	hsa00270	116
BHMT2	MAT2B	hsa00270	116
BHMT2	MAT1A	hsa00270	116
BHMT2	MAT2A	hsa00270	116
BHMT	TAT	hsa00270	116
BHMT	IL4I1	hsa00270	116
BHMT	MAT2B	hsa00270	116
BHMT	MAT1A	hsa00270	116
BHMT	MAT2A	hsa00270	116
TAT	MAT2B	hsa00270	116
TAT	MAT1A	hsa00270	116
TAT	MAT2A	hsa00270	116
IL4I1	MAT2B	hsa00270	116
IL4I1	MAT1A	hsa00270	116
IL4I1	MAT2A	hsa00270	116
AHCYL1	DNMT1	hsa00270	118
AHCYL1	DNMT3A	hsa00270	118
AHCYL1	DNMT3B	hsa00270	118
AHCY	DNMT1	hsa00270	118
AHCY	DNMT3A	hsa00270	118
AHCY	DNMT3B	hsa00270	118
AHCYL2	DNMT1	hsa00270	118
AHCYL2	DNMT3A	hsa00270	118
AHCYL2	DNMT3B	hsa00270	118
MAT2B	DNMT1	hsa00270	119
MAT2B	DNMT3A	hsa00270	119
MAT2B	DNMT3B	hsa00270	119
MAT1A	DNMT1	hsa00270	119
MAT1A	DNMT3A	hsa00270	119
MAT1A	DNMT3B	hsa00270	119
MAT2A	DNMT1	hsa00270	119
MAT2A	DNMT3A	hsa00270	119
MAT2A	DNMT3B	hsa00270	119
MAT2B	AMD1	hsa00270	119
MAT1A	AMD1	hsa00270	119
MAT2A	AMD1	hsa00270	119
DNMT1	AMD1	hsa00270	119
DNMT3A	AMD1	hsa00270	119
DNMT3B	AMD1	hsa00270	119
AMD1	SRM	hsa00270	76
SRM	MTAP	hsa00270	75
MRI1	MTAP	hsa00270	73
APIP	MRI1	hsa00270	72
APIP	ENOPH1	hsa00270	71
ADI1	ADI1	hsa00270	69
ADI1	ENOPH1	hsa00270	69
TAT	ADI1	hsa00270	121
IL4I1	ADI1	hsa00270	121
AMD1	SMS	hsa00270	76
SMS	MTAP	hsa00270	75
GOT1	MDH1	hsa00270	159
GOT1	MDH2	hsa00270	159
GOT2	MDH1	hsa00270	159
GOT2	MDH2	hsa00270	159
CTH	BCAT1	hsa00270	113
CTH	BCAT2	hsa00270	113
CTH	AGXT2	hsa00270	113
BCAT1	GCLC	hsa00270	259
BCAT1	GCLM	hsa00270	259
BCAT2	GCLC	hsa00270	259
BCAT2	GCLM	hsa00270	259
AGXT2	GCLC	hsa00270	259
AGXT2	GCLM	hsa00270	259
GCLC	GSS	hsa00270	264
GCLM	GSS	hsa00270	264
PSAT1	PHGDH	hsa00270	293
BCKDHA	BCAT1	hsa00280	129
BCKDHA	BCAT2	hsa00280	129
BCKDHB	BCAT1	hsa00280	129
BCKDHB	BCAT2	hsa00280	129
DLD	BCKDHA	hsa00280	70
DLD	BCKDHB	hsa00280	70
DLD	DBT	hsa00280	69
BCKDHA	DBT	hsa00280	130
BCKDHB	DBT	hsa00280	130
IVD	DBT	hsa00280	131
DBT	ACADM	hsa00280	131
ECHS1	IVD	hsa00280	132
EHHADH	IVD	hsa00280	132
HADHA	IVD	hsa00280	132
MCCC1	IVD	hsa00280	132
MCCC2	IVD	hsa00280	132
ECHS1	ACADM	hsa00280	132
EHHADH	ACADM	hsa00280	132
HADHA	ACADM	hsa00280	132
MCCC1	ACADM	hsa00280	132
MCCC2	ACADM	hsa00280	132
MCCC1	ECHS1	hsa00280	132
MCCC1	EHHADH	hsa00280	132
MCCC1	HADHA	hsa00280	132
MCCC2	ECHS1	hsa00280	132
MCCC2	EHHADH	hsa00280	132
MCCC2	HADHA	hsa00280	132
AUH	MCCC1	hsa00280	134
AUH	MCCC2	hsa00280	134
HMGCL	AUH	hsa00280	135
HMGCLL1	AUH	hsa00280	135
HMGCS1	AUH	hsa00280	135
HMGCS2	AUH	hsa00280	135
OXCT1	HMGCL	hsa00280	136
OXCT1	HMGCLL1	hsa00280	136
OXCT2	HMGCL	hsa00280	136
OXCT2	HMGCLL1	hsa00280	136
ACAT1	HMGCS1	hsa00280	138
ACAT1	HMGCS2	hsa00280	138
ACAT2	HMGCS1	hsa00280	138
ACAT2	HMGCS2	hsa00280	138
HMGCS1	OXCT1	hsa00280	137
HMGCS1	OXCT2	hsa00280	137
HMGCS2	OXCT1	hsa00280	137
HMGCS2	OXCT2	hsa00280	137
ACAT1	OXCT1	hsa00280	137
ACAT1	OXCT2	hsa00280	137
ACAT2	OXCT1	hsa00280	137
ACAT2	OXCT2	hsa00280	137
ACAT1	HMGCL	hsa00280	138
ACAT1	HMGCLL1	hsa00280	138
ACAT2	HMGCL	hsa00280	138
ACAT2	HMGCLL1	hsa00280	138
HMGCL	ACAA2	hsa00280	138
HMGCL	ACAA1	hsa00280	138
HMGCL	HADHB	hsa00280	138
HMGCLL1	ACAA2	hsa00280	138
HMGCLL1	ACAA1	hsa00280	138
HMGCLL1	HADHB	hsa00280	138
HMGCS1	ACAA2	hsa00280	138
HMGCS1	ACAA1	hsa00280	138
HMGCS1	HADHB	hsa00280	138
HMGCS2	ACAA2	hsa00280	138
HMGCS2	ACAA1	hsa00280	138
HMGCS2	HADHB	hsa00280	138
ACAT1	ACAA2	hsa00280	138
ACAT1	ACAA1	hsa00280	138
ACAT1	HADHB	hsa00280	138
ACAT2	ACAA2	hsa00280	138
ACAT2	ACAA1	hsa00280	138
ACAT2	HADHB	hsa00280	138
MMUT	MCEE	hsa00280	143
MCEE	PCCA	hsa00280	144
MCEE	PCCB	hsa00280	144
PCCA	ALDH6A1	hsa00280	145
PCCB	ALDH6A1	hsa00280	145
ACAA2	PCCA	hsa00280	145
ACAA2	PCCB	hsa00280	145
ACAA1	PCCA	hsa00280	145
ACAA1	PCCB	hsa00280	145
HADHB	PCCA	hsa00280	145
HADHB	PCCB	hsa00280	145
ACAA2	ALDH6A1	hsa00280	145
ACAA1	ALDH6A1	hsa00280	145
HADHB	ALDH6A1	hsa00280	145
ACAA2	EHHADH	hsa00280	146
ACAA2	HSD17B10	hsa00280	146
ACAA2	HADH	hsa00280	146
ACAA1	EHHADH	hsa00280	146
ACAA1	HSD17B10	hsa00280	146
ACAA1	HADH	hsa00280	146
HADHB	EHHADH	hsa00280	146
HADHB	HSD17B10	hsa00280	146
HADHB	HADH	hsa00280	146
ECHS1	EHHADH	hsa00280	186
ECHS1	HSD17B10	hsa00280	186
ECHS1	HADH	hsa00280	186
EHHADH	EHHADH	hsa00280	186
EHHADH	HSD17B10	hsa00280	186
EHHADH	HADH	hsa00280	186
HADHA	EHHADH	hsa00280	186
HADHA	HSD17B10	hsa00280	186
HADHA	HADH	hsa00280	186
ECHS1	ACADSB	hsa00280	147
EHHADH	ACADSB	hsa00280	147
HADHA	ACADSB	hsa00280	147
ECHS1	ACADS	hsa00280	147
EHHADH	ACADS	hsa00280	147
