gene1	gene2	pathwayID	type
GNG11	KCNJ3	hsa04724	--gt
GNGT1	KCNJ3	hsa04724	--gt
GNGT2	KCNJ3	hsa04724	--gt
GNG13	KCNJ3	hsa04724	--gt
GNG2	KCNJ3	hsa04724	--gt
GNG12	KCNJ3	hsa04724	--gt
GNB4	KCNJ3	hsa04724	--gt
GNG8	KCNJ3	hsa04724	--gt
GRM2	GRK2	hsa04724	--gt
GRM2	GRK3	hsa04724	--gt
GRM3	GRK2	hsa04724	--gt
GRM3	GRK3	hsa04724	--gt
GRM1	GRIN3A	hsa04724	--gt
GRM1	GRIN3B	hsa04724	--gt
GRM1	GRIN1	hsa04724	--gt
GRM1	GRIN2A	hsa04724	--gt
GRM1	GRIN2B	hsa04724	--gt
GRM1	GRIN2C	hsa04724	--gt
GRM1	GRIN2D	hsa04724	--gt
GRM5	GRIN3A	hsa04724	--gt
GRM5	GRIN3B	hsa04724	--gt
GRM5	GRIN1	hsa04724	--gt
GRM5	GRIN2A	hsa04724	--gt
GRM5	GRIN2B	hsa04724	--gt
GRM5	GRIN2C	hsa04724	--gt
GRM5	GRIN2D	hsa04724	--gt
GRM1	TRPC1	hsa04724	--gt
GRM5	TRPC1	hsa04724	--gt
PPP3CA	GRM1	hsa04724	--gt
PPP3CA	GRM5	hsa04724	--gt
PPP3CB	GRM1	hsa04724	--gt
PPP3CB	GRM5	hsa04724	--gt
PPP3CC	GRM1	hsa04724	--gt
PPP3CC	GRM5	hsa04724	--gt
PPP3R1	GRM1	hsa04724	--gt
PPP3R1	GRM5	hsa04724	--gt
PPP3R2	GRM1	hsa04724	--gt
PPP3R2	GRM5	hsa04724	--gt
GRM1	GNAQ	hsa04724	--gt
GRM5	GNAQ	hsa04724	--gt
GNAQ	PLCB1	hsa04724	--gt
GNAQ	PLCB2	hsa04724	--gt
GNAQ	PLCB3	hsa04724	--gt
GNAQ	PLCB4	hsa04724	--gt
PRKCA	PLA2G4B	hsa04724	--gt
PRKCA	PLA2G4E	hsa04724	--gt
PRKCA	PLA2G4F	hsa04724	--gt
PRKCA	PLA2G4D	hsa04724	--gt
PRKCA	PLA2G4A	hsa04724	--gt
PRKCA	PLA2G4C	hsa04724	--gt
PRKCA	JMJD7-PLA2G4B	hsa04724	--gt
PRKCB	PLA2G4B	hsa04724	--gt
PRKCB	PLA2G4E	hsa04724	--gt
PRKCB	PLA2G4F	hsa04724	--gt
PRKCB	PLA2G4D	hsa04724	--gt
PRKCB	PLA2G4A	hsa04724	--gt
PRKCB	PLA2G4C	hsa04724	--gt
PRKCB	JMJD7-PLA2G4B	hsa04724	--gt
PRKCG	PLA2G4B	hsa04724	--gt
PRKCG	PLA2G4E	hsa04724	--gt
PRKCG	PLA2G4F	hsa04724	--gt
PRKCG	PLA2G4D	hsa04724	--gt
PRKCG	PLA2G4A	hsa04724	--gt
PRKCG	PLA2G4C	hsa04724	--gt
PRKCG	JMJD7-PLA2G4B	hsa04724	--gt
PRKCA	PLD1	hsa04724	--gt
PRKCA	PLD2	hsa04724	--gt
PRKCB	PLD1	hsa04724	--gt
PRKCB	PLD2	hsa04724	--gt
PRKCG	PLD1	hsa04724	--gt
PRKCG	PLD2	hsa04724	--gt
PRKCA	MAPK1	hsa04724	--gt
PRKCA	MAPK3	hsa04724	--gt
PRKCB	MAPK1	hsa04724	--gt
PRKCB	MAPK3	hsa04724	--gt
PRKCG	MAPK1	hsa04724	--gt
PRKCG	MAPK3	hsa04724	--gt
GRM1	GNAS	hsa04724	--gt
GRM5	GNAS	hsa04724	--gt
GNAS	ADCY1	hsa04724	--gt
GNAS	ADCY2	hsa04724	--gt
GNAS	ADCY3	hsa04724	--gt
GNAS	ADCY5	hsa04724	--gt
GNAS	ADCY6	hsa04724	--gt
GNAS	ADCY7	hsa04724	--gt
GNAS	ADCY8	hsa04724	--gt
GNAS	ADCY9	hsa04724	--gt
GNAS	ADCY4	hsa04724	--gt
GRM6	GNAI1	hsa04724	--gt
GRM6	GNAI2	hsa04724	--gt
GRM6	GNAI3	hsa04724	--gt
GRM6	GNAO1	hsa04724	--gt
GNB5	ADCY1	hsa04724	--|
GNB5	ADCY2	hsa04724	--|
GNB5	ADCY3	hsa04724	--|
GNB5	ADCY5	hsa04724	--|
GNB5	ADCY6	hsa04724	--|
GNB5	ADCY7	hsa04724	--|
GNB5	ADCY8	hsa04724	--|
GNB5	ADCY9	hsa04724	--|
GNB5	ADCY4	hsa04724	--|
GNAI1	ADCY1	hsa04724	--|
GNAI1	ADCY2	hsa04724	--|
GNAI1	ADCY3	hsa04724	--|
GNAI1	ADCY5	hsa04724	--|
GNAI1	ADCY6	hsa04724	--|
GNAI1	ADCY7	hsa04724	--|
GNAI1	ADCY8	hsa04724	--|
GNAI1	ADCY9	hsa04724	--|
GNAI1	ADCY4	hsa04724	--|
GNAI2	ADCY1	hsa04724	--|
GNAI2	ADCY2	hsa04724	--|
GNAI2	ADCY3	hsa04724	--|
GNAI2	ADCY5	hsa04724	--|
GNAI2	ADCY6	hsa04724	--|
GNAI2	ADCY7	hsa04724	--|
GNAI2	ADCY8	hsa04724	--|
GNAI2	ADCY9	hsa04724	--|
GNAI2	ADCY4	hsa04724	--|
GNAI3	ADCY1	hsa04724	--|
GNAI3	ADCY2	hsa04724	--|
GNAI3	ADCY3	hsa04724	--|
GNAI3	ADCY5	hsa04724	--|
GNAI3	ADCY6	hsa04724	--|
GNAI3	ADCY7	hsa04724	--|
GNAI3	ADCY8	hsa04724	--|
GNAI3	ADCY9	hsa04724	--|
GNAI3	ADCY4	hsa04724	--|
GNAO1	ADCY1	hsa04724	--|
GNAO1	ADCY2	hsa04724	--|
GNAO1	ADCY3	hsa04724	--|
GNAO1	ADCY5	hsa04724	--|
GNAO1	ADCY6	hsa04724	--|
GNAO1	ADCY7	hsa04724	--|
GNAO1	ADCY8	hsa04724	--|
GNAO1	ADCY9	hsa04724	--|
GNAO1	ADCY4	hsa04724	--|
GNB1	ADCY1	hsa04724	--|
GNB1	ADCY2	hsa04724	--|
GNB1	ADCY3	hsa04724	--|
GNB1	ADCY5	hsa04724	--|
GNB1	ADCY6	hsa04724	--|
GNB1	ADCY7	hsa04724	--|
GNB1	ADCY8	hsa04724	--|
GNB1	ADCY9	hsa04724	--|
GNB1	ADCY4	hsa04724	--|
GNB2	ADCY1	hsa04724	--|
GNB2	ADCY2	hsa04724	--|
GNB2	ADCY3	hsa04724	--|
GNB2	ADCY5	hsa04724	--|
GNB2	ADCY6	hsa04724	--|
GNB2	ADCY7	hsa04724	--|
GNB2	ADCY8	hsa04724	--|
GNB2	ADCY9	hsa04724	--|
GNB2	ADCY4	hsa04724	--|
GNB3	ADCY1	hsa04724	--|
GNB3	ADCY2	hsa04724	--|
GNB3	ADCY3	hsa04724	--|
GNB3	ADCY5	hsa04724	--|
GNB3	ADCY6	hsa04724	--|
GNB3	ADCY7	hsa04724	--|
GNB3	ADCY8	hsa04724	--|
GNB3	ADCY9	hsa04724	--|
GNB3	ADCY4	hsa04724	--|
GNG3	ADCY1	hsa04724	--|
GNG3	ADCY2	hsa04724	--|
GNG3	ADCY3	hsa04724	--|
GNG3	ADCY5	hsa04724	--|
GNG3	ADCY6	hsa04724	--|
GNG3	ADCY7	hsa04724	--|
GNG3	ADCY8	hsa04724	--|
GNG3	ADCY9	hsa04724	--|
GNG3	ADCY4	hsa04724	--|
GNG4	ADCY1	hsa04724	--|
GNG4	ADCY2	hsa04724	--|
GNG4	ADCY3	hsa04724	--|
GNG4	ADCY5	hsa04724	--|
GNG4	ADCY6	hsa04724	--|
GNG4	ADCY7	hsa04724	--|
GNG4	ADCY8	hsa04724	--|
GNG4	ADCY9	hsa04724	--|
GNG4	ADCY4	hsa04724	--|
GNG5	ADCY1	hsa04724	--|
GNG5	ADCY2	hsa04724	--|
GNG5	ADCY3	hsa04724	--|
GNG5	ADCY5	hsa04724	--|
GNG5	ADCY6	hsa04724	--|
GNG5	ADCY7	hsa04724	--|
GNG5	ADCY8	hsa04724	--|
GNG5	ADCY9	hsa04724	--|
GNG5	ADCY4	hsa04724	--|
GNG7	ADCY1	hsa04724	--|
GNG7	ADCY2	hsa04724	--|
GNG7	ADCY3	hsa04724	--|
GNG7	ADCY5	hsa04724	--|
GNG7	ADCY6	hsa04724	--|
GNG7	ADCY7	hsa04724	--|
GNG7	ADCY8	hsa04724	--|
GNG7	ADCY9	hsa04724	--|
GNG7	ADCY4	hsa04724	--|
GNG10	ADCY1	hsa04724	--|
GNG10	ADCY2	hsa04724	--|
GNG10	ADCY3	hsa04724	--|
GNG10	ADCY5	hsa04724	--|
GNG10	ADCY6	hsa04724	--|
GNG10	ADCY7	hsa04724	--|
GNG10	ADCY8	hsa04724	--|
GNG10	ADCY9	hsa04724	--|
GNG10	ADCY4	hsa04724	--|
GNG11	ADCY1	hsa04724	--|
GNG11	ADCY2	hsa04724	--|
GNG11	ADCY3	hsa04724	--|
GNG11	ADCY5	hsa04724	--|
GNG11	ADCY6	hsa04724	--|
GNG11	ADCY7	hsa04724	--|
GNG11	ADCY8	hsa04724	--|
GNG11	ADCY9	hsa04724	--|
GNG11	ADCY4	hsa04724	--|
GNGT1	ADCY1	hsa04724	--|
GNGT1	ADCY2	hsa04724	--|
GNGT1	ADCY3	hsa04724	--|
GNGT1	ADCY5	hsa04724	--|
GNGT1	ADCY6	hsa04724	--|
GNGT1	ADCY7	hsa04724	--|
GNGT1	ADCY8	hsa04724	--|
GNGT1	ADCY9	hsa04724	--|
GNGT1	ADCY4	hsa04724	--|
GNGT2	ADCY1	hsa04724	--|
GNGT2	ADCY2	hsa04724	--|
GNGT2	ADCY3	hsa04724	--|
GNGT2	ADCY5	hsa04724	--|
GNGT2	ADCY6	hsa04724	--|
GNGT2	ADCY7	hsa04724	--|
GNGT2	ADCY8	hsa04724	--|
GNGT2	ADCY9	hsa04724	--|
GNGT2	ADCY4	hsa04724	--|
GNG13	ADCY1	hsa04724	--|
GNG13	ADCY2	hsa04724	--|
GNG13	ADCY3	hsa04724	--|
GNG13	ADCY5	hsa04724	--|
GNG13	ADCY6	hsa04724	--|
GNG13	ADCY7	hsa04724	--|
GNG13	ADCY8	hsa04724	--|
GNG13	ADCY9	hsa04724	--|
GNG13	ADCY4	hsa04724	--|
GNG2	ADCY1	hsa04724	--|
GNG2	ADCY2	hsa04724	--|
GNG2	ADCY3	hsa04724	--|
GNG2	ADCY5	hsa04724	--|
GNG2	ADCY6	hsa04724	--|
GNG2	ADCY7	hsa04724	--|
GNG2	ADCY8	hsa04724	--|
GNG2	ADCY9	hsa04724	--|
GNG2	ADCY4	hsa04724	--|
GNG12	ADCY1	hsa04724	--|
GNG12	ADCY2	hsa04724	--|
GNG12	ADCY3	hsa04724	--|
GNG12	ADCY5	hsa04724	--|
GNG12	ADCY6	hsa04724	--|
GNG12	ADCY7	hsa04724	--|
GNG12	ADCY8	hsa04724	--|
GNG12	ADCY9	hsa04724	--|
GNG12	ADCY4	hsa04724	--|
GNB4	ADCY1	hsa04724	--|
GNB4	ADCY2	hsa04724	--|
GNB4	ADCY3	hsa04724	--|
GNB4	ADCY5	hsa04724	--|
GNB4	ADCY6	hsa04724	--|
GNB4	ADCY7	hsa04724	--|
GNB4	ADCY8	hsa04724	--|
GNB4	ADCY9	hsa04724	--|
GNB4	ADCY4	hsa04724	--|
GNG8	ADCY1	hsa04724	--|
GNG8	ADCY2	hsa04724	--|
GNG8	ADCY3	hsa04724	--|
GNG8	ADCY5	hsa04724	--|
GNG8	ADCY6	hsa04724	--|
GNG8	ADCY7	hsa04724	--|
GNG8	ADCY8	hsa04724	--|
GNG8	ADCY9	hsa04724	--|
GNG8	ADCY4	hsa04724	--|
GNB5	CACNA1A	hsa04724	--|
GNAI1	CACNA1A	hsa04724	--|
GNAI2	CACNA1A	hsa04724	--|
GNAI3	CACNA1A	hsa04724	--|
GNAO1	CACNA1A	hsa04724	--|
GNB1	CACNA1A	hsa04724	--|
GNB2	CACNA1A	hsa04724	--|
GNB3	CACNA1A	hsa04724	--|
GNG3	CACNA1A	hsa04724	--|
GNG4	CACNA1A	hsa04724	--|
GNG5	CACNA1A	hsa04724	--|
GNG7	CACNA1A	hsa04724	--|
GNG10	CACNA1A	hsa04724	--|
GNG11	CACNA1A	hsa04724	--|
GNGT1	CACNA1A	hsa04724	--|
GNGT2	CACNA1A	hsa04724	--|
GNG13	CACNA1A	hsa04724	--|
GNG2	CACNA1A	hsa04724	--|
GNG12	CACNA1A	hsa04724	--|
GNB4	CACNA1A	hsa04724	--|
GNG8	CACNA1A	hsa04724	--|
KCNJ3	CACNA1A	hsa04724	--|
GRIN3A	DLG4	hsa04724	---
GRIN3B	DLG4	hsa04724	---
GRIN1	DLG4	hsa04724	---
GRIN2A	DLG4	hsa04724	---
GRIN2B	DLG4	hsa04724	---
GRIN2C	DLG4	hsa04724	---
GRIN2D	DLG4	hsa04724	---
DLG4	DLGAP1	hsa04724	---
DLGAP1	SHANK2	hsa04724	---
DLGAP1	SHANK1	hsa04724	---
DLGAP1	SHANK3	hsa04724	---
SHANK2	HOMER3	hsa04724	---
SHANK2	HOMER2	hsa04724	---
SHANK2	HOMER1	hsa04724	---
SHANK1	HOMER3	hsa04724	---
SHANK1	HOMER2	hsa04724	---
SHANK1	HOMER1	hsa04724	---
SHANK3	HOMER3	hsa04724	---
SHANK3	HOMER2	hsa04724	---
SHANK3	HOMER1	hsa04724	---
HOMER3	HOMER3	hsa04724	---
HOMER3	HOMER2	hsa04724	---
HOMER3	HOMER1	hsa04724	---
HOMER2	HOMER2	hsa04724	---
HOMER2	HOMER1	hsa04724	---
HOMER1	HOMER1	hsa04724	---
HOMER3	GRM1	hsa04724	---
HOMER3	GRM5	hsa04724	---
HOMER2	GRM1	hsa04724	---
HOMER2	GRM5	hsa04724	---
HOMER1	GRM1	hsa04724	---
HOMER1	GRM5	hsa04724	---
HOMER3	ITPR1	hsa04724	---
HOMER3	ITPR2	hsa04724	---
HOMER3	ITPR3	hsa04724	---
HOMER2	ITPR1	hsa04724	---
HOMER2	ITPR2	hsa04724	---
HOMER2	ITPR3	hsa04724	---
HOMER1	ITPR1	hsa04724	---
HOMER1	ITPR2	hsa04724	---
HOMER1	ITPR3	hsa04724	---
CHRM2	GNB5	hsa04725	--gt
CHRM2	GNAI1	hsa04725	--gt
CHRM2	GNAI2	hsa04725	--gt
CHRM2	GNAI3	hsa04725	--gt
CHRM2	GNAO1	hsa04725	--gt
CHRM2	GNB1	hsa04725	--gt
CHRM2	GNB2	hsa04725	--gt
CHRM2	GNB3	hsa04725	--gt
CHRM2	GNG3	hsa04725	--gt
CHRM2	GNG4	hsa04725	--gt
CHRM2	GNG5	hsa04725	--gt
CHRM2	GNG7	hsa04725	--gt
CHRM2	GNG10	hsa04725	--gt
CHRM2	GNG11	hsa04725	--gt
CHRM2	GNGT1	hsa04725	--gt
CHRM2	GNGT2	hsa04725	--gt
CHRM2	GNG13	hsa04725	--gt
CHRM2	GNG2	hsa04725	--gt
CHRM2	GNG12	hsa04725	--gt
CHRM2	GNB4	hsa04725	--gt
CHRM2	GNG8	hsa04725	--gt
CHRM4	GNB5	hsa04725	--gt
CHRM4	GNAI1	hsa04725	--gt
CHRM4	GNAI2	hsa04725	--gt
CHRM4	GNAI3	hsa04725	--gt
CHRM4	GNAO1	hsa04725	--gt
CHRM4	GNB1	hsa04725	--gt
CHRM4	GNB2	hsa04725	--gt
CHRM4	GNB3	hsa04725	--gt
CHRM4	GNG3	hsa04725	--gt
CHRM4	GNG4	hsa04725	--gt
CHRM4	GNG5	hsa04725	--gt
CHRM4	GNG7	hsa04725	--gt
CHRM4	GNG10	hsa04725	--gt
CHRM4	GNG11	hsa04725	--gt
CHRM4	GNGT1	hsa04725	--gt
CHRM4	GNGT2	hsa04725	--gt
CHRM4	GNG13	hsa04725	--gt
CHRM4	GNG2	hsa04725	--gt
CHRM4	GNG12	hsa04725	--gt
CHRM4	GNB4	hsa04725	--gt
CHRM4	GNG8	hsa04725	--gt
CHRM5	GNA11	hsa04725	--gt
CHRM5	GNAQ	hsa04725	--gt
CHRM3	GNA11	hsa04725	--gt
CHRM3	GNAQ	hsa04725	--gt
CHRM1	GNA11	hsa04725	--gt
CHRM1	GNAQ	hsa04725	--gt
GNA11	PLCB1	hsa04725	--gt
GNA11	PLCB2	hsa04725	--gt
GNA11	PLCB3	hsa04725	--gt
GNA11	PLCB4	hsa04725	--gt
GNAQ	PLCB1	hsa04725	--gt
GNAQ	PLCB2	hsa04725	--gt
GNAQ	PLCB3	hsa04725	--gt
GNAQ	PLCB4	hsa04725	--gt
GNB5	KCNJ3	hsa04725	--gt
GNB5	KCNJ6	hsa04725	--gt
GNAI1	KCNJ3	hsa04725	--gt
GNAI1	KCNJ6	hsa04725	--gt
GNAI2	KCNJ3	hsa04725	--gt
GNAI2	KCNJ6	hsa04725	--gt
GNAI3	KCNJ3	hsa04725	--gt
GNAI3	KCNJ6	hsa04725	--gt
GNAO1	KCNJ3	hsa04725	--gt
GNAO1	KCNJ6	hsa04725	--gt
GNB1	KCNJ3	hsa04725	--gt
GNB1	KCNJ6	hsa04725	--gt
GNB2	KCNJ3	hsa04725	--gt
GNB2	KCNJ6	hsa04725	--gt
GNB3	KCNJ3	hsa04725	--gt
GNB3	KCNJ6	hsa04725	--gt
GNG3	KCNJ3	hsa04725	--gt
GNG3	KCNJ6	hsa04725	--gt
GNG4	KCNJ3	hsa04725	--gt
GNG4	KCNJ6	hsa04725	--gt
GNG5	KCNJ3	hsa04725	--gt
GNG5	KCNJ6	hsa04725	--gt
GNG7	KCNJ3	hsa04725	--gt
GNG7	KCNJ6	hsa04725	--gt
GNG10	KCNJ3	hsa04725	--gt
GNG10	KCNJ6	hsa04725	--gt
GNG11	KCNJ3	hsa04725	--gt
GNG11	KCNJ6	hsa04725	--gt
GNGT1	KCNJ3	hsa04725	--gt
GNGT1	KCNJ6	hsa04725	--gt
GNGT2	KCNJ3	hsa04725	--gt
GNGT2	KCNJ6	hsa04725	--gt
GNG13	KCNJ3	hsa04725	--gt
GNG13	KCNJ6	hsa04725	--gt
GNG2	KCNJ3	hsa04725	--gt
GNG2	KCNJ6	hsa04725	--gt
GNG12	KCNJ3	hsa04725	--gt
GNG12	KCNJ6	hsa04725	--gt
GNB4	KCNJ3	hsa04725	--gt
GNB4	KCNJ6	hsa04725	--gt
GNG8	KCNJ3	hsa04725	--gt
GNG8	KCNJ6	hsa04725	--gt
GNB5	PIK3R6	hsa04725	--gt
GNB5	PIK3R5	hsa04725	--gt
GNB5	PIK3CG	hsa04725	--gt
GNAI1	PIK3R6	hsa04725	--gt
GNAI1	PIK3R5	hsa04725	--gt
GNAI1	PIK3CG	hsa04725	--gt
GNAI2	PIK3R6	hsa04725	--gt
GNAI2	PIK3R5	hsa04725	--gt
GNAI2	PIK3CG	hsa04725	--gt
GNAI3	PIK3R6	hsa04725	--gt
GNAI3	PIK3R5	hsa04725	--gt
GNAI3	PIK3CG	hsa04725	--gt
GNAO1	PIK3R6	hsa04725	--gt
GNAO1	PIK3R5	hsa04725	--gt
GNAO1	PIK3CG	hsa04725	--gt
GNB1	PIK3R6	hsa04725	--gt
GNB1	PIK3R5	hsa04725	--gt
GNB1	PIK3CG	hsa04725	--gt
GNB2	PIK3R6	hsa04725	--gt
GNB2	PIK3R5	hsa04725	--gt
GNB2	PIK3CG	hsa04725	--gt
GNB3	PIK3R6	hsa04725	--gt
GNB3	PIK3R5	hsa04725	--gt
GNB3	PIK3CG	hsa04725	--gt
GNG3	PIK3R6	hsa04725	--gt
GNG3	PIK3R5	hsa04725	--gt
GNG3	PIK3CG	hsa04725	--gt
GNG4	PIK3R6	hsa04725	--gt
GNG4	PIK3R5	hsa04725	--gt
GNG4	PIK3CG	hsa04725	--gt
GNG5	PIK3R6	hsa04725	--gt
GNG5	PIK3R5	hsa04725	--gt
GNG5	PIK3CG	hsa04725	--gt
GNG7	PIK3R6	hsa04725	--gt
GNG7	PIK3R5	hsa04725	--gt
GNG7	PIK3CG	hsa04725	--gt
GNG10	PIK3R6	hsa04725	--gt
GNG10	PIK3R5	hsa04725	--gt
GNG10	PIK3CG	hsa04725	--gt
GNG11	PIK3R6	hsa04725	--gt
GNG11	PIK3R5	hsa04725	--gt
GNG11	PIK3CG	hsa04725	--gt
GNGT1	PIK3R6	hsa04725	--gt
GNGT1	PIK3R5	hsa04725	--gt
GNGT1	PIK3CG	hsa04725	--gt
GNGT2	PIK3R6	hsa04725	--gt
GNGT2	PIK3R5	hsa04725	--gt
GNGT2	PIK3CG	hsa04725	--gt
GNG13	PIK3R6	hsa04725	--gt
GNG13	PIK3R5	hsa04725	--gt
GNG13	PIK3CG	hsa04725	--gt
GNG2	PIK3R6	hsa04725	--gt
GNG2	PIK3R5	hsa04725	--gt
GNG2	PIK3CG	hsa04725	--gt
GNG12	PIK3R6	hsa04725	--gt
GNG12	PIK3R5	hsa04725	--gt
GNG12	PIK3CG	hsa04725	--gt
GNB4	PIK3R6	hsa04725	--gt
GNB4	PIK3R5	hsa04725	--gt
GNB4	PIK3CG	hsa04725	--gt
GNG8	PIK3R6	hsa04725	--gt
GNG8	PIK3R5	hsa04725	--gt
GNG8	PIK3CG	hsa04725	--gt
MAPK1	FOS	hsa04725	--gt
MAPK3	FOS	hsa04725	--gt
PRKACA	ADCY1	hsa04725	--gt
PRKACA	ADCY2	hsa04725	--gt
PRKACA	ADCY3	hsa04725	--gt
PRKACA	ADCY5	hsa04725	--gt
PRKACA	ADCY6	hsa04725	--gt
PRKACA	ADCY7	hsa04725	--gt
PRKACA	ADCY8	hsa04725	--gt
PRKACA	ADCY9	hsa04725	--gt
PRKACA	ADCY4	hsa04725	--gt
PRKACB	ADCY1	hsa04725	--gt
PRKACB	ADCY2	hsa04725	--gt
PRKACB	ADCY3	hsa04725	--gt
PRKACB	ADCY5	hsa04725	--gt
PRKACB	ADCY6	hsa04725	--gt
PRKACB	ADCY7	hsa04725	--gt
PRKACB	ADCY8	hsa04725	--gt
PRKACB	ADCY9	hsa04725	--gt
PRKACB	ADCY4	hsa04725	--gt
PRKACG	ADCY1	hsa04725	--gt
PRKACG	ADCY2	hsa04725	--gt
PRKACG	ADCY3	hsa04725	--gt
PRKACG	ADCY5	hsa04725	--gt
PRKACG	ADCY6	hsa04725	--gt
PRKACG	ADCY7	hsa04725	--gt
PRKACG	ADCY8	hsa04725	--gt
PRKACG	ADCY9	hsa04725	--gt
PRKACG	ADCY4	hsa04725	--gt
FYN	PIK3CA	hsa04725	--gt
FYN	PIK3CB	hsa04725	--gt
FYN	PIK3CD	hsa04725	--gt
FYN	PIK3R1	hsa04725	--gt
FYN	PIK3R2	hsa04725	--gt
FYN	PIK3R3	hsa04725	--gt
CHRNA3	JAK2	hsa04725	--gt
CHRNA4	JAK2	hsa04725	--gt
CHRNA7	JAK2	hsa04725	--gt
CHRNB2	JAK2	hsa04725	--gt
CHRNB4	JAK2	hsa04725	--gt
CHRNA6	JAK2	hsa04725	--gt
JAK2	PIK3CA	hsa04725	--gt
JAK2	PIK3CB	hsa04725	--gt
JAK2	PIK3CD	hsa04725	--gt
JAK2	PIK3R1	hsa04725	--gt
JAK2	PIK3R2	hsa04725	--gt
JAK2	PIK3R3	hsa04725	--gt
AKT3	BCL2	hsa04725	--gt
AKT1	BCL2	hsa04725	--gt
AKT2	BCL2	hsa04725	--gt
PRKACA	MAPK1	hsa04725	--gt
PRKACA	MAPK3	hsa04725	--gt
PRKACB	MAPK1	hsa04725	--gt
PRKACB	MAPK3	hsa04725	--gt
PRKACG	MAPK1	hsa04725	--gt
PRKACG	MAPK3	hsa04725	--gt
MAPK1	CREB3	hsa04725	--gt
MAPK1	CREB1	hsa04725	--gt
MAPK1	CREB3L4	hsa04725	--gt
MAPK1	ATF4	hsa04725	--gt
MAPK1	CREB3L2	hsa04725	--gt
MAPK1	CREB3L3	hsa04725	--gt
MAPK1	CREB3L1	hsa04725	--gt
MAPK1	CREB5	hsa04725	--gt
MAPK3	CREB3	hsa04725	--gt
MAPK3	CREB1	hsa04725	--gt
MAPK3	CREB3L4	hsa04725	--gt
MAPK3	ATF4	hsa04725	--gt
MAPK3	CREB3L2	hsa04725	--gt
MAPK3	CREB3L3	hsa04725	--gt
MAPK3	CREB3L1	hsa04725	--gt
MAPK3	CREB5	hsa04725	--gt
GNB5	CACNA1A	hsa04725	--|
GNB5	CACNA1B	hsa04725	--|
GNAI1	CACNA1A	hsa04725	--|
GNAI1	CACNA1B	hsa04725	--|
GNAI2	CACNA1A	hsa04725	--|
GNAI2	CACNA1B	hsa04725	--|
GNAI3	CACNA1A	hsa04725	--|
GNAI3	CACNA1B	hsa04725	--|
GNAO1	CACNA1A	hsa04725	--|
GNAO1	CACNA1B	hsa04725	--|
GNB1	CACNA1A	hsa04725	--|
GNB1	CACNA1B	hsa04725	--|
GNB2	CACNA1A	hsa04725	--|
GNB2	CACNA1B	hsa04725	--|
GNB3	CACNA1A	hsa04725	--|
GNB3	CACNA1B	hsa04725	--|
GNG3	CACNA1A	hsa04725	--|
GNG3	CACNA1B	hsa04725	--|
GNG4	CACNA1A	hsa04725	--|
GNG4	CACNA1B	hsa04725	--|
GNG5	CACNA1A	hsa04725	--|
GNG5	CACNA1B	hsa04725	--|
GNG7	CACNA1A	hsa04725	--|
GNG7	CACNA1B	hsa04725	--|
GNG10	CACNA1A	hsa04725	--|
GNG10	CACNA1B	hsa04725	--|
GNG11	CACNA1A	hsa04725	--|
GNG11	CACNA1B	hsa04725	--|
GNGT1	CACNA1A	hsa04725	--|
GNGT1	CACNA1B	hsa04725	--|
GNGT2	CACNA1A	hsa04725	--|
GNGT2	CACNA1B	hsa04725	--|
GNG13	CACNA1A	hsa04725	--|
GNG13	CACNA1B	hsa04725	--|
GNG2	CACNA1A	hsa04725	--|
GNG2	CACNA1B	hsa04725	--|
GNG12	CACNA1A	hsa04725	--|
GNG12	CACNA1B	hsa04725	--|
GNB4	CACNA1A	hsa04725	--|
GNB4	CACNA1B	hsa04725	--|
GNG8	CACNA1A	hsa04725	--|
GNG8	CACNA1B	hsa04725	--|
GNB5	ADCY1	hsa04725	--|
GNB5	ADCY2	hsa04725	--|
GNB5	ADCY3	hsa04725	--|
GNB5	ADCY5	hsa04725	--|
GNB5	ADCY6	hsa04725	--|
GNB5	ADCY7	hsa04725	--|
GNB5	ADCY8	hsa04725	--|
GNB5	ADCY9	hsa04725	--|
GNB5	ADCY4	hsa04725	--|
GNAI1	ADCY1	hsa04725	--|
GNAI1	ADCY2	hsa04725	--|
GNAI1	ADCY3	hsa04725	--|
GNAI1	ADCY5	hsa04725	--|
GNAI1	ADCY6	hsa04725	--|
GNAI1	ADCY7	hsa04725	--|
GNAI1	ADCY8	hsa04725	--|
GNAI1	ADCY9	hsa04725	--|
GNAI1	ADCY4	hsa04725	--|
GNAI2	ADCY1	hsa04725	--|
GNAI2	ADCY2	hsa04725	--|
GNAI2	ADCY3	hsa04725	--|
GNAI2	ADCY5	hsa04725	--|
GNAI2	ADCY6	hsa04725	--|
GNAI2	ADCY7	hsa04725	--|
GNAI2	ADCY8	hsa04725	--|
GNAI2	ADCY9	hsa04725	--|
GNAI2	ADCY4	hsa04725	--|
GNAI3	ADCY1	hsa04725	--|
GNAI3	ADCY2	hsa04725	--|
GNAI3	ADCY3	hsa04725	--|
GNAI3	ADCY5	hsa04725	--|
GNAI3	ADCY6	hsa04725	--|
GNAI3	ADCY7	hsa04725	--|
GNAI3	ADCY8	hsa04725	--|
GNAI3	ADCY9	hsa04725	--|
GNAI3	ADCY4	hsa04725	--|
GNAO1	ADCY1	hsa04725	--|
GNAO1	ADCY2	hsa04725	--|
GNAO1	ADCY3	hsa04725	--|
