gid	sym
10000	AKT3
10298	PAK4
112398	EGLN2
112399	EGLN3
1387	CREBBP
1398	CRK
1399	CRKL
201163	FLCN
2033	EP300
2034	EPAS1
207	AKT1
208	AKT2
2113	ETS1
2271	FH
23533	PIK3R5
2549	GAB1
2885	GRB2
2889	RAPGEF1
3082	HGF
3091	HIF1A
3265	HRAS
369	ARAF
3725	JUN
3845	KRAS
405	ARNT
4233	MET
4893	NRAS
5058	PAK1
5062	PAK2
5063	PAK3
5155	PDGFB
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
54583	EGLN1
5594	MAPK1
5595	MAPK3
5604	MAP2K1
5605	MAP2K2
56924	PAK6
57144	PAK7
5781	PTPN11
5879	RAC1
5894	RAF1
5906	RAP1A
5908	RAP1B
6513	SLC2A1
6654	SOS1
6655	SOS2
673	BRAF
6921	TCEB1
6923	TCEB2
7039	TGFA
7040	TGFB1
7042	TGFB2
7043	TGFB3
7422	VEGFA
7428	VHL
8453	CUL2
8503	PIK3R3
9915	ARNT2
9978	RBX1
998	CDC42
