gid	sym
10154	PLXNC1
1020	CDK5
10298	PAK4
10371	SEMA3A
10500	SEMA6C
10501	SEMA6B
10505	SEMA4F
10507	SEMA4D
10509	SEMA4B
10512	SEMA3C
1072	CFL1
1073	CFL2
137970	UNC5D
151449	GDF7
1630	DCC
1808	DPYSL2
1942	EFNA1
1943	EFNA2
1944	EFNA3
1945	EFNA4
1946	EFNA5
1947	EFNB1
1948	EFNB2
1949	EFNB3
1969	EPHA2
2041	EPHA1
2042	EPHA3
2043	EPHA4
2044	EPHA5
2045	EPHA7
2046	EPHA8
2047	EPHB1
2048	EPHB2
2049	EPHB3
2050	EPHB4
2051	EPHB6
2151	F2RL2
219699	UNC5B
223117	SEMA3D
2242	FES
22854	NTNG1
22885	ABLIM3
23365	ARHGEF12
23380	SRGAP2
23533	PIK3R5
23654	PLXNB2
25	ABL1
2534	FYN
25791	NGEF
27289	RND1
2770	GNAI1
2771	GNAI2
2773	GNAI3
285220	EPHA6
2932	GSK3B
29984	RHOD
3265	HRAS
3611	ILK
3688	ITGB1
3845	KRAS
387	RHOA
3897	L1CAM
3983	ABLIM1
3984	LIMK1
3985	LIMK2
4233	MET
4690	NCK1
4773	NFATC2
4775	NFATC3
4776	NFATC4
4893	NRAS
4917	NTN3
5058	PAK1
5062	PAK2
5063	PAK3
50855	PARD6A
5163	PDK1
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5335	PLCG1
5336	PLCG2
5361	PLXNA1
5362	PLXNA2
5364	PLXNB1
5365	PLXNB3
54361	WNT4
54434	SSH1
54437	SEMA5B
54910	SEMA4C
54961	SSH3
5530	PPP3CA
5532	PPP3CB
5533	PPP3CC
5534	PPP3R1
5535	PPP3R2
55558	PLXNA3
55740	ENAH
5578	PRKCA
5594	MAPK1
5595	MAPK3
56896	DPYSL5
56920	SEMA3G
56924	PAK6
57144	PAK7
5727	PTCH1
5747	PTK2
57522	SRGAP1
57556	SEMA6A
57689	LRRC4C
57715	SEMA4G
5781	PTPN11
5879	RAC1
5880	RAC2
5881	RAC3
5894	RAF1
5921	RASA1
59277	NTN4
5998	RGS3
6091	ROBO1
6092	ROBO2
6093	ROCK1
6237	RRAS
6259	RYK
6387	CXCL12
6405	SEMA3F
64101	LRRC4
64218	SEMA4A
64221	ROBO3
6469	SHH
655	BMP7
658	BMPR1B
6585	SLIT1
6586	SLIT3
659	BMPR2
6608	SMO
6714	SRC
7220	TRPC1
7222	TRPC3
7223	TRPC4
7224	TRPC5
7225	TRPC6
7474	WNT5A
7852	CXCR4
7869	SEMA3B
7976	FZD3
80031	SEMA6D
81029	WNT5B
815	CAMK2A
816	CAMK2B
817	CAMK2D
818	CAMK2G
8440	NCK2
84448	ABLIM2
84552	PARD6G
84612	PARD6B
84628	NTNG2
8482	SEMA7A
8503	PIK3R3
85464	SSH2
8633	UNC5C
8829	NRP1
90249	UNC5A
9037	SEMA5A
91653	BOC
9353	SLIT2
9423	NTN1
9475	ROCK2
9723	SEMA3E
9901	SRGAP3
998	CDC42
