gid	sym
10449	ACAA2
11112	HIBADH
1629	DBT
1738	DLD
18	ABAT
1892	ECHS1
1962	EHHADH
197322	ACSF3
217	ALDH2
219	ALDH1B1
223	ALDH9A1
224	ALDH3A2
259307	IL4I1
26275	HIBCH
27034	ACAD8
30	ACAA1
3028	HSD17B10
3030	HADHA
3032	HADHB
3033	HADH
3155	HMGCL
3157	HMGCS1
3158	HMGCS2
316	AOX1
34	ACADM
35	ACADS
36	ACADSB
3712	IVD
38	ACAT1
39	ACAT2
4329	ALDH6A1
4594	MUT
501	ALDH7A1
5019	OXCT1
5095	PCCA
5096	PCCB
54511	HMGCLL1
549	AUH
56922	MCCC1
586	BCAT1
587	BCAT2
593	BCKDHA
594	BCKDHB
64064	OXCT2
64087	MCCC2
64902	AGXT2
65985	AACS
84693	MCEE
