gid	sym
100506742	CASP12
10452	TOMM40
1432	MAPK14
1616	DAXX
2876	GPX1
2890	GRIA1
2891	GRIA2
2902	GRIN1
2903	GRIN2A
2904	GRIN2B
2905	GRIN2C
2906	GRIN2D
317	APAF1
4217	MAP3K5
4741	NEFM
4744	NEFH
4747	NEFL
4842	NOS1
54205	CYCS
5530	PPP3CA
5532	PPP3CB
5533	PPP3CC
5534	PPP3R1
5535	PPP3R2
5600	MAPK11
5603	MAPK13
5606	MAP2K3
5608	MAP2K6
5630	PRPH
572	BAD
57679	ALS2
581	BAX
5868	RAB5A
5879	RAC1
596	BCL2
598	BCL2L1
6300	MAPK12
637	BID
6506	SLC1A2
6647	SOD1
7124	TNF
7132	TNFRSF1A
7133	TNFRSF1B
7157	TP53
79139	DERL1
834	CASP1
836	CASP3
84134	TOMM40L
842	CASP9
847	CAT
9973	CCS
