gid	sym
10197	PSME3
10213	PSMD14
122706	PSMB11
143471	PSMA8
23198	PSME4
3458	IFNG
51371	POMP
5682	PSMA1
5683	PSMA2
5684	PSMA3
5685	PSMA4
5686	PSMA5
5687	PSMA6
5688	PSMA7
5689	PSMB1
5690	PSMB2
5691	PSMB3
5692	PSMB4
5693	PSMB5
5694	PSMB6
5695	PSMB7
5696	PSMB8
5698	PSMB9
5699	PSMB10
5700	PSMC1
5701	PSMC2
5702	PSMC3
5704	PSMC4
5705	PSMC5
5706	PSMC6
5707	PSMD1
5708	PSMD2
5709	PSMD3
5710	PSMD4
5713	PSMD7
5714	PSMD8
5717	PSMD11
5718	PSMD12
5719	PSMD13
5720	PSME1
5721	PSME2
7979	SHFM1
9491	PSMF1
9861	PSMD6
