gid	sym
100529063	BCL2L2-PABPN1
10189	ALYREF
10250	SRRM1
10284	SAP18
10482	NXF1
10767	HBS1L
10898	CPSF4
10914	PAPOLA
10921	RNPS1
10978	CLP1
11051	NUDT21
11052	CPSF6
124540	MSI2
132430	PABPC4L
140886	PABPC5
1477	CSTF1
1478	CSTF2
1479	CSTF3
2107	ETF1
22794	CASC3
22916	NCBP2
22985	ACIN1
23049	SMG1
23283	CSTF2T
23293	SMG6
23381	SMG5
23708	GSPT2
26019	UPF2
26528	DAZAP1
26986	PABPC1
28227	PPP2R3B
29101	SSU72
29107	NXT1
2935	GSPT1
29894	CPSF1
340529	PABPC1L2A
390748	PABPN1L
4116	MAGOH
4440	MSI1
4686	NCBP1
5042	PABPC3
51585	PCF11
51692	CPSF3
53918	PELO
53981	CPSF2
5411	PNN
5499	PPP1CA
5500	PPP1CB
5501	PPP1CC
55012	PPP2R3C
55110	MAGOHB
5515	PPP2CA
5516	PPP2CB
5518	PPP2R1A
5519	PPP2R1B
5520	PPP2R2A
5521	PPP2R2B
5522	PPP2R2C
5523	PPP2R3A
5525	PPP2R5A
5526	PPP2R5B
5527	PPP2R5C
5528	PPP2R5D
5529	PPP2R5E
55339	WDR33
55844	PPP2R2D
55916	NXT2
55998	NXF5
56000	NXF3
56001	NXF2
56903	PAPOLB
5976	UPF1
645974	PABPC1L2B
64895	PAPOLG
65109	UPF3B
65110	UPF3A
728343	NXF2B
7919	DDX39B
79869	CPSF7
80335	WDR82
80336	PABPC1L
8106	PABPN1
81608	FIP1L1
8189	SYMPK
84305	PYM1
8731	RNMT
8732	RNGTT
8761	PABPC4
9775	EIF4A3
9887	SMG7
9939	RBM8A
