gid	sym
100506658	OCLN
10092	ARPC5
10093	ARPC4
10094	ARPC3
10095	ARPC1B
10109	ARPC2
10376	TUBA1B
10381	TUBB3
10382	TUBB4A
10383	TUBB4B
10552	ARPC1A
10971	YWHAQ
112714	TUBA3E
113457	TUBA3D
1499	CTNNB1
2017	CTTN
203068	TUBB
23643	LY96
25	ABL1
2534	FYN
3059	HCLS1
347688	TUBB8
347733	TUBB2B
3688	ITGB1
387	RHOA
3875	KRT18
4690	NCK1
4691	NCL
51807	TUBA8
5578	PRKCA
60	ACTB
6093	ROCK1
7099	TLR4
71	ACTG1
7100	TLR5
7277	TUBA4A
7278	TUBA3C
7280	TUBB2A
7430	EZR
7454	WAS
7534	YWHAZ
7846	TUBA1A
79861	TUBAL3
81027	TUBB1
81873	ARPC5L
8440	NCK2
84617	TUBB6
84790	TUBA1C
8976	WASL
9076	CLDN1
9181	ARHGEF2
929	CD14
9475	ROCK2
998	CDC42
999	CDH1
