gid	sym
10062	NR1H3
10580	SORBS1
10998	SLC27A5
10999	SLC27A4
11001	SLC27A2
116519	APOA5
123	PLIN2
126129	CPT1C
1374	CPT1A
1375	CPT1B
1376	CPT2
1581	CYP7A1
1582	CYP8B1
1593	CYP27A1
1622	DBI
1962	EHHADH
2167	FABP4
2168	FABP1
2169	FABP2
2170	FABP3
2171	FABP5
2172	FABP6
2173	FABP7
2180	ACSL1
2181	ACSL3
2182	ACSL4
23205	ACSBG1
23305	ACSL6
2710	GK
2712	GK2
28965	SLC27A6
30	ACAA1
3158	HMGCS2
33	ACADL
335	APOA1
336	APOA2
34	ACADM
345	APOC3
3611	ILK
364	AQP7
376497	SLC27A1
4023	LPL
4199	ME1
4312	MMP1
440503	PLIN5
4973	OLR1
51	ACOX1
5105	PCK1
5106	PCK2
51129	ANGPTL4
5170	PDPK1
51703	ACSL5
5346	PLIN1
5360	PLTP
5465	PPARA
5467	PPARD
5468	PPARG
6256	RXRA
6257	RXRB
6258	RXRG
6319	SCD
6342	SCP2
729359	PLIN4
7316	UBC
7350	UCP1
79966	SCD5
81616	ACSBG2
8309	ACOX2
8310	ACOX3
9370	ADIPOQ
9415	FADS2
948	CD36
