gid	sym
10092	ARPC5
10093	ARPC4
10094	ARPC3
10095	ARPC1B
10109	ARPC2
10163	WASF2
102724594	U2AF1L5
10392	NOD1
10459	MAD2L2
10552	ARPC1A
1147	CHUK
1398	CRK
1399	CRKL
1432	MAPK14
1729	DIAPH1
1793	DOCK1
199746	U2AF1L4
2017	CTTN
23291	FBXW11
25	ABL1
3059	HCLS1
345456	PFN3
3551	IKBKB
3576	CXCL8
3678	ITGA5
3688	ITGB1
375189	PFN4
391	RHOG
4790	NFKB1
4792	NFKBIA
4793	NFKBIB
5216	PFN1
5217	PFN2
5594	MAPK1
5595	MAPK3
5599	MAPK8
5600	MAPK11
5601	MAPK9
5602	MAPK10
5603	MAPK13
5879	RAC1
5970	RELA
60	ACTB
6093	ROCK1
6300	MAPK12
63916	ELMO2
64127	NOD2
6714	SRC
71	ACTG1
7307	U2AF1
7322	UBE2D2
7414	VCL
7454	WAS
79767	ELMO3
81873	ARPC5L
8517	IKBKG
8767	RIPK2
8936	WASF1
8945	BTRC
8976	WASL
9474	ATG5
9475	ROCK2
960	CD44
9844	ELMO1
998	CDC42
