gid	sym
10683	DLL3
11317	RBPJL
113878	DTX2
1387	CREBBP
1487	CTBP1
1488	CTBP2
151636	DTX3L
171558	PTCRA
182	JAG1
1840	DTX1
1855	DVL1
1856	DVL2
1857	DVL3
196403	DTX3
2033	EP300
22938	SNW1
23220	DTX4
23385	NCSTN
2648	KAT2A
28514	DLL1
3065	HDAC1
3066	HDAC2
3280	HES1
3516	RBPJ
3714	JAG2
388585	HES5
3955	LFNG
4242	MFNG
4851	NOTCH1
4853	NOTCH2
4854	NOTCH3
4855	NOTCH4
51107	APH1A
54567	DLL4
55534	MAML3
55851	PSENEN
5663	PSEN1
5664	PSEN2
5986	RFNG
6868	ADAM17
83464	APH1B
84441	MAML2
8650	NUMB
8850	KAT2B
9253	NUMBL
9541	CIR1
9612	NCOR2
9794	MAML1
