gid	sym
10000	AKT3
1019	CDK4
1026	CDKN1A
1029	CDKN2A
10297	APC2
1030	CDKN2B
1031	CDKN2C
10393	ANAPC10
10524	KAT5
107	ADCY1
10714	POLD3
10744	PTTG2
108	ADCY2
109	ADCY3
111	ADCY5
1111	CHEK1
112	ADCY6
11200	CHEK2
11211	FZD10
113	ADCY7
114	ADCY8
1147	CHUK
115	ADCY9
115650	TNFRSF13C
1385	CREB1
1386	ATF2
1387	CREBBP
1390	CREM
1437	CSF2
1499	CTNNB1
1739	DLG1
1855	DVL1
1856	DVL2
1857	DVL3
1869	E2F1
1870	E2F2
1871	E2F3
1958	EGR1
1959	EGR2
196883	ADCY4
200186	CRTC2
2002	ELK1
2005	ELK4
2033	EP300
207	AKT1
208	AKT2
2113	ETS1
2114	ETS2
2224	FDPS
22800	RRAS2
22808	MRAS
23373	CRTC1
2353	FOS
23533	PIK3R5
246184	CDC26
2535	FZD2
2648	KAT2A
2874	GPS2
291	SLC25A4
292	SLC25A5
293	SLC25A6
2932	GSK3B
29882	ANAPC2
29945	ANAPC4
3105	HLA-A
3106	HLA-B
3107	HLA-C
3108	HLA-DMA
3109	HLA-DMB
3111	HLA-DOA
3112	HLA-DOB
3113	HLA-DPA1
3115	HLA-DPB1
3117	HLA-DQA1
3118	HLA-DQA2
3119	HLA-DQB1
3122	HLA-DRA
3123	HLA-DRB1
3125	HLA-DRB3
3126	HLA-DRB4
3127	HLA-DRB5
3133	HLA-E
3134	HLA-F
3135	HLA-G
324	APC
3265	HRAS
331	XIAP
3383	ICAM1
3551	IKBKB
3554	IL1R1
3558	IL2
3559	IL2RA
3560	IL2RB
3561	IL2RG
3569	IL6
3600	IL15
3601	IL15RA
3683	ITGAL
3689	ITGB2
3716	JAK1
3718	JAK3
3725	JUN
3845	KRAS
387332	TBPL2
3932	LCK
4049	LTA
4055	LTBR
4085	MAD2L1
4087	SMAD2
4088	SMAD3
4089	SMAD4
4214	MAP3K1
4215	MAP3K3
4487	MSX1
4488	MSX2
4602	MYB
4603	MYBL1
4605	MYBL2
4609	MYC
466	ATF1
467	ATF3
468	ATF4
472	ATM
4772	NFATC1
4773	NFATC2
4775	NFATC3
4776	NFATC4
4790	NFKB1
4791	NFKB2
4792	NFKBIA
4801	NFYB
4893	NRAS
5111	PCNA
51384	WNT16
51433	ANAPC5
51434	ANAPC7
51529	ANAPC11
5154	PDGFA
5155	PDGFB
5156	PDGFRA
5159	PDGFRB
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
54107	POLE3
5423	POLB
5424	POLD1
5425	POLD2
5426	POLE
5427	POLE2
54361	WNT4
545	ATR
5530	PPP3CA
5532	PPP3CB
5533	PPP3CC
5534	PPP3R1
5535	PPP3R2
5566	PRKACA
5567	PRKACB
5568	PRKACG
55697	VAC14
5599	MAPK8
56655	POLE4
57804	POLD4
581	BAX
5901	RAN
5902	RANBP1
5925	RB1
595	CCND1
5970	RELA
5971	RELB
598	BCL2L1
6237	RRAS
6416	MAP2K4
64682	ANAPC1
64784	CRTC3
6513	SLC2A1
6688	SPI1
6722	SRF
6776	STAT5A
6777	STAT5B
6908	TBP
6929	TCF3
701	BUB1B
7015	TERT
7040	TGFB1
7042	TGFB2
7043	TGFB3
7046	TGFBR1
7048	TGFBR2
706	TSPO
7094	TLN1
7124	TNF
7132	TNFRSF1A
7157	TP53
7412	VCAM1
7416	VDAC1
7417	VDAC2
7419	VDAC3
7471	WNT1
7472	WNT2
7473	WNT3
7474	WNT5A
7475	WNT6
7476	WNT7A
7477	WNT7B
7478	WNT8A
7479	WNT8B
7480	WNT10B
7481	WNT11
7482	WNT2B
7483	WNT9A
7484	WNT9B
7494	XBP1
7514	XPO1
7538	ZFP36
7850	IL1R2
7855	FZD5
7976	FZD3
80326	WNT10A
8061	FOSL1
81029	WNT5B
811	CALR
821	CANX
8295	TRRAP
8321	FZD1
8322	FZD4
8323	FZD6
8324	FZD7
8325	FZD8
8326	FZD9
83447	SLC25A31
83660	TLN2
8498	RANBP3
8503	PIK3R3
8517	IKBKG
8697	CDC23
8829	NRP1
8850	KAT2B
8881	CDC16
894	CCND2
896	CCND3
89780	WNT3A
9020	MAP3K14
9133	CCNB2
915	CD3D
916	CD3E
917	CD3G
9184	BUB3
9232	PTTG1
94241	TP53INP1
9519	TBPL1
958	CD40
991	CDC20
996	CDC27
