gid	sym
10423	CDIPT
113026	PLCD3
138429	PIP5KL1
200576	PIKFYVE
23007	PLCH1
23236	PLCB1
23396	PIP5K1C
253430	IPMK
27124	INPP5J
3612	IMPA1
3613	IMPA2
3628	INPP1
3631	INPP4A
3632	INPP5A
3633	INPP5B
3635	INPP5D
3636	INPPL1
3705	ITPK1
3706	ITPKA
3707	ITPKB
4329	ALDH6A1
4534	MTM1
4952	OCRL
51196	PLCE1
51477	ISYNA1
51763	INPP5K
5286	PIK3C2A
5287	PIK3C2B
5288	PIK3C2G
5289	PIK3C3
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5297	PI4KA
5298	PI4KB
5305	PIP4K2A
5330	PLCB2
5331	PLCB3
5332	PLCB4
5333	PLCD1
5335	PLCG1
5336	PLCG2
54928	IMPAD1
55300	PI4K2B
55361	PI4K2A
55586	MIOX
55613	MTMR8
5728	PTEN
64419	MTMR14
64768	IPPK
7167	TPI1
79837	PIP4K2C
80271	ITPKC
8394	PIP5K1A
8395	PIP5K1B
8396	PIP4K2B
84812	PLCD4
8776	MTMR1
8821	INPP4B
8897	MTMR3
8898	MTMR2
89869	PLCZ1
9107	MTMR6
9108	MTMR7
9110	MTMR4
9562	MINPP1
9651	PLCH2
