gid	sym
10005	ACOT8
10455	ECI2
10478	SLC25A17
10654	PMVK
10901	DHRS4
11001	SLC27A2
11264	PXMP4
1384	CRAT
1610	DAO
189	AGXT
1891	ECH1
1962	EHHADH
196743	PAOX
2053	EPHX2
215	ABCD1
2180	ACSL1
2181	ACSL3
2182	ACSL4
225	ABCD2
23305	ACSL6
23417	MLYCD
23600	AMACR
255027	MPV17L
25824	PRDX5
26061	HACL1
26063	DECR2
283927	NUDT7
30	ACAA1
3155	HMGCL
3295	HSD17B4
3417	IDH1
3418	IDH2
373156	GSTK1
390916	NUDT19
4358	MPV17
4598	MVK
4843	NOS2
5052	PRDX1
51	ACOX1
51179	HAO2
51268	PIPOX
51555	PEX5L
51703	ACSL5
5189	PEX1
5190	PEX6
5191	PEX7
5192	PEX10
5193	PEX12
5194	PEX13
5195	PEX14
5264	PHYH
54363	HAO1
54511	HMGCLL1
54677	CROT
55670	PEX26
55711	FAR2
55825	PECR
570	BAAT
5824	PEX19
5825	ABCD3
5826	ABCD4
5827	PXMP2
5828	PEX2
5830	PEX5
6342	SCP2
6647	SOD1
6648	SOD2
728635	DHRS4L1
7498	XDH
8309	ACOX2
8310	ACOX3
83594	NUDT12
84188	FAR1
8443	GNPAT
847	CAT
84769	MPV17L2
8504	PEX3
8528	DDO
8540	AGPS
8799	PEX11B
8800	PEX11A
92960	PEX11G
9409	PEX16
