gid	sym
10000	AKT3
1956	EGFR
2064	ERBB2
207	AKT1
208	AKT2
2260	FGFR1
2261	FGFR3
2263	FGFR2
2322	FLT3
23410	SIRT3
23533	PIK3R5
2475	MTOR
2539	G6PD
2645	GCK
27165	GLS2
2744	GLS
3091	HIF1A
3098	HK1
3099	HK2
3101	HK3
3265	HRAS
3417	IDH1
3815	KIT
3845	KRAS
3939	LDHA
4233	MET
441531	PGAM4
4609	MYC
4893	NRAS
4914	NTRK1
4916	NTRK3
51548	SIRT6
5156	PDGFRA
5159	PDGFRB
5160	PDHA1
5161	PDHA2
5162	PDHB
5163	PDK1
5211	PFKL
5213	PFKM
5214	PFKP
5223	PGAM1
5224	PGAM2
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5315	PKM
5594	MAPK1
5595	MAPK3
5604	MAP2K1
5605	MAP2K2
57103	TIGAR
5728	PTEN
5894	RAF1
5979	RET
6510	SLC1A5
6513	SLC2A1
6514	SLC2A2
7157	TP53
80201	HKDC1
8140	SLC7A5
8503	PIK3R3
9123	SLC16A3
9997	SCO2
