gid	sym
10163	WASF2
10458	BAIAP2
10580	SORBS1
10810	WASF3
117178	SSX2IP
1387	CREBBP
1457	CSNK2A1
1459	CSNK2A2
1460	CSNK2B
1495	CTNNA1
1496	CTNNA2
1499	CTNNB1
1500	CTNND1
1956	EGFR
2033	EP300
2064	ERBB2
2241	FER
2260	FGFR1
2534	FYN
25945	NECTIN3
283106	CSNK2A3
29119	CTNNA3
3480	IGF1R
3643	INSR
387	RHOA
4008	LMO7
4087	SMAD2
4088	SMAD3
4089	SMAD4
4233	MET
4301	MLLT4
51176	LEF1
51701	NLK
52	ACP1
5594	MAPK1
5595	MAPK3
56288	PARD3
5770	PTPN1
5777	PTPN6
5787	PTPRB
5792	PTPRF
5795	PTPRJ
5797	PTPRM
5818	NECTIN1
5819	NECTIN2
5879	RAC1
5880	RAC2
5881	RAC3
60	ACTB
6591	SNAI2
6615	SNAI1
6714	SRC
6885	MAP3K7
6932	TCF7
6934	TCF7L2
7046	TGFBR1
7048	TGFBR2
7082	TJP1
71	ACTG1
7414	VCL
7454	WAS
7525	YES1
81	ACTN4
81607	NECTIN4
83439	TCF7L1
87	ACTN1
88	ACTN2
8826	IQGAP1
89	ACTN3
8936	WASF1
8976	WASL
9855	FARP2
998	CDC42
999	CDH1
