gid	sym
10000	AKT3
100529063	BCL2L2-PABPN1
103	ADAR
10379	IRF9
10482	NXF1
10625	IVNS1ABP
10898	CPSF4
11100	HNRNPUL1
114548	NLRP3
1386	ATF2
1387	CREBBP
1432	MAPK14
148022	TICAM1
1965	EIF2S1
2033	EP300
207	AKT1
208	AKT2
2224	FDPS
23533	PIK3R5
23586	DDX58
27102	EIF2AK1
29107	NXT1
29108	PYCARD
29110	TBK1
293	SLC25A6
2932	GSK3B
3108	HLA-DMA
3109	HLA-DMB
3111	HLA-DOA
3112	HLA-DOB
3113	HLA-DPA1
3115	HLA-DPB1
3117	HLA-DQA1
3118	HLA-DQA2
3119	HLA-DQB1
3122	HLA-DRA
3123	HLA-DRB1
3125	HLA-DRB3
3126	HLA-DRB4
3127	HLA-DRB5
3267	AGFG1
3303	HSPA1A
3304	HSPA1B
3305	HSPA1L
3306	HSPA2
3310	HSPA6
3312	HSPA8
3337	DNAJB1
3383	ICAM1
3439	IFNA1
3440	IFNA2
3441	IFNA4
3442	IFNA5
3443	IFNA6
3444	IFNA7
3445	IFNA8
3446	IFNA10
3447	IFNA13
3448	IFNA14
3449	IFNA16
3451	IFNA17
3452	IFNA21
3454	IFNAR1
3455	IFNAR2
3456	IFNB1
3458	IFNG
3459	IFNGR1
3460	IFNGR2
355	FAS
3551	IKBKB
3552	IL1A
3553	IL1B
356	FASLG
3569	IL6
3576	CXCL8
3592	IL12A
3593	IL12B
3606	IL18
3627	CXCL10
3661	IRF3
3665	IRF7
3716	JAK1
3717	JAK2
3725	JUN
3836	KPNA1
3838	KPNA2
390748	PABPN1L
4261	CIITA
440275	EIF2AK4
4599	MX1
4615	MYD88
4790	NFKB1
4792	NFKBIA
4793	NFKBIB
4928	NUP98
4938	OAS1
4939	OAS2
4940	OAS3
5045	FURIN
51135	IRAK4
51284	TLR7
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5340	PLG
5371	PML
54205	CYCS
5578	PRKCA
5579	PRKCB
55916	NXT2
5594	MAPK1
5595	MAPK3
5599	MAPK8
55998	NXF5
5600	MAPK11
56000	NXF3
56001	NXF2
5601	MAPK9
5602	MAPK10
5603	MAPK13
5604	MAP2K1
5605	MAP2K2
5606	MAP2K3
5608	MAP2K6
5609	MAP2K7
5610	EIF2AK2
5611	DNAJC3
5644	PRSS1
5645	PRSS2
5646	PRSS3
56649	TMPRSS4
57506	MAVS
5894	RAF1
5970	RELA
60	ACTB
6041	RNASEL
6300	MAPK12
6347	CCL2
6352	CCL5
64135	IFIH1
6416	MAP2K4
6772	STAT1
6773	STAT2
7098	TLR3
7099	TLR4
71	ACTG1
7113	TMPRSS2
7124	TNF
7132	TNFRSF1A
728343	NXF2B
7297	TYK2
7416	VDAC1
7514	XPO1
7706	TRIM25
7919	DDX39B
79671	NLRX1
8106	PABPN1
834	CASP1
84000	TMPRSS13
842	CASP9
8480	RAE1
8503	PIK3R3
8743	TNFSF10
8793	TNFRSF10D
8794	TNFRSF10C
8795	TNFRSF10B
8797	TNFRSF10A
9021	SOCS3
90865	IL33
91543	RSAD2
9451	EIF2AK3
9641	IKBKE
