gid	sym
102723407	LOC102723407
10747	MASP2
1675	CFD
1828	DSG1
2204	FCAR
2209	FCGR1A
2212	FCGR2A
2213	FCGR2B
2214	FCGR3A
2215	FCGR3B
2266	FGG
2357	FPR1
2358	FPR2
2359	FPR3
3075	CFH
3108	HLA-DMA
3109	HLA-DMB
3111	HLA-DOA
3112	HLA-DOB
3113	HLA-DPA1
3115	HLA-DPB1
3117	HLA-DQA1
3118	HLA-DQA2
3119	HLA-DQB1
3122	HLA-DRA
3123	HLA-DRB1
3125	HLA-DRB3
3126	HLA-DRB4
3127	HLA-DRB5
3383	ICAM1
3426	CFI
3586	IL10
3683	ITGAL
3684	ITGAM
3689	ITGB2
3858	KRT10
4153	MBL2
5340	PLG
5648	MASP1
5724	PTAFR
629	CFB
6403	SELP
6404	SELPLG
712	C1QA
713	C1QB
714	C1QC
715	C1R
716	C1S
717	C2
718	C3
719	C3AR1
720	C4A
721	C4B
727	C5
728	C5AR1
9103	FCGR2C
