gid	sym
102800317	LOC400927-CSNK1E
11127	KIF3A
122011	CSNK1A1L
132884	EVC2
1452	CSNK1A1
1453	CSNK1D
1454	CSNK1E
1455	CSNK1G2
1456	CSNK1G3
156	GRK2
157	GRK3
2121	EVC
23291	FBXW11
23432	GPR161
2619	GAS1
2735	GLI1
2736	GLI2
2737	GLI3
2932	GSK3B
339745	SPOPL
3549	IHH
374654	KIF7
4036	LRP2
408	ARRB1
409	ARRB2
50846	DHH
50937	CDON
51684	SUFU
53944	CSNK1G1
5566	PRKACA
5567	PRKACB
5568	PRKACG
57154	SMURF1
5727	PTCH1
595	CCND1
596	BCL2
64399	HHIP
6469	SHH
64750	SMURF2
6608	SMO
8405	SPOP
8452	CUL3
8454	CUL1
8643	PTCH2
894	CCND2
8945	BTRC
91653	BOC
