gid	sym
10344	CCL26
10563	CXCL13
10663	CXCR6
10673	TNFSF13B
10803	CCR9
10850	CCL27
10913	EDAR
11009	IL24
115650	TNFRSF13C
116379	IL22RA2
1230	CCR1
1232	CCR3
1233	CCR4
1234	CCR5
1235	CCR6
1236	CCR7
1237	CCR8
1270	CNTF
1271	CNTFR
1435	CSF1
1436	CSF1R
1437	CSF2
1438	CSF2RA
1439	CSF2RB
1440	CSF3
1441	CSF3R
1489	CTF1
149233	IL23R
1524	CX3CR1
163702	IFNLR1
1896	EDA
1950	EGF
1956	EGFR
2056	EPO
2057	EPOR
2277	FIGF
2321	FLT1
2322	FLT3
2323	FLT3LG
2324	FLT4
23495	TNFRSF13B
23529	CLCF1
23765	IL17RA
268	AMH
2688	GH1
2689	GH2
269	AMHR2
2690	GHR
27190	IL17B
27242	TNFRSF21
2826	CCR10
282616	IFNL2
282617	IFNL3
282618	IFNL1
2829	XCR1
2833	CXCR3
2919	CXCL1
2920	CXCL2
2921	CXCL3
29949	IL19
3082	HGF
338376	IFNE
3439	IFNA1
3440	IFNA2
3441	IFNA4
3442	IFNA5
3443	IFNA6
3444	IFNA7
3445	IFNA8
3446	IFNA10
3447	IFNA13
3448	IFNA14
3449	IFNA16
3451	IFNA17
3452	IFNA21
3454	IFNAR1
3455	IFNAR2
3456	IFNB1
3458	IFNG
3459	IFNGR1
3460	IFNGR2
3467	IFNW1
355	FAS
3552	IL1A
3553	IL1B
3554	IL1R1
3556	IL1RAP
3558	IL2
3559	IL2RA
356	FASLG
3560	IL2RB
3561	IL2RG
3562	IL3
3563	IL3RA
3565	IL4
3566	IL4R
3567	IL5
3568	IL5RA
3569	IL6
3570	IL6R
3572	IL6ST
3574	IL7
3575	IL7R
3576	CXCL8
3577	CXCR1
3578	IL9
3579	CXCR2
3581	IL9R
3586	IL10
3587	IL10RA
3588	IL10RB
3589	IL11
3590	IL11RA
3592	IL12A
3593	IL12B
3594	IL12RB1
3595	IL12RB2
3596	IL13
3597	IL13RA1
3600	IL15
3601	IL15RA
3604	TNFRSF9
3605	IL17A
3606	IL18
3624	INHBA
3625	INHBB
3626	INHBC
3627	CXCL10
3791	KDR
3815	KIT
388372	CCL4L1
3952	LEP
3953	LEPR
3976	LIF
3977	LIFR
4049	LTA
4050	LTB
4055	LTBR
414062	CCL3L3
4233	MET
4254	KITLG
4283	CXCL9
4352	MPL
4804	NGFR
4982	TNFRSF11B
5008	OSM
50604	IL20
50615	IL21R
50616	IL22
51330	TNFRSF12A
5154	PDGFA
5155	PDGFB
5156	PDGFRA
51561	IL23A
5159	PDGFRB
5196	PF4
5197	PF4V1
53832	IL20RA
53833	IL20RB
5473	PPBP
55504	TNFRSF19
55540	IL17RB
55801	IL26
56034	PDGFC
5617	PRL
5618	PRLR
56477	CCL28
56832	IFNK
57007	ACKR3
58191	CXCL16
58985	IL22RA1
59067	IL21
60401	EDA2R
608	TNFRSF17
6346	CCL1
6347	CCL2
6348	CCL3
6349	CCL3L1
6351	CCL4
6352	CCL5
6354	CCL7
6355	CCL8
6356	CCL11
6357	CCL13
6358	CCL14
6359	CCL15
6360	CCL16
6361	CCL17
6362	CCL18
6363	CCL19
6364	CCL20
6366	CCL21
6367	CCL22
6368	CCL23
6369	CCL24
6370	CCL25
6372	CXCL6
6373	CXCL11
6374	CXCL5
6375	XCL1
6376	CX3CL1
6387	CXCL12
64109	CRLF2
643	CXCR5
64806	IL25
650	BMP2
655	BMP7
657	BMPR1A
658	BMPR1B
659	BMPR2
6846	XCL2
7040	TGFB1
7042	TGFB2
7043	TGFB3
7046	TGFBR1
7048	TGFBR2
7066	THPO
7124	TNF
7132	TNFRSF1A
7133	TNFRSF1B
7292	TNFSF4
729230	CCR2
7293	TNFRSF4
7422	VEGFA
7423	VEGFB
7424	VEGFC
7850	IL1R2
7852	CXCR4
80301	PLEKHO2
8200	GDF5
83729	INHBE
84957	RELT
85480	TSLP
8600	TNFSF11
8718	TNFRSF25
8740	TNFSF14
8741	TNFSF13
8742	TNFSF12
8743	TNFSF10
8744	TNFSF9
8764	TNFRSF14
8771	TNFRSF6B
8784	TNFRSF18
8792	TNFRSF11A
8793	TNFRSF10D
8794	TNFRSF10C
8795	TNFRSF10B
8797	TNFRSF10A
8807	IL18RAP
8809	IL18R1
8995	TNFSF18
90	ACVR1
91	ACVR1B
9180	OSMR
92	ACVR2A
93	ACVR2B
939	CD27
943	TNFRSF8
944	TNFSF8
9547	CXCL14
9560	CCL4L2
958	CD40
959	CD40LG
970	CD70
9966	TNFSF15
