gid	sym
10392	NOD1
1072	CFL1
1073	CFL2
114548	NLRP3
114609	TIRAP
1432	MAPK14
148022	TICAM1
163688	CALML6
2353	FOS
23643	LY96
2770	GNAI1
2771	GNAI2
2773	GNAI3
29108	PYCARD
3394	IRF8
353376	TICAM2
3552	IL1A
3553	IL1B
3569	IL6
3576	CXCL8
3586	IL10
3592	IL12A
3593	IL12B
3654	IRAK1
3659	IRF1
3661	IRF3
3678	ITGA5
3684	ITGAM
3688	ITGB1
3689	ITGB2
3725	JUN
387	RHOA
4615	MYD88
4790	NFKB1
4843	NOS2
51135	IRAK4
51561	IL23A
51806	CALML5
5594	MAPK1
5595	MAPK3
5599	MAPK8
5600	MAPK11
5601	MAPK9
5602	MAPK10
5603	MAPK13
5970	RELA
6300	MAPK12
6372	CXCL6
6374	CXCL5
653509	SFTPA1
7099	TLR4
710	SERPING1
712	C1QA
7124	TNF
713	C1QB
714	C1QC
715	C1R
716	C1S
717	C2
718	C3
7189	TRAF6
720	C4A
721	C4B
722	C4BPA
725	C4BPB
727	C5
729238	SFTPA2
801	CALM1
805	CALM2
808	CALM3
810	CALML3
834	CASP1
836	CASP3
840	CASP7
929	CD14
