gid	sym
101060521	LOC101060521
103	ADAR
10621	POLR3F
10622	POLR3G
10623	POLR3C
11035	RIPK3
11128	POLR3A
11277	TREX1
1147	CHUK
115004	MB21D1
171568	POLR3H
23586	DDX58
29108	PYCARD
29110	TBK1
340061	TMEM173
3439	IFNA1
3440	IFNA2
3441	IFNA4
3442	IFNA5
3443	IFNA6
3444	IFNA7
3445	IFNA8
3446	IFNA10
3447	IFNA13
3448	IFNA14
3449	IFNA16
3451	IFNA17
3452	IFNA21
3456	IFNB1
3551	IKBKB
3553	IL1B
3569	IL6
3606	IL18
3627	CXCL10
3661	IRF3
3665	IRF7
388372	CCL4L1
4790	NFKB1
4792	NFKBIA
4793	NFKBIB
51082	POLR1D
51728	POLR3K
5434	POLR2E
5435	POLR2F
5437	POLR2H
5440	POLR2K
5441	POLR2L
55703	POLR3B
55718	POLR3E
57506	MAVS
5970	RELA
6351	CCL4
6352	CCL5
661	POLR3D
81030	ZBP1
834	CASP1
84265	POLR3GL
8517	IKBKG
8737	RIPK1
90865	IL33
9447	AIM2
9533	POLR1C
9560	CCL4L2
9641	IKBKE
