gid	sym
10195	ALG3
10905	MAN1A2
11253	MAN1B1
11282	MGAT4B
11320	MGAT4A
144245	ALG10B
146664	MGAT5B
152586	MGAT4D
1603	DAD1
1650	DDOST
1798	DPAGT1
199857	ALG14
201595	STT3B
22845	DOLK
23193	GANAB
2530	FUT8
25834	MGAT4C
2683	B4GALT1
29880	ALG5
29929	ALG6
3703	STT3A
4121	MAN1A1
4122	MAN2A2
4124	MAN2A1
4245	MGAT1
4247	MGAT2
4248	MGAT3
4249	MGAT5
440138	ALG11
54344	DPM3
56052	ALG1
57134	MAN1C1
57171	DOLPP1
6184	RPN1
6185	RPN2
6480	ST6GAL1
7841	MOGS
79053	ALG8
79087	ALG12
79796	ALG9
79868	ALG13
7991	TUSC3
84620	ST6GAL2
84920	ALG10
85365	ALG2
8703	B4GALT3
8704	B4GALT2
8813	DPM1
8818	DPM2
