gid	sym
100529097	RPL36A-HNRNPH2
100529239	RPS10-NUDT3
101929876	LOC101929876
102724828	LOC102724828
10573	MRPL28
11222	MRPL3
11224	RPL35
124995	MRPL10
140032	RPS4Y2
140801	RPL10L
200916	RPL22L1
2197	FAU
219927	MRPL21
23521	RPL13A
25873	RPL36
28998	MRPL13
29074	MRPL18
29088	MRPL15
29093	MRPL22
3921	RPSA
4549	RNR1
4550	RNR2
4736	RPL10A
51021	MRPS16
51023	MRPS18C
51065	RPS27L
51069	MRPL2
51073	MRPL4
51081	MRPS7
51116	MRPS2
51121	RPL26L1
51187	RSL24D1
51263	MRPL30
51264	MRPL27
51318	MRPL35
51373	MRPS17
54460	MRPS21
54948	MRPL16
55052	MRPL20
55168	MRPS18A
55173	MRPS10
6122	RPL3
6123	RPL3L
6124	RPL4
6125	RPL5
6128	RPL6
6129	RPL7
6130	RPL7A
6132	RPL8
6133	RPL9
6134	RPL10
6135	RPL11
6136	RPL12
6137	RPL13
6138	RPL15
6139	RPL17
6141	RPL18
6142	RPL18A
6143	RPL19
6144	RPL21
6146	RPL22
6147	RPL23A
6150	MRPL23
6152	RPL24
6154	RPL26
6155	RPL27
6156	RPL30
6157	RPL27A
6158	RPL28
6159	RPL29
6160	RPL31
6161	RPL32
6164	RPL34
6165	RPL35A
6166	RPL36AL
6167	RPL37
6168	RPL37A
6169	RPL38
6170	RPL39
6171	RPL41
6173	RPL36A
6175	RPLP0
6176	RPLP1
6181	RPLP2
6182	MRPL12
6183	MRPS12
6187	RPS2
6188	RPS3
6189	RPS3A
6191	RPS4X
6192	RPS4Y1
6193	RPS5
6194	RPS6
6201	RPS7
6202	RPS8
6203	RPS9
6204	RPS10
6205	RPS11
6206	RPS12
6207	RPS13
6208	RPS14
6209	RPS15
6210	RPS15A
6217	RPS16
6218	RPS17
6222	RPS18
6223	RPS19
6224	RPS20
6227	RPS21
6228	RPS23
6229	RPS24
6230	RPS25
6231	RPS26
6232	RPS27
6233	RPS27A
6234	RPS28
6235	RPS29
63875	MRPL17
63931	MRPS14
64928	MRPL14
64960	MRPS15
64963	MRPS11
64965	MRPS9
64968	MRPS6
64969	MRPS5
64979	MRPL36
64981	MRPL34
64983	MRPL32
65003	MRPL11
65005	MRPL9
65008	MRPL1
7311	UBA52
79590	MRPL24
9045	RPL14
9349	RPL23
9553	MRPL33
9801	MRPL19
