gid	sym
100533467	BIVM-ERCC5
1022	CDK7
1069	CETN2
10714	POLD3
1161	ERCC8
1642	DDB1
1643	DDB2
2067	ERCC1
2068	ERCC2
2071	ERCC3
2072	ERCC4
2073	ERCC5
2074	ERCC6
2965	GTF2H1
2966	GTF2H2
2967	GTF2H3
2968	GTF2H4
29935	RPA4
3978	LIG1
404672	GTF2H5
4331	MNAT1
5111	PCNA
54107	POLE3
5424	POLD1
5425	POLD2
5426	POLE
5427	POLE2
56655	POLE4
57804	POLD4
5886	RAD23A
5887	RAD23B
5981	RFC1
5982	RFC2
5983	RFC3
5984	RFC4
5985	RFC5
6117	RPA1
6118	RPA2
6119	RPA3
728340	GTF2H2C
730394	GTF2H2C_2
7507	XPA
7508	XPC
8450	CUL4B
8451	CUL4A
902	CCNH
9978	RBX1
