gid	sym
10105	PPIF
102723407	LOC102723407
107	ADCY1
108	ADCY2
10800	CYSLTR1
109	ADCY3
1128	CHRM1
1129	CHRM2
113	ADCY7
113026	PLCD3
1131	CHRM3
1133	CHRM5
1139	CHRNA7
114	ADCY8
115	ADCY9
135	ADORA2A
136	ADORA2B
146	ADRA1D
147	ADRA1B
148	ADRA1A
153	ADRB1
154	ADRB2
155	ADRB3
163688	CALML6
1812	DRD1
1816	DRD5
185	AGTR1
1909	EDNRA
1910	EDNRB
1956	EGFR
196883	ADCY4
2064	ERBB2
2065	ERBB3
2066	ERBB4
2149	F2R
2185	PTK2B
22953	P2RX2
23236	PLCB1
2767	GNA11
2769	GNA15
2774	GNAL
2776	GNAQ
2778	GNAS
2902	GRIN1
2903	GRIN2A
2905	GRIN2C
2906	GRIN2D
291	SLC25A4
2911	GRM1
2915	GRM5
292	SLC25A5
2925	GRPR
293	SLC25A6
3269	HRH1
3274	HRH2
3356	HTR2A
3357	HTR2B
3358	HTR2C
3360	HTR4
3361	HTR5A
3362	HTR6
3363	HTR7
340156	MYLK4
3706	ITPKA
3707	ITPKB
3708	ITPR1
3709	ITPR2
3710	ITPR3
3973	LHCGR
4638	MYLK
4842	NOS1
4843	NOS2
4846	NOS3
487	ATP2A1
488	ATP2A2
489	ATP2A3
490	ATP2B1
491	ATP2B2
492	ATP2B3
4923	NTSR1
493	ATP2B4
5021	OXTR
5023	P2RX1
5024	P2RX3
5025	P2RX4
5026	P2RX5
5027	P2RX7
51196	PLCE1
5136	PDE1A
5137	PDE1C
5153	PDE1B
5156	PDGFRA
5159	PDGFRB
51806	CALML5
5255	PHKA1
5256	PHKA2
5257	PHKB
5260	PHKG1
5261	PHKG2
5330	PLCB2
5331	PLCB3
5332	PLCB4
5333	PLCD1
5335	PLCG1
5336	PLCG2
5350	PLN
552	AVPR1A
553	AVPR1B
5530	PPP3CA
5532	PPP3CB
5533	PPP3CC
5534	PPP3R1
5535	PPP3R2
5566	PRKACA
5567	PRKACB
5568	PRKACG
5578	PRKCA
5579	PRKCB
5582	PRKCG
56413	LTB4R2
56848	SPHK2
57105	CYSLTR2
5724	PTAFR
5731	PTGER1
5733	PTGER3
5737	PTGFR
57620	STIM2
623	BDKRB1
624	BDKRB2
6261	RYR1
6262	RYR2
6263	RYR3
6543	SLC8A2
6546	SLC8A1
6547	SLC8A3
6786	STIM1
6865	TACR2
6869	TACR1
6870	TACR3
6915	TBXA2R
7125	TNNC2
7134	TNNC1
7201	TRHR
7416	VDAC1
7417	VDAC2
7419	VDAC3
773	CACNA1A
774	CACNA1B
775	CACNA1C
776	CACNA1D
777	CACNA1E
778	CACNA1F
779	CACNA1S
801	CALM1
80228	ORAI2
80271	ITPKC
805	CALM2
808	CALM3
810	CALML3
814	CAMK4
815	CAMK2A
816	CAMK2B
817	CAMK2D
818	CAMK2G
83447	SLC25A31
84812	PLCD4
84876	ORAI1
85366	MYLK2
886	CCKAR
887	CCKBR
8877	SPHK1
8911	CACNA1I
8912	CACNA1H
8913	CACNA1G
89869	PLCZ1
9127	P2RX6
91807	MYLK3
93129	ORAI3
952	CD38
9630	GNA14
