gid	sym
10327	AKR1A1
10554	AGPAT1
10555	AGPAT2
1056	CEL
11343	MGLL
116255	MOGAT1
119548	PNLIPRP3
129642	MBOAT2
132158	GLYCTK
137964	GPAT4
139189	DGKK
150763	GPAT2
154141	MBOAT1
1606	DGKA
1607	DGKB
1608	DGKG
160851	DGKH
1609	DGKQ
217	ALDH2
219	ALDH1B1
223	ALDH9A1
224	ALDH3A2
231	AKR1B1
23175	LPIN1
253558	LCLAT1
26007	TKFC
2710	GK
2712	GK2
2717	GLA
346606	MOGAT3
3990	LIPC
4023	LPL
501	ALDH7A1
5406	PNLIP
5407	PNLIPRP1
5408	PNLIPRP2
55326	AGPAT5
55750	AGK
56894	AGPAT3
56895	AGPAT4
57016	AKR1B10
57104	PNPLA2
57678	GPAM
64900	LPIN3
80168	MOGAT2
80339	PNPLA3
84649	DGAT2
84803	GPAT3
8513	LIPF
8525	DGKZ
8526	DGKE
8527	DGKD
8611	PLPP1
8612	PLPP2
8613	PLPP3
8694	DGAT1
9162	DGKI
9388	LIPG
9663	LPIN2
