gid	sym
10000	AKT3
100137049	PLA2G4B
10125	RASGRP1
10235	RASGRP2
103910	MYL12B
10627	MYL12A
10672	GNA13
107	ADCY1
108	ADCY2
109	ADCY3
111	ADCY5
112	ADCY6
113	ADCY7
114	ADCY8
115	ADCY9
123745	PLA2G4E
1277	COL1A1
1278	COL1A2
1281	COL3A1
1432	MAPK14
196883	ADCY4
207	AKT1
208	AKT2
2149	F2R
2207	FCER1G
2212	FCGR2A
2243	FGA
2244	FGB
2266	FGG
23236	PLCB1
23365	ARHGEF12
23533	PIK3R5
2534	FYN
255189	PLA2G4F
2770	GNAI1
2771	GNAI2
2773	GNAI3
2776	GNAQ
2778	GNAS
2811	GP1BA
2812	GP1BB
2814	GP5
2815	GP9
283748	PLA2G4D
2909	ARHGAP35
2977	GUCY1A2
2982	GUCY1A3
2983	GUCY1B3
340156	MYLK4
3673	ITGA2
3674	ITGA2B
3688	ITGB1
3690	ITGB3
3708	ITPR1
3709	ITPR2
3710	ITPR3
387	RHOA
3937	LCP2
4067	LYN
4638	MYLK
4659	PPP1R12A
4846	NOS3
5023	P2RX1
5028	P2RY1
51206	GP6
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5321	PLA2G4A
5330	PLCB2
5331	PLCB3
5332	PLCB4
5336	PLCG2
54518	APBB1IP
5499	PPP1CA
5500	PPP1CB
5501	PPP1CC
5566	PRKACA
5567	PRKACB
5568	PRKACG
5584	PRKCI
5590	PRKCZ
5592	PRKG1
5593	PRKG2
5594	MAPK1
5595	MAPK3
5600	MAPK11
5603	MAPK13
5739	PTGIR
5742	PTGS1
5906	RAP1A
5908	RAP1B
60	ACTB
6093	ROCK1
6300	MAPK12
64805	P2RY12
6714	SRC
6786	STIM1
6850	SYK
6915	TBXA2R
6916	TBXAS1
695	BTK
7094	TLN1
71	ACTG1
7408	VASP
7450	VWF
83660	TLN2
83706	FERMT3
84876	ORAI1
8503	PIK3R3
85366	MYLK2
8605	PLA2G4C
8673	VAMP8
8681	JMJD7-PLA2G4B
8773	SNAP23
9002	F2RL3
9138	ARHGEF1
91807	MYLK3
9475	ROCK2
