gid	sym
10140	TOB1
10200	MPHOSPH6
10438	C1D
10766	TOB2
10950	BTG3
11044	PAPD7
11157	LSM6
11340	EXOSC8
115752	DIS3L
118460	EXOSC6
131870	NUDT16
132430	PABPC4L
140886	PABPC5
1656	DDX6
167227	DCP2
170506	DHX36
196513	DCP1B
2023	ENO1
2026	ENO2
2027	ENO3
219988	PATL1
22803	XRN2
22894	DIS3
23016	EXOSC7
23019	CNOT1
23404	EXOSC2
23517	SKIV2L2
23644	EDC4
23658	LSM5
246175	CNOT6L
255967	PAN3
25804	LSM4
25904	CNOT10
26986	PABPC1
27257	LSM1
27258	LSM3
28960	DCPS
29883	CNOT7
3313	HSPA9
3329	HSPD1
340529	PABPC1L2A
4848	CNOT2
4849	CNOT3
4850	CNOT4
5042	PABPC3
5073	PARN
51010	EXOSC3
51013	EXOSC1
51690	LSM7
51691	LSM8
5211	PFKL
5213	PFKM
5214	PFKP
5393	EXOSC9
5394	EXOSC10
54464	XRN1
54512	EXOSC4
54766	BTG4
55802	DCP1A
56915	EXOSC5
57472	CNOT6
57819	LSM2
64282	PAPD5
645974	PABPC1L2B
6499	SKIV2L
694	BTG1
7832	BTG2
80153	EDC3
80336	PABPC1L
80349	WDR61
84186	ZCCHC7
87178	PNPT1
8761	PABPC4
9125	CNOT9
9337	CNOT8
9652	TTC37
9924	PAN2
