gid	sym
10000	AKT3
10645	CAMKK2
10891	PPARGC1A
1147	CHUK
126129	CPT1C
1374	CPT1A
1375	CPT1B
181	AGRP
207	AKT1
208	AKT2
2180	ACSL1
2181	ACSL3
2182	ACSL4
23205	ACSBG1
23305	ACSL6
2475	MTOR
2538	G6PC
32	ACACB
3551	IKBKB
3667	IRS1
3717	JAK2
3952	LEP
3953	LEPR
4790	NFKB1
4792	NFKBIA
4793	NFKBIB
4794	NFKBIE
4852	NPY
5105	PCK1
5106	PCK2
51094	ADIPOR1
51422	PRKAG2
51703	ACSL5
53632	PRKAG3
5443	POMC
5465	PPARA
5562	PRKAA1
5563	PRKAA2
5564	PRKAB1
5565	PRKAB2
5571	PRKAG1
5588	PRKCQ
5599	MAPK8
5601	MAPK9
5602	MAPK10
5781	PTPN11
57818	G6PC2
5970	RELA
6256	RXRA
6257	RXRB
6258	RXRG
6513	SLC2A1
6517	SLC2A4
6774	STAT3
6794	STK11
7124	TNF
7132	TNFRSF1A
7133	TNFRSF1B
7186	TRAF2
79602	ADIPOR2
81616	ACSBG2
84254	CAMKK1
8471	IRS4
8517	IKBKG
8660	IRS2
8717	TRADD
9021	SOCS3
92579	G6PC3
9370	ADIPOQ
948	CD36
