gid	sym
10000	AKT3
1081	CGA
1154	CISH
122809	SOCS4
1432	MAPK14
1447	CSN2
1586	CYP17A1
2001	ELF5
207	AKT1
208	AKT2
2099	ESR1
2100	ESR2
2309	FOXO3
2353	FOS
23533	PIK3R5
25759	SHC2
2592	GALT
2645	GCK
2885	GRB2
2932	GSK3B
30837	SOCS7
3265	HRAS
3630	INS
3659	IRF1
3717	JAK2
3845	KRAS
3972	LHB
3973	LHCGR
399694	SHC4
4790	NFKB1
4893	NRAS
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
53358	SHC3
5594	MAPK1
5595	MAPK3
5599	MAPK8
5600	MAPK11
5601	MAPK9
5602	MAPK10
5603	MAPK13
5604	MAP2K1
5605	MAP2K2
5617	PRL
5618	PRLR
5894	RAF1
595	CCND1
5970	RELA
6300	MAPK12
6464	SHC1
6514	SLC2A2
6654	SOS1
6655	SOS2
6714	SRC
6772	STAT1
6774	STAT3
6776	STAT5A
6777	STAT5B
7054	TH
8503	PIK3R3
8600	TNFSF11
8651	SOCS1
8792	TNFRSF11A
8835	SOCS2
894	CCND2
9021	SOCS3
9306	SOCS6
9655	SOCS5
