shape	coords	gid	sym.path.compounds.map
circle	955 314 4	NA	C00092
circle	67 299 4	NA	C00668
circle	113 342 4	NA	C02336
circle	241 160 4	NA	C00181
circle	358 160 4	NA	C02352
circle	464 160 4	NA	C00190
circle	680 95 4	NA	C00714
circle	794 95 4	NA	C00470
circle	908 95 4	NA	C00333
circle	566 95 4	NA	C00617
circle	490 306 4	NA	C05731
circle	365 251 4	NA	C02591
circle	365 342 4	NA	C00089
circle	566 160 4	NA	C00167
circle	680 160 4	NA	C03033
circle	794 160 4	NA	C00191
circle	566 342 4	NA	C00029
circle	191 462 4	NA	C00267
circle	273 417 4	NA	C00031
circle	166 541 4	NA	C00221
circle	581 807 4	NA	C05345
circle	578 730 4	NA	C00668
circle	306 764 4	NA	C00267
circle	388 681 4	NA	C01231
circle	472 603 4	NA	C00501
circle	571 526 4	NA	C00103
circle	448 527 4	NA	C00394
circle	390 417 4	NA	C00965
circle	659 467 4	NA	C00498
circle	1052 519 4	NA	C00208
circle	970 545 4	NA	C00721
circle	879 493 4	NA	C01935
circle	879 435 4	NA	C00973
circle	915 263 4	NA	C01172
circle	855 314 4	NA	C00689
circle	855 226 4	NA	C01083
circle	1006 263 4	NA	C00663
circle	1052 226 4	NA	C00031
circle	955 379 4	NA	C02995
circle	211 230 4	NA	C00089
circle	855 376 4	NA	C01083
circle	348 462 4	NA	C01798
circle	736 563 4	NA	C00718
circle	970 603 4	NA	C00267
circle	1157 755 4	NA	C00185
circle	582 404 4	NA	C00095
circle	678 433 4	NA	C00089
circle	365 398 4	NA	C00095
circle	259 514 4	NA	C00185
circle	147 273 4	NA	C06215
circle	248 273 4	NA	C06215
circle	977 755 4	NA	C02013
circle	1067 755 4	NA	C06219
circle	887 755 4	NA	C06218
circle	797 755 4	NA	C06217
circle	707 755 4	NA	C06216
circle	955 441 4	NA	C00208
circle	974 711 4	NA	C00252
circle	113 230 4	NA	C16688
circle	259 541 4	NA	C00760
circle	363 527 4	NA	C00760
circle	1122 644 4	NA	C20237
circle	839 521 4	NA	C00369
rect	194 533 240 550	57733	GBA3
rect	194 506 240 523	57733	GBA3
rect	65 490 111 507	3098	HK1
rect	65 490 111 507	3099	HK2
rect	65 490 111 507	3101	HK3
rect	65 490 111 507	80201	HKDC1
rect	202 315 248 332	2548	GAA
rect	202 315 248 332	2595	GANC
rect	202 315 248 332	8972	MGAM
rect	202 353 248 370	6476	SI
rect	254 453 301 471	57733	GBA3
rect	497 152 543 169	80146	UXS1
rect	496 492 542 509	5167	ENPP1
rect	496 492 542 509	5169	ENPP3
rect	463 683 509 700	283209	PGM2L1
rect	544 234 590 251	7358	UGDH
rect	544 376 590 393	7360	UGP2
rect	596 152 642 169	10720	UGT2B11
rect	596 152 642 169	10941	UGT2A1
rect	596 152 642 169	54490	UGT2B28
rect	596 152 642 169	54575	UGT1A10
rect	596 152 642 169	54576	UGT1A8
rect	596 152 642 169	54577	UGT1A7
rect	596 152 642 169	54578	UGT1A6
rect	596 152 642 169	54579	UGT1A5
rect	596 152 642 169	54600	UGT1A9
rect	596 152 642 169	54657	UGT1A4
rect	596 152 642 169	54658	UGT1A1
rect	596 152 642 169	54659	UGT1A3
rect	596 152 642 169	574537	UGT2A2
rect	596 152 642 169	7363	UGT2B4
rect	596 152 642 169	7364	UGT2B7
rect	596 152 642 169	7365	UGT2B10
rect	596 152 642 169	7366	UGT2B15
rect	596 152 642 169	7367	UGT2B17
rect	596 152 642 169	79799	UGT2A3
rect	708 152 754 169	2990	GUSB
rect	708 152 754 169	9365	KL
rect	642 334 688 351	2997	GYS1
rect	642 334 688 351	2998	GYS2
rect	555 687 601 704	5236	PGM1
rect	555 687 601 704	55276	PGM2
rect	414 722 460 739	2538	G6PC
rect	414 722 460 739	57818	G6PC2
rect	414 722 460 739	92579	G6PC3
rect	414 745 460 762	3098	HK1
rect	414 745 460 762	3099	HK2
rect	414 745 460 762	3101	HK3
rect	414 745 460 762	80201	HKDC1
rect	414 766 460 783	2645	GCK
rect	557 768 603 785	2821	GPI
rect	764 624 810 641	178	AGL
rect	764 595 810 612	2632	GBE1
rect	937 193 983 210	11181	TREH
rect	896 537 942 554	276	AMY1A
rect	896 537 942 554	277	AMY1B
rect	896 537 942 554	278	AMY1C
rect	896 537 942 554	279	AMY2A
rect	896 537 942 554	280	AMY2B
rect	896 595 942 612	8972	MGAM
rect	1054 544 1100 561	2548	GAA
rect	1054 544 1100 561	2595	GANC
rect	1054 544 1100 561	8972	MGAM
rect	778 513 824 530	5834	PYGB
rect	778 513 824 530	5836	PYGL
rect	778 513 824 530	5837	PYGM
rect	1004 544 1050 561	178	AGL
rect	972 564 1018 581	6476	SI
rect	922 564 968 581	8972	MGAM
rect	951 674 997 691	6476	SI
rect	40 45 326 70	NA	hsa00500
rect	616 672 716 706	NA	hsa00010
rect	844 147 976 172	NA	hsa00053
rect	38 141 173 175	NA	hsa00040
rect	644 204 719 238	NA	hsa00830
rect	257 583 410 617	NA	hsa00520
rect	358 78 511 112	NA	hsa00520
