shape	coords	gid	sym.path.compounds.map
poly	398 196 428 196 428 200 398 200	10678	B3GNT2
poly	398 196 428 196 428 200 398 200	11041	B4GAT1
poly	651 262 681 262 681 266 651 266	2683	B4GALT1
poly	651 262 681 262 681 266 651 266	8703	B4GALT3
poly	651 262 681 262 681 266 651 266	8704	B4GALT2
poly	578 263 608 263 608 267 578 267	6487	ST3GAL3
poly	648 196 678 196 678 200 648 200	2683	B4GALT1
poly	648 196 678 196 678 200 648 200	8703	B4GALT3
poly	648 196 678 196 678 200 648 200	8704	B4GALT2
poly	574 196 604 196 604 200 574 200	10678	B3GNT2
poly	574 196 604 196 604 200 574 200	11041	B4GAT1
poly	476 196 506 196 506 200 476 200	2683	B4GALT1
poly	476 196 506 196 506 200 476 200	8703	B4GALT3
poly	476 196 506 196 506 200 476 200	8704	B4GALT2
poly	276 196 306 196 306 200 276 200	8702	B4GALT4
poly	197 196 227 196 227 200 197 200	93010	B3GNT7
poly	78 196 108 196 108 200 78 200	8702	B4GALT4
poly	1027 179 1027 209 1031 209 1031 179	2530	FUT8
poly	249 148 249 178 253 178 253 148	8534	CHST1
poly	135 148 135 178 139 178 139 148	4166	CHST6
poly	59 148 59 178 63 178 63 148	8534	CHST1
poly	473 441 503 441 503 445 473 445	10678	B3GNT2
poly	473 441 503 441 503 445 473 445	11041	B4GAT1
poly	745 506 775 506 775 510 745 510	6482	ST3GAL1
poly	745 506 775 506 775 510 745 510	6483	ST3GAL2
poly	723 441 753 441 753 445 723 445	2683	B4GALT1
poly	723 441 753 441 753 445 723 445	8703	B4GALT3
poly	723 441 753 441 753 445 723 445	8704	B4GALT2
poly	649 441 679 441 679 445 649 445	10678	B3GNT2
poly	649 441 679 441 679 445 649 445	11041	B4GAT1
poly	551 441 581 441 581 445 551 445	2683	B4GALT1
poly	551 441 581 441 581 445 551 445	8703	B4GALT3
poly	551 441 581 441 581 445 551 445	8704	B4GALT2
poly	365 441 395 441 395 445 365 445	8702	B4GALT4
poly	286 441 316 441 316 445 286 445	93010	B3GNT7
poly	172 441 202 441 202 445 172 445	8702	B4GALT4
poly	423 393 423 423 427 423 427 393	10164	CHST4
poly	423 393 423 423 427 423 427 393	9435	CHST2
poly	229 393 229 423 233 423 233 393	10164	CHST4
poly	229 393 229 423 233 423 233 393	9435	CHST2
poly	153 393 153 423 157 423 157 393	8534	CHST1
rect	488 344 615 369	NA	hsa00512
rect	40 45 477 70	NA	hsa00533
rect	490 82 617 107	NA	hsa00510
