shape	coords	gid	sym.path.compounds.map
circle	1239 671 4	NA	C04088
circle	1239 559 4	NA	C16221
circle	1239 468 4	NA	C16220
circle	1239 375 4	NA	C16219
circle	1352 762 4	NA	C00712
circle	1239 762 4	NA	C01530
circle	1139 762 4	NA	C08362
circle	1352 671 4	NA	C01203
circle	1139 671 4	NA	C16520
circle	870 762 4	NA	C06424
circle	729 762 4	NA	C02679
circle	587 762 4	NA	C01571
circle	445 762 4	NA	C06423
circle	162 126 4	NA	C00024
circle	275 179 4	NA	C00083
circle	275 274 4	NA	C01209
circle	162 254 4	NA	C03939
circle	162 375 4	NA	C05744
circle	162 468 4	NA	C04618
circle	162 559 4	NA	C04246
circle	162 671 4	NA	C05745
circle	310 196 4	NA	C00229
circle	303 375 4	NA	C05746
circle	303 468 4	NA	C05747
circle	303 559 4	NA	C05748
circle	303 671 4	NA	C05749
circle	445 671 4	NA	C05752
circle	445 559 4	NA	C05751
circle	445 468 4	NA	C04620
circle	445 375 4	NA	C05750
circle	587 375 4	NA	C05753
circle	587 468 4	NA	C04619
circle	587 559 4	NA	C05754
circle	587 671 4	NA	C05755
circle	729 671 4	NA	C05223
circle	729 559 4	NA	C05758
circle	729 468 4	NA	C05757
circle	729 375 4	NA	C05756
circle	870 375 4	NA	C05759
circle	870 468 4	NA	C04688
circle	870 559 4	NA	C05760
circle	870 671 4	NA	C05761
circle	1012 762 4	NA	C00249
circle	1012 671 4	NA	C05764
circle	1012 559 4	NA	C05763
circle	1012 468 4	NA	C04633
circle	1012 375 4	NA	C05762
circle	536 739 4	NA	C04180
circle	536 818 4	NA	C20794
circle	1012 852 4	NA	C00154
rect	822 708 868 725	2194	FASN
rect	706 708 752 725	55301	OLAH
rect	565 708 611 725	55301	OLAH
rect	422 708 468 725	55301	OLAH
rect	1241 330 1287 347	54995	OXSM
rect	1014 330 1060 347	54995	OXSM
rect	872 330 918 347	54995	OXSM
rect	731 330 777 347	54995	OXSM
rect	589 330 635 347	54995	OXSM
rect	447 330 493 347	54995	OXSM
rect	305 330 351 347	54995	OXSM
rect	964 708 1010 725	2194	FASN
rect	964 588 1010 605	2194	FASN
rect	964 486 1010 503	2194	FASN
rect	964 395 1010 412	2194	FASN
rect	964 301 1010 318	2194	FASN
rect	822 588 868 605	2194	FASN
rect	822 486 868 503	2194	FASN
rect	822 395 868 412	2194	FASN
rect	822 301 868 318	2194	FASN
rect	681 588 727 605	2194	FASN
rect	681 486 727 503	2194	FASN
rect	681 395 727 412	2194	FASN
rect	681 301 727 318	2194	FASN
rect	539 588 585 605	2194	FASN
rect	539 486 585 503	2194	FASN
rect	539 395 585 412	2194	FASN
rect	539 301 585 318	2194	FASN
rect	397 588 443 605	2194	FASN
rect	397 486 443 503	2194	FASN
rect	397 395 443 412	2194	FASN
rect	397 301 443 318	2194	FASN
rect	255 588 301 605	2194	FASN
rect	255 486 301 503	2194	FASN
rect	255 395 301 412	2194	FASN
rect	255 301 301 318	2194	FASN
rect	114 588 160 605	2194	FASN
rect	114 486 160 503	2194	FASN
rect	114 394 160 411	2194	FASN
rect	114 301 160 318	2194	FASN
rect	277 218 323 235	27349	MCAT
rect	227 199 273 216	2194	FASN
rect	114 169 160 186	2194	FASN
rect	252 138 298 155	31	ACACA
rect	252 138 298 155	32	ACACB
rect	164 330 210 347	54995	OXSM
rect	989 797 1035 814	2180	ACSL1
rect	989 797 1035 814	2181	ACSL3
rect	989 797 1035 814	2182	ACSL4
rect	989 797 1035 814	23205	ACSBG1
rect	989 797 1035 814	23305	ACSL6
rect	989 797 1035 814	51703	ACSL5
rect	989 797 1035 814	81616	ACSBG2
rect	774 841 901 866	NA	hsa00071
rect	30 45 240 70	NA	hsa00061
rect	384 135 502 160	NA	hsa00620
rect	186 83 261 108	NA	hsa00020
rect	384 166 514 191	NA	hsa00410
rect	331 811 461 836	NA	hsa00785
rect	1141 865 1315 890	NA	hsa00564
rect	1175 835 1314 860	NA	hsa00561
rect	1195 895 1314 920	NA	hsa00062
