shape	coords	gid	sym.path.compounds.map
rect	296 657 342 674	662	BNIP1
rect	296 640 342 657	55850	USE1
rect	296 623 342 640	53407	STX18
rect	198 623 244 640	55014	STX17
rect	176 576 222 593	10282	BET1
rect	176 576 222 593	51272	BET1L
rect	272 494 318 511	10652	YKT6
rect	272 477 318 494	9527	GOSR1
rect	272 460 318 477	6811	STX5
rect	223 494 269 511	9554	SEC22B
rect	223 477 269 494	9570	GOSR2
rect	223 460 269 477	6811	STX5
rect	272 383 318 400	9342	SNAP29
rect	223 403 269 420	10228	STX6
rect	223 403 269 420	8677	STX10
rect	223 383 269 400	8675	STX16
rect	223 363 269 380	415117	STX19
rect	223 363 269 380	8676	STX11
rect	394 325 440 342	10652	YKT6
rect	482 299 528 316	10490	VTI1B
rect	482 299 528 316	143187	VTI1A
rect	482 282 528 299	9482	STX8
rect	482 265 528 282	8417	STX7
rect	339 125 385 142	8674	VAMP4
rect	324 96 370 113	10791	VAMP5
rect	258 93 304 110	8773	SNAP23
rect	96 130 142 147	8773	SNAP23
rect	213 93 259 110	112755	STX1B
rect	213 93 259 110	2054	STX2
rect	213 93 259 110	6804	STX1A
rect	213 93 259 110	6809	STX3
rect	213 93 259 110	6810	STX4
rect	51 130 97 147	112755	STX1B
rect	51 130 97 147	2054	STX2
rect	51 130 97 147	6804	STX1A
rect	51 130 97 147	6809	STX3
rect	51 130 97 147	6810	STX4
rect	361 576 407 593	9554	SEC22B
rect	240 197 286 214	8674	VAMP4
rect	103 254 149 271	8673	VAMP8
rect	91 231 137 248	6843	VAMP1
rect	91 231 137 248	6844	VAMP2
rect	91 231 137 248	9341	VAMP3
rect	382 281 428 298	6845	VAMP7
rect	402 148 448 165	8675	STX16
rect	402 165 448 182	10228	STX6
rect	402 165 448 182	8677	STX10
rect	402 182 448 199	10490	VTI1B
rect	402 182 448 199	143187	VTI1A
rect	40 45 415 70	NA	hsa04130
