shape	coords	gid	sym.path.compounds.map
circle	711 322 10	NA	C00085
circle	1041 672 10	NA	C01182
circle	711 672 10	NA	C00197
circle	413 535 4	NA	C00101
circle	711 148 10	NA	C00267
circle	711 217 10	NA	C00668
circle	1041 217 10	NA	C00345
circle	711 427 10	NA	C00354
circle	876 217 10	NA	C01236
circle	711 602 10	NA	C00236
circle	711 532 10	NA	C00118
circle	830 497 10	NA	C00111
circle	711 742 10	NA	C00631
circle	793 377 10	NA	C00279
circle	878 377 10	NA	C00447
circle	878 446 10	NA	C05382
circle	1010 417 10	NA	C00117
circle	1041 322 10	NA	C00199
circle	966 322 10	NA	C00231
circle	876 271 10	NA	C06019
circle	711 917 10	NA	C00022
circle	711 847 10	NA	C00074
circle	1095 417 10	NA	C00119
circle	194 584 4	NA	C00014
circle	425 360 4	NA	C01217
circle	133 654 4	NA	C00283
circle	152 123 10	NA	C01438
circle	152 193 10	NA	C00132
circle	152 263 10	NA	C00067
circle	241 485 10	NA	C00058
circle	241 415 10	NA	C00011
circle	241 310 10	NA	C01001
circle	431 199 10	NA	C03920
circle	369 239 10	NA	C00218
circle	295 239 10	NA	C00543
circle	221 239 10	NA	C00565
circle	537 310 10	NA	C04488
circle	463 310 10	NA	C04377
circle	389 310 10	NA	C04330
circle	315 310 10	NA	C01274
circle	586 415 10	NA	C00237
circle	116 485 10	NA	C00488
circle	537 485 10	NA	C00440
circle	463 485 10	NA	C00143
circle	389 485 10	NA	C00445
circle	315 485 10	NA	C00234
circle	348 742 10	NA	C00048
circle	486 628 10	NA	C00037
circle	587 672 10	NA	C03232
circle	513 672 10	NA	C01005
circle	389 672 10	NA	C00065
circle	617 742 10	NA	C00258
circle	542 742 10	NA	C00168
circle	711 1022 10	NA	C00024
circle	711 1287 10	NA	C05668
circle	711 1095 10	NA	C00083
circle	711 1223 10	NA	C01013
circle	711 1159 10	NA	C00222
circle	503 1415 10	NA	C01213
circle	587 1415 10	NA	C00683
circle	711 1415 10	NA	C00100
circle	711 1351 10	NA	C00894
circle	911 1109 10	NA	C01011
circle	911 1319 10	NA	C06027
circle	911 1249 10	NA	C06028
circle	911 1179 10	NA	C18323
circle	1217 1454 10	NA	C00989
circle	1217 1109 10	NA	C00332
circle	1217 1179 10	NA	C01144
circle	1217 1249 10	NA	C00877
circle	1217 1319 10	NA	C11062
circle	550 1454 10	NA	C00232
circle	431 1319 10	NA	C00091
circle	472 1129 10	NA	C00036
circle	348 1129 10	NA	C00149
circle	348 1199 10	NA	C00122
circle	348 1269 10	NA	C00042
circle	300 1059 10	NA	C04348
circle	596 1129 10	NA	C00158
circle	596 1224 10	NA	C00311
circle	532 1166 10	NA	C00566
circle	596 1319 10	NA	C00026
circle	904 497 10	NA	C00184
circle	165 676 10	NA	C00979
circle	81 676 10	NA	C00097
circle	488 178 4	NA	C04628
circle	488 135 4	NA	C04832
circle	574 230 4	NA	C03576
circle	116 584 10	NA	C00169
circle	1206 217 10	NA	C04442
circle	876 148 10	NA	C00198
circle	1041 148 10	NA	C00257
circle	1206 148 10	NA	C00204
circle	1013 810 10	NA	C00577
circle	1342 1249 10	NA	C00136
circle	467 1199 10	NA	C00049
circle	796 880 10	NA	C00041
circle	952 963 10	NA	C00227
circle	1077 963 10	NA	C00033
circle	1162 1179 10	NA	C03561
circle	1133 1249 10	NA	C18026
circle	1059 1249 10	NA	C20238
circle	985 1249 10	NA	C18324
circle	671 1319 10	NA	C00025
circle	836 1319 10	NA	C03618
circle	836 1249 10	NA	C01732
circle	877 720 10	NA	C00988
circle	877 789 10	NA	C00160
poly	706 440 706 520 708 520 708 440	226	ALDOA
poly	706 440 706 520 708 520 708 440	229	ALDOB
poly	706 440 706 520 708 520 708 440	230	ALDOC
poly	723 321 784 321 784 323 723 323	7086	TKT
poly	723 321 784 321 784 323 723 323	8277	TKTL1
poly	723 321 784 321 784 323 723 323	84076	TKTL2
poly	784 321 785 321 785 323 784 323	7086	TKT
poly	784 321 785 321 785 323 784 323	8277	TKTL1
poly	784 321 785 321 785 323 784 323	84076	TKTL2
poly	785 321 787 322 787 324 785 323	7086	TKT
poly	785 321 787 322 787 324 785 323	8277	TKTL1
poly	785 321 787 322 787 324 785 323	84076	TKTL2
poly	787 322 788 322 788 324 787 324	7086	TKT
poly	787 322 788 322 788 324 787 324	8277	TKTL1
poly	787 322 788 322 788 324 787 324	84076	TKTL2
