shape	coords	gid	sym.path.compounds.map
circle	413 184 4	NA	C00229
circle	444 163 4	NA	C00024
circle	444 218 10	NA	C03939
circle	444 263 4	NA	C05744
circle	444 302 4	NA	C04618
circle	487 163 4	NA	C00083
circle	487 240 4	NA	C01209
circle	444 341 4	NA	C04246
circle	444 386 10	NA	C05745
circle	444 431 4	NA	C05746
circle	444 470 4	NA	C05747
circle	444 509 4	NA	C05748
circle	444 554 10	NA	C05749
circle	444 599 4	NA	C05750
circle	444 638 4	NA	C04620
circle	444 677 4	NA	C05751
circle	444 722 10	NA	C05752
circle	444 767 4	NA	C05753
circle	444 806 4	NA	C04619
circle	444 845 4	NA	C05754
circle	444 890 10	NA	C05755
circle	444 935 4	NA	C05756
circle	444 974 4	NA	C05757
circle	444 1013 4	NA	C05758
circle	444 1058 10	NA	C05223
circle	444 1103 4	NA	C05759
circle	444 1142 4	NA	C04688
circle	444 1181 4	NA	C05760
circle	444 1226 10	NA	C05761
circle	444 1271 4	NA	C05762
circle	444 1310 4	NA	C04633
circle	444 1349 4	NA	C05763
circle	444 1394 10	NA	C05764
circle	369 1394 10	NA	C00249
circle	444 1464 4	NA	C16219
circle	444 1503 4	NA	C16220
circle	444 1542 4	NA	C16221
circle	444 1587 10	NA	C00412
circle	444 1755 10	NA	C02041
circle	444 1923 10	NA	C16528
circle	444 2091 10	NA	C16529
circle	147 386 10	NA	C00136
circle	147 431 4	NA	C05269
circle	147 470 4	NA	C05268
circle	147 509 4	NA	C05271
circle	147 554 10	NA	C05270
circle	147 599 4	NA	C05267
circle	147 638 4	NA	C05266
circle	147 677 4	NA	C05276
circle	147 722 10	NA	C01944
circle	147 767 4	NA	C05265
circle	147 806 4	NA	C05264
circle	147 845 4	NA	C05275
circle	147 890 10	NA	C05274
circle	147 935 4	NA	C05263
circle	147 974 4	NA	C05262
circle	147 1013 4	NA	C03221
circle	147 1058 10	NA	C01832
circle	147 1103 4	NA	C05261
circle	147 1142 4	NA	C05260
circle	147 1181 4	NA	C05273
circle	147 1226 10	NA	C02593
circle	147 1271 4	NA	C05259
circle	147 1310 4	NA	C05258
circle	147 1349 4	NA	C05272
circle	147 1394 10	NA	C00154
circle	559 1587 10	NA	C00510
circle	674 1587 10	NA	C02050
circle	954 1580 10	NA	C16162
circle	1069 1580 10	NA	C16163
circle	559 1755 10	NA	C16530
circle	559 1923 10	NA	C16531
circle	559 2091 10	NA	C16532
circle	674 1763 10	NA	C16180
circle	674 1931 10	NA	C16645
circle	954 1748 10	NA	C16179
circle	1069 1748 10	NA	C16164
circle	147 218 10	NA	C00024
circle	147 263 4	NA	C00332
circle	147 302 4	NA	C01144
circle	147 341 4	NA	C00877
circle	1184 1748 10	NA	C16165
circle	1184 1916 10	NA	C16166
circle	1184 2084 10	NA	C16167
circle	1299 1916 10	NA	C16169
circle	1299 2084 10	NA	C16168
circle	789 1595 10	NA	C03035
circle	789 1763 10	NA	C03595
circle	904 1763 10	NA	C02249
circle	904 1931 10	NA	C16170
circle	904 2099 10	NA	C16171
circle	1019 1931 10	NA	C16173
circle	1019 2099 10	NA	C16172
circle	219 1401 10	NA	C02990
circle	293 1401 10	NA	C00154
circle	189 240 4	NA	C00024
circle	1299 2039 4	NA	C16374
circle	1299 2000 4	NA	C16375
circle	1299 1961 4	NA	C16376
circle	1019 2054 4	NA	C16387
circle	1019 2015 4	NA	C16388
circle	1019 1976 4	NA	C16389
circle	293 1464 4	NA	C16216
circle	293 1503 4	NA	C16217
circle	293 1542 4	NA	C16218
poly	443 169 443 206 445 206 445 169	2194	FASN
poly	419 183 435 183 435 185 419 185	2194	FASN
poly	435 183 437 183 437 185 435 185	2194	FASN
poly	436 184 437 185 439 185 438 184	2194	FASN
poly	438 184 440 184 440 186 438 186	2194	FASN
poly	439 185 440 186 442 186 441 185	2194	FASN
poly	440 186 441 187 443 187 442 186	2194	FASN
poly	441 187 442 188 444 188 443 187	2194	FASN
poly	442 188 442 190 444 190 444 188	2194	FASN
poly	442 190 443 191 445 191 444 190	2194	FASN
poly	443 191 443 193 445 193 445 191	2194	FASN
poly	443 193 443 196 445 196 445 193	2194	FASN
poly	443 231 443 256 445 256 445 231	2194	FASN
poly	443 231 443 256 445 256 445 231	54995	OXSM
poly	443 252 443 249 445 249 445 252	2194	FASN
poly	443 252 443 249 445 249 445 252	54995	OXSM
poly	443 249 443 247 445 247 445 249	2194	FASN
poly	443 249 443 247 445 247 445 249	54995	OXSM
poly	443 247 444 246 446 246 445 247	2194	FASN
poly	443 247 444 246 446 246 445 247	54995	OXSM
poly	444 246 444 244 446 244 446 246	2194	FASN
poly	444 246 444 244 446 244 446 246	54995	OXSM
poly	444 244 445 243 447 243 446 244	2194	FASN
poly	444 244 445 243 447 243 446 244	54995	OXSM
poly	445 243 446 242 448 242 447 243	2194	FASN
poly	445 243 446 242 448 242 447 243	54995	OXSM
poly	446 242 447 241 449 241 448 242	2194	FASN
poly	446 242 447 241 449 241 448 242	54995	OXSM
poly	448 240 450 240 450 242 448 242	2194	FASN
poly	448 240 450 240 450 242 448 242	54995	OXSM
poly	449 241 450 240 452 240 451 241	2194	FASN
poly	449 241 450 240 452 240 451 241	54995	OXSM
poly	451 239 453 239 453 241 451 241	2194	FASN
poly	451 239 453 239 453 241 451 241	54995	OXSM
poly	453 239 480 239 480 241 453 241	2194	FASN
