shape	coords	gid	sym.path.compounds.map
circle	414 219 4	NA	C00350
rect	391 306 437 323	929	CD14
rect	345 275 391 292	23643	LY96
rect	391 266 437 283	7099	TLR4
rect	391 246 437 263	7100	TLR5
rect	513 342 559 359	10376	TUBA1B
rect	513 342 559 359	112714	TUBA3E
rect	513 342 559 359	113457	TUBA3D
rect	513 342 559 359	51807	TUBA8
rect	513 342 559 359	7277	TUBA4A
rect	513 342 559 359	7278	TUBA3C
rect	513 342 559 359	7846	TUBA1A
rect	513 342 559 359	79861	TUBAL3
rect	513 342 559 359	84790	TUBA1C
rect	526 926 572 943	999	CDH1
rect	519 733 565 750	10971	YWHAQ
rect	519 778 565 795	7534	YWHAZ
rect	519 756 565 773	3875	KRT18
rect	615 926 661 943	1499	CTNNB1
rect	603 554 649 571	2017	CTTN
rect	603 554 649 571	3059	HCLS1
rect	778 387 824 404	6093	ROCK1
rect	778 387 824 404	9475	ROCK2
rect	526 861 572 878	100506658	OCLN
rect	526 881 572 898	7430	EZR
rect	520 683 566 700	998	CDC42
rect	425 552 471 569	25	ABL1
rect	425 552 471 569	2534	FYN
rect	426 926 472 943	5578	PRKCA
rect	602 514 648 531	7454	WAS
rect	602 514 648 531	8976	WASL
rect	526 901 572 918	9076	CLDN1
rect	337 595 383 612	3688	ITGB1
rect	513 547 559 564	4690	NCK1
rect	513 547 559 564	8440	NCK2
rect	602 387 648 404	9181	ARHGEF2
rect	690 387 736 404	387	RHOA
rect	337 562 383 579	4691	NCL
rect	513 362 559 379	10381	TUBB3
rect	513 362 559 379	10382	TUBB4A
rect	513 362 559 379	10383	TUBB4B
rect	513 362 559 379	203068	TUBB
rect	513 362 559 379	347688	TUBB8
rect	513 362 559 379	347733	TUBB2B
rect	513 362 559 379	7280	TUBB2A
rect	513 362 559 379	81027	TUBB1
rect	513 362 559 379	84617	TUBB6
rect	690 515 736 532	10092	ARPC5
rect	690 515 736 532	10093	ARPC4
rect	690 515 736 532	10094	ARPC3
rect	690 515 736 532	10095	ARPC1B
rect	690 515 736 532	10109	ARPC2
rect	690 515 736 532	10552	ARPC1A
rect	690 515 736 532	81873	ARPC5L
rect	778 515 824 532	60	ACTB
rect	778 515 824 532	71	ACTG1
rect	745 443 864 477	NA	hsa04810
rect	69 240 182 265	NA	map02040
rect	701 962 821 987	NA	hsa04520
rect	582 962 680 987	NA	hsa04530
rect	518 247 650 281	NA	hsa04620
rect	178 344 363 378	NA	map03070
rect	736 801 809 826	NA	hsa04210
rect	611 672 730 706	NA	hsa04810
rect	40 45 379 70	NA	hsa05130
