shape	coords	gid	sym.path.compounds.map
circle	458 731 4	NA	C00076
rect	799 273 845 290	4088	SMAD3
rect	859 722 905 739	4772	NFATC1
rect	859 722 905 739	4773	NFATC2
rect	859 722 905 739	4775	NFATC3
rect	859 722 905 739	4776	NFATC4
rect	528 753 574 770	5578	PRKCA
rect	528 753 574 770	5579	PRKCB
rect	528 753 574 770	5582	PRKCG
rect	528 722 574 739	5530	PPP3CA
rect	528 722 574 739	5532	PPP3CB
rect	528 722 574 739	5533	PPP3CC
rect	528 722 574 739	5534	PPP3R1
rect	528 722 574 739	5535	PPP3R2
rect	528 691 574 708	815	CAMK2A
rect	528 691 574 708	816	CAMK2B
rect	528 691 574 708	817	CAMK2D
rect	528 691 574 708	818	CAMK2G
rect	338 722 384 739	23236	PLCB1
rect	338 722 384 739	5330	PLCB2
rect	338 722 384 739	5331	PLCB3
rect	338 722 384 739	5332	PLCB4
rect	212 722 258 739	11211	FZD10
rect	212 722 258 739	2535	FZD2
rect	212 722 258 739	7855	FZD5
rect	212 722 258 739	7976	FZD3
rect	212 722 258 739	8321	FZD1
rect	212 722 258 739	8322	FZD4
rect	212 722 258 739	8323	FZD6
rect	212 722 258 739	8324	FZD7
rect	212 722 258 739	8325	FZD8
rect	212 722 258 739	8326	FZD9
rect	130 722 176 739	7474	WNT5A
rect	130 722 176 739	81029	WNT5B
rect	561 590 607 607	5599	MAPK8
rect	561 590 607 607	5601	MAPK9
rect	561 590 607 607	5602	MAPK10
rect	480 590 526 607	5879	RAC1
rect	480 590 526 607	5880	RAC2
rect	480 590 526 607	5881	RAC3
rect	561 549 607 566	9475	ROCK2
rect	480 549 526 566	387	RHOA
rect	409 549 455 566	23002	DAAM1
rect	409 549 455 566	23500	DAAM2
rect	338 570 384 587	1855	DVL1
rect	338 570 384 587	1856	DVL2
rect	338 570 384 587	1857	DVL3
rect	278 532 324 549	144165	PRICKLE1
rect	278 532 324 549	166336	PRICKLE2
rect	212 604 258 621	2239	GPC4
rect	212 570 258 587	11211	FZD10
rect	212 570 258 587	2535	FZD2
rect	212 570 258 587	7855	FZD5
rect	212 570 258 587	7976	FZD3
rect	212 570 258 587	8321	FZD1
rect	212 570 258 587	8322	FZD4
rect	212 570 258 587	8323	FZD6
rect	212 570 258 587	8324	FZD7
rect	212 570 258 587	8325	FZD8
rect	212 570 258 587	8326	FZD9
rect	212 536 258 553	57216	VANGL2
rect	212 536 258 553	81839	VANGL1
rect	130 570 176 587	7481	WNT11
rect	976 290 1022 307	4316	MMP7
rect	976 269 1022 286	5467	PPARD
rect	976 248 1022 265	595	CCND1
rect	976 248 1022 265	894	CCND2
rect	976 248 1022 265	896	CCND3
rect	976 227 1022 244	8061	FOSL1
rect	976 206 1022 223	3725	JUN
rect	976 185 1022 202	4609	MYC
rect	833 308 879 325	1487	CTBP1
rect	833 308 879 325	1488	CTBP2
rect	765 297 811 314	64321	SOX17
rect	799 256 845 273	4089	SMAD4
rect	859 238 905 255	51176	LEF1
rect	859 238 905 255	6932	TCF7
rect	859 238 905 255	6934	TCF7L2
rect	859 238 905 255	83439	TCF7L1
rect	831 199 877 216	1387	CREBBP
rect	831 199 877 216	2033	EP300
rect	789 221 835 238	8607	RUVBL1
rect	762 187 808 204	57680	CHD8
rect	686 278 732 295	56998	CTNNBIP1
rect	883 144 929 161	51701	NLK
rect	690 144 736 161	6885	MAP3K7
rect	583 255 629 272	122011	CSNK1A1L
rect	583 255 629 272	1452	CSNK1A1
rect	614 418 660 435	9978	RBX1
rect	614 401 660 418	8454	CUL1
rect	614 384 660 401	6500	SKP1
rect	602 367 648 384	23291	FBXW11
rect	602 367 648 384	8945	BTRC
rect	508 434 554 451	6907	TBL1X
rect	508 434 554 451	79718	TBL1XR1
rect	508 434 554 451	90665	TBL1Y
