shape	coords	gid	sym.path.compounds.map
circle	340 497 4	NA	G00034
circle	340 433 4	NA	G00033
circle	471 370 4	NA	G00032
circle	340 370 4	NA	G00031
circle	340 306 4	NA	G00030
circle	471 242 4	NA	G00029
circle	340 242 4	NA	G00028
circle	601 116 4	NA	G00027
circle	471 116 4	NA	G00026
circle	471 179 4	NA	G00025
circle	206 242 4	NA	G00023
circle	204 116 4	NA	G00035
circle	75 242 4	NA	C02189
circle	96 207 4	NA	G10611
circle	340 179 4	NA	G00024
rect	379 231 425 248	9245	GCNT3
rect	244 350 290 367	2650	GCNT1
rect	379 362 425 379	9334	B4GALT5
rect	512 106 558 123	55808	ST6GALNAC1
rect	181 144 227 161	55808	ST6GALNAC1
rect	379 107 425 124	6482	ST3GAL1
rect	379 107 425 124	6483	ST3GAL2
rect	244 231 290 248	192134	B3GNT6
rect	126 234 172 251	100528030	POC1B-GALNT4
rect	126 234 172 251	11226	GALNT6
rect	126 234 172 251	11227	GALNT5
rect	126 234 172 251	114805	GALNT13
rect	126 234 172 251	117248	GALNT15
rect	126 234 172 251	168391	GALNTL5
rect	126 234 172 251	2589	GALNT1
rect	126 234 172 251	2590	GALNT2
rect	126 234 172 251	2591	GALNT3
rect	126 234 172 251	26290	GALNT8
rect	126 234 172 251	374378	GALNT18
rect	126 234 172 251	442117	GALNTL6
rect	126 234 172 251	50614	GALNT9
rect	126 234 172 251	51809	GALNT7
rect	126 234 172 251	55568	GALNT10
rect	126 234 172 251	57452	GALNT16
rect	126 234 172 251	63917	GALNT11
rect	126 234 172 251	64409	WBSCR17
rect	126 234 172 251	79623	GALNT14
rect	126 234 172 251	79695	GALNT12
rect	126 234 172 251	8693	GALNT4
rect	244 171 290 188	29071	C1GALT1C1
rect	244 171 290 188	56913	C1GALT1
rect	379 171 425 188	2650	GCNT1
rect	379 171 425 188	51301	GCNT4
rect	379 171 425 188	9245	GCNT3
poly	417 858 437 858 437 862 417 862	9334	B4GALT5
poly	133 676 153 676 153 680 133 680	55808	ST6GALNAC1
poly	134 790 154 790 154 794 134 794	6482	ST3GAL1
poly	134 790 154 790 154 794 134 794	6483	ST3GAL2
poly	435 744 445 734 449 734 439 744	192134	B3GNT6
poly	500 985 520 985 520 989 500 989	100528030	POC1B-GALNT4
poly	500 985 520 985 520 989 500 989	11226	GALNT6
