shape	coords	gid	sym.path.compounds.map
rect	82 187 128 204	5018	OXA1L
rect	274 265 320 282	6727	SRP14
rect	323 248 369 265	6731	SRP72
rect	323 265 369 282	6730	SRP68
rect	372 265 418 282	6729	SRP54
rect	372 248 418 265	6728	SRP19
rect	274 296 320 313	6734	SRPRA
rect	274 248 320 265	6726	SRP9
rect	82 248 128 265	6729	SRP54
rect	274 172 320 189	7095	SEC62
rect	320 172 366 189	11231	SEC63
rect	272 504 318 521	28972	SPCS1
rect	317 504 363 521	9789	SPCS2
rect	274 145 320 162	29927	SEC61A1
rect	274 145 320 162	55176	SEC61A2
rect	363 504 409 521	60559	SPCS3
rect	409 504 455 521	23478	SEC11A
rect	409 504 455 521	90701	SEC11C
rect	272 526 318 543	196294	IMMP1L
rect	318 526 364 543	83943	IMMP2L
rect	274 313 320 330	58477	SRPRB
rect	320 145 366 162	10952	SEC61B
rect	366 145 412 162	23480	SEC61G
rect	274 199 320 216	3309	HSPA5
rect	40 45 176 70	NA	hsa03060
