shape	coords	gid	sym.path.compounds.map
circle	119 1027 4	NA	C00338
circle	634 251 4	NA	C01277
rect	597 984 643 1001	58484	NLRC4
rect	643 984 689 1001	29108	PYCARD
rect	737 984 783 1001	834	CASP1
rect	896 994 939 1011	3553	IL1B
rect	896 973 939 990	3606	IL18
rect	597 937 643 954	4671	NAIP
rect	737 937 783 954	840	CASP7
rect	694 660 740 677	4790	NFKB1
rect	694 660 740 677	5970	RELA
rect	694 609 740 626	4792	NFKBIA
rect	664 505 710 522	664	BNIP3
rect	664 526 710 543	23786	BCL2L13
rect	612 169 658 186	375	ARF1
rect	612 192 658 209	5861	RAB1A
rect	612 192 658 209	81876	RAB1B
rect	593 715 639 732	1195	CLK1
rect	612 290 658 307	9554	SEC22B
rect	612 311 658 328	51128	SAR1B
rect	612 311 658 328	56681	SAR1A
rect	612 332 658 349	7415	VCP
rect	662 407 708 424	54205	CYCS
rect	733 407 779 424	842	CASP9
rect	804 407 850 424	836	CASP3
rect	804 428 850 445	841	CASP8
rect	662 377 708 394	317	APAF1
rect	185 456 231 473	3684	ITGAM
rect	185 473 231 490	3689	ITGB2
rect	185 428 231 445	1378	CR1
rect	108 428 154 445	718	C3
rect	108 464 154 481	718	C3
rect	109 398 155 415	3329	HSPD1
rect	694 579 740 596	4791	NFKB2
rect	596 838 642 855	1937	EEF1G
rect	596 794 642 811	1915	EEF1A1
rect	596 794 642 811	1917	EEF1A2
rect	695 794 741 811	3297	HSF1
rect	694 755 740 772	10767	HBS1L
rect	823 794 869 811	3303	HSPA1A
rect	823 794 869 811	3304	HSPA1B
rect	823 794 869 811	3305	HSPA1L
rect	823 794 869 811	3306	HSPA2
rect	823 794 869 811	3310	HSPA6
rect	823 794 869 811	3312	HSPA8
rect	185 990 231 1007	7100	TLR5
rect	185 1019 231 1036	7097	TLR2
rect	185 1084 231 1101	7099	TLR4
rect	185 1052 231 1069	929	CD14
rect	288 1019 334 1036	4615	MYD88
rect	598 1024 641 1041	7124	TNF
rect	598 1044 641 1061	3553	IL1B
rect	598 1064 641 1081	3569	IL6
rect	648 1044 691 1061	3576	CXCL8
rect	598 1084 641 1101	3592	IL12A
rect	598 1084 641 1101	3593	IL12B
rect	648 1064 691 1081	2919	CXCL1
rect	648 1064 691 1081	2920	CXCL2
rect	648 1064 691 1081	2921	CXCL3
rect	40 45 175 70	NA	hsa05134
rect	885 411 958 445	NA	hsa04210
rect	60 496 178 530	NA	hsa04610
rect	323 1043 441 1077	NA	hsa04620
