shape	coords	gid	sym.path.compounds.map
circle	83 703 4	NA	G00129
circle	83 646 4	NA	G00128
circle	83 504 4	NA	G00127
circle	83 394 4	NA	G00132
circle	83 338 4	NA	G00131
circle	83 283 4	NA	G00130
circle	698 116 4	NA	G00170
circle	698 616 4	NA	G00122
circle	698 504 4	NA	G00121
circle	698 394 4	NA	G00120
circle	698 283 4	NA	G00119
circle	698 172 4	NA	G00118
circle	537 116 4	NA	G00169
circle	461 505 4	NA	G00168
circle	461 394 4	NA	G00166
circle	214 615 4	NA	G00126
circle	301 504 4	NA	G00167
circle	214 504 4	NA	G00125
circle	537 394 4	NA	G00115
circle	214 172 4	NA	G00092
circle	214 283 4	NA	G00123
circle	214 394 4	NA	G00124
circle	375 617 4	NA	G00112
circle	375 504 4	NA	G00111
circle	375 394 4	NA	G00110
circle	375 283 4	NA	G00109
circle	375 172 4	NA	G00108
circle	537 172 4	NA	G00113
circle	537 283 4	NA	G00114
circle	537 504 4	NA	G00116
circle	537 616 4	NA	G00117
rect	513 438 559 455	6482	ST3GAL1
rect	513 438 559 455	6483	ST3GAL2
rect	375 342 421 359	2720	GLB1
rect	375 236 421 253	3073	HEXA
rect	375 236 421 253	3074	HEXB
rect	591 153 637 170	6489	ST8SIA1
rect	591 174 637 191	29906	ST8SIA5
rect	675 139 721 156	9197	SLC33A1
rect	675 322 721 339	8705	B3GALT4
rect	675 215 721 232	2583	B4GALNT1
rect	513 551 559 568	29906	ST8SIA5
rect	462 551 508 568	30815	ST6GALNAC6
rect	302 551 348 568	30815	ST6GALNAC6
rect	191 551 237 568	29906	ST8SIA5
rect	106 485 152 502	256435	ST6GALNAC3
rect	425 162 471 179	6489	ST8SIA1
rect	154 485 200 502	27090	ST6GALNAC4
rect	353 551 399 568	29906	ST8SIA5
rect	513 322 559 339	8705	B3GALT4
rect	513 139 559 156	9197	SLC33A1
rect	353 438 399 455	6482	ST3GAL1
rect	353 438 399 455	6483	ST3GAL2
rect	264 162 310 179	8869	ST3GAL5
rect	191 215 237 232	2583	B4GALNT1
rect	191 322 237 339	8705	B3GALT4
rect	330 322 376 339	8705	B3GALT4
rect	330 215 376 232	2583	B4GALNT1
rect	191 438 237 455	6482	ST3GAL1
rect	191 438 237 455	6483	ST3GAL2
rect	513 215 559 232	2583	B4GALNT1
rect	154 506 200 523	30815	ST6GALNAC6
rect	106 506 152 523	81849	ST6GALNAC5
poly	348 805 363 790 367 790 352 805	8705	B3GALT4
poly	205 785 235 785 235 789 205 789	29906	ST8SIA5
poly	297 787 312 802 316 802 301 787	6482	ST3GAL1
poly	297 787 312 802 316 802 301 787	6483	ST3GAL2
poly	349 760 364 775 368 775 353 760	256435	ST6GALNAC3
poly	349 760 364 775 368 775 353 760	27090	ST6GALNAC4
poly	349 760 364 775 368 775 353 760	30815	ST6GALNAC6
poly	349 760 364 775 368 775 353 760	81849	ST6GALNAC5
poly	237 856 267 856 267 860 237 860	29906	ST8SIA5
poly	237 856 267 856 267 860 237 860	6489	ST8SIA1
poly	331 856 361 856 361 860 331 860	6489	ST8SIA1
poly	418 791 438 811 442 811 422 791	2583	B4GALNT1
poly	417 850 437 830 441 830 421 850	8869	ST3GAL5
rect	58 155 134 189	NA	hsa00600
rect	40 45 443 70	NA	hsa00604
