shape	coords	gid	sym.path.compounds.map
circle	508 132 4	NA	C15556
circle	376 132 4	NA	C00199
circle	81 205 4	NA	C00044
circle	179 205 4	NA	C01304
circle	277 205 4	NA	C01268
circle	375 205 4	NA	C04454
circle	588 205 4	NA	C04332
circle	724 205 4	NA	C05995
circle	617 177 4	NA	C00472
circle	616 129 4	NA	C00001
circle	686 129 4	NA	C00007
circle	687 177 4	NA	C00530
circle	490 205 4	NA	C04732
circle	588 315 4	NA	C00255
circle	489 315 4	NA	C00474
circle	512 348 4	NA	C01727
circle	854 315 4	NA	C00016
circle	724 315 4	NA	C00061
circle	277 260 4	NA	C18910
circle	724 398 4	NA	C01847
circle	854 398 4	NA	C01352
circle	724 474 4	NA	C03114
circle	179 302 4	NA	C15563
circle	588 398 4	NA	C01007
rect	631 144 677 161	7299	TYR
rect	761 296 807 313	80308	FLAD1
rect	627 296 673 313	55312	RFK
rect	540 356 586 373	645	BLVRB
rect	303 60 451 85	NA	hsa00030
rect	40 45 244 70	NA	hsa00740
rect	414 382 556 416	NA	hsa00040
rect	27 125 137 150	NA	hsa00230
rect	752 458 898 492	NA	hsa00860
