shape	coords	gid	sym.path.compounds.map
circle	823 504 4	NA	C01647
circle	829 489 4	NA	C00044
circle	892 497 4	NA	C00035
circle	1017 539 4	NA	C01647
circle	1018 527 4	NA	C00044
rect	85 296 131 313	11260	XPOT
rect	85 279 131 296	5901	RAN
rect	332 279 378 296	5901	RAN
rect	332 296 378 313	7514	XPO1
rect	332 330 378 347	22916	NCBP2
rect	332 330 378 347	4686	NCBP1
rect	332 313 378 330	51808	PHAX
rect	444 549 490 566	1207	CLNS1A
rect	467 723 513 740	8487	GEMIN2
rect	467 706 513 723	6606	SMN1
rect	467 706 513 723	6607	SMN2
rect	467 689 513 706	11218	DDX20
rect	421 715 467 732	25929	GEMIN5
rect	513 689 559 706	50628	GEMIN4
rect	513 723 559 740	79760	GEMIN7
rect	513 706 559 723	54960	GEMIN8
rect	559 723 605 740	11171	STRAP
rect	433 465 479 482	96764	TGS1
rect	513 740 559 757	79833	GEMIN6
rect	537 408 583 425	3837	KPNB1
rect	537 425 583 442	10073	SNUPN
rect	913 706 959 723	9939	RBM8A
rect	913 723 959 740	4116	MAGOH
rect	913 723 959 740	55110	MAGOHB
rect	959 723 1005 740	9775	EIF4A3
rect	959 706 1005 723	22794	CASC3
rect	1060 689 1106 706	22985	ACIN1
rect	1060 706 1106 723	10921	RNPS1
rect	1014 706 1060 723	10284	SAP18
rect	1064 794 1110 811	10250	SRRM1
rect	1011 771 1057 788	10482	NXF1
rect	1011 771 1057 788	55998	NXF5
rect	1011 771 1057 788	56000	NXF3
rect	1011 771 1057 788	56001	NXF2
rect	1011 771 1057 788	728343	NXF2B
rect	1014 723 1060 740	5411	PNN
rect	1060 723 1106 740	10189	ALYREF
rect	1011 788 1057 805	29107	NXT1
rect	1011 788 1057 805	55916	NXT2
rect	912 132 958 149	22916	NCBP2
rect	912 132 958 149	4686	NCBP1
rect	76 826 122 843	9818	NUP58
rect	159 826 205 843	23165	NUP205
rect	159 843 205 860	23511	NUP188
rect	76 809 122 826	23636	NUP62
rect	106 689 152 706	7175	TPR
rect	106 739 152 756	9972	NUP153
rect	159 809 205 826	9688	NUP93
rect	76 843 122 860	53371	NUP54
rect	106 714 152 731	10762	NUP50
rect	159 866 205 883	9631	NUP155
rect	152 739 198 756	59343	SENP2
rect	266 741 312 758	4928	NUP98
rect	312 713 358 730	79023	NUP37
rect	220 729 266 746	6396	SEC13
rect	312 730 358 747	23279	NUP160
rect	266 758 312 775	57122	NUP107
rect	312 747 358 764	79902	NUP85
