shape	coords	gid	sym.path.compounds.map
rect	367 380 413 397	5431	POLR2B
rect	367 397 413 414	5430	POLR2A
rect	413 380 459 397	5432	POLR2C
rect	477 380 523 397	5433	POLR2D
rect	634 380 680 397	5434	POLR2E
rect	680 380 726 397	5435	POLR2F
rect	523 380 569 397	5436	POLR2G
rect	726 380 772 397	5437	POLR2H
rect	569 380 615 397	5438	POLR2I
rect	707 397 753 414	5441	POLR2L
rect	413 397 459 414	246721	POLR2J2
rect	413 397 459 414	5439	POLR2J
rect	413 397 459 414	548644	POLR2J3
rect	661 397 707 414	5440	POLR2K
rect	367 475 413 492	55703	POLR3B
rect	367 492 413 509	11128	POLR3A
rect	477 475 523 492	10623	POLR3C
rect	523 475 569 492	661	POLR3D
rect	413 492 459 509	9533	POLR1C
rect	569 475 615 492	51728	POLR3K
rect	413 475 459 492	51082	POLR1D
rect	477 492 523 509	171568	POLR3H
rect	523 492 569 509	10622	POLR3G
rect	523 492 569 509	84265	POLR3GL
rect	569 492 615 509	10621	POLR3F
rect	367 562 413 579	84172	POLR1B
rect	367 579 413 596	25885	POLR1A
rect	477 562 523 579	30834	ZNRD1
rect	542 579 588 596	221830	TWISTNB
rect	496 579 542 596	64425	POLR1E
rect	615 492 661 509	101060521	LOC101060521
rect	615 492 661 509	55718	POLR3E
rect	413 579 459 596	9533	POLR1C
rect	413 562 459 579	51082	POLR1D
rect	40 45 186 72	NA	hsa03020
