shape	coords	gid	sym.path.compounds.map
circle	126 128 4	NA	C00031
circle	126 189 4	NA	C00092
circle	238 189 4	NA	C17209
circle	350 189 4	NA	C17580
circle	462 189 4	NA	C17581
circle	574 189 4	NA	C02627
circle	574 250 4	NA	C17582
circle	574 311 4	NA	C01743
circle	686 311 4	NA	C17583
circle	798 311 4	NA	C01441
circle	798 372 4	NA	C18004
circle	798 433 4	NA	C01759
circle	798 511 4	NA	C17587
circle	943 460 4	NA	C00043
circle	798 572 4	NA	C17588
circle	798 633 4	NA	C17589
circle	798 694 4	NA	C15652
circle	798 755 4	NA	C01737
circle	651 511 4	NA	C18005
circle	651 572 4	NA	C17586
circle	651 633 4	NA	C17585
circle	90 460 4	NA	C00229
circle	114 397 4	NA	C00025
circle	202 460 4	NA	C18006
circle	314 460 4	NA	C18007
circle	426 460 4	NA	C18008
circle	538 460 4	NA	C18009
circle	438 426 4	NA	C01847
circle	518 426 4	NA	C00061
circle	574 127 4	NA	C20353
circle	798 127 4	NA	C20350
circle	910 127 4	NA	C00304
circle	686 127 4	NA	C20351
rect	78 147 124 164	3098	HK1
rect	78 147 124 164	3099	HK2
rect	78 147 124 164	3101	HK3
rect	78 147 124 164	80201	HKDC1
rect	128 147 174 164	2645	GCK
rect	40 45 365 70	NA	hsa00524
rect	58 235 195 260	NA	map00521
rect	1041 443 1189 477	NA	hsa00520
