shape	coords	gid	sym.path.compounds.map
circle	243 395 4	NA	C00094
circle	211 364 4	NA	C06735
circle	412 400 4	NA	C00041
circle	412 335 4	NA	C00022
circle	499 471 4	NA	C14179
circle	259 432 4	NA	C00227
circle	166 432 4	NA	C00024
circle	243 193 4	NA	C00606
circle	362 193 4	NA	C00519
circle	243 144 4	NA	C01678
circle	141 193 4	NA	C00097
circle	243 302 4	NA	C00506
circle	362 303 4	NA	C00245
circle	362 432 4	NA	C00593
circle	362 532 4	NA	C05123
circle	499 302 4	NA	C01959
circle	655 302 4	NA	C03149
circle	497 230 4	NA	C05844
circle	226 341 4	NA	C05122
circle	259 511 4	NA	C00033
circle	471 400 4	NA	C00025
circle	471 335 4	NA	C00026
rect	277 304 323 321	51380	CSAD
rect	277 283 323 300	2571	GAD1
rect	277 283 323 300	2572	GAD2
rect	164 186 210 203	1036	CDO1
rect	277 136 323 153	84890	ADO
rect	277 195 323 212	339896	GADL1
rect	277 195 323 212	51380	CSAD
rect	277 174 323 191	2571	GAD1
rect	277 174 323 191	2572	GAD2
rect	423 222 469 239	124975	GGT6
rect	423 222 469 239	2678	GGT1
rect	423 222 469 239	2686	GGT7
rect	423 222 469 239	2687	GGT5
rect	251 331 297 348	570	BAAT
rect	112 378 185 412	NA	hsa00920
rect	35 416 108 450	NA	hsa00620
rect	40 45 363 70	NA	hsa00430
rect	32 149 107 183	NA	hsa00480
rect	50 107 154 141	NA	hsa00460
rect	156 230 235 275	NA	hsa00270
