shape	coords	gid	sym.path.compounds.map
rect	613 747 659 764	7156	TOP3A
rect	613 747 659 764	8940	TOP3B
rect	882 876 928 893	641	BLM
rect	1059 338 1105 355	7979	SHFM1
rect	992 364 1038 381	5893	RAD52
rect	975 202 1021 219	4361	MRE11A
rect	975 185 1021 202	10111	RAD50
rect	623 349 669 366	7517	XRCC3
rect	623 366 669 383	5889	RAD51C
rect	724 383 770 400	7516	XRCC2
rect	570 366 616 383	7516	XRCC2
rect	724 366 770 383	5892	RAD51D
rect	570 349 616 366	5892	RAD51D
rect	678 366 724 383	5889	RAD51C
rect	678 349 724 366	5890	RAD51B
rect	570 317 616 334	5889	RAD51C
rect	665 730 711 747	80198	MUS81
rect	879 202 925 219	4361	MRE11A
rect	879 185 925 202	10111	RAD50
rect	570 300 616 317	5890	RAD51B
rect	975 219 1021 236	4683	NBN
rect	992 321 1038 338	29935	RPA4
rect	992 321 1038 338	6117	RPA1
rect	992 321 1038 338	6118	RPA2
rect	992 321 1038 338	6119	RPA3
rect	992 342 1038 359	5888	RAD51
rect	665 747 711 764	146956	EME1
rect	1059 321 1105 338	675	BRCA2
rect	989 484 1035 501	25788	RAD54B
rect	989 484 1035 501	8438	RAD54L
rect	894 659 940 676	10714	POLD3
rect	894 659 940 676	5424	POLD1
rect	894 659 940 676	5425	POLD2
rect	894 659 940 676	57804	POLD4
rect	613 730 659 747	641	BLM
rect	230 186 276 203	6742	SSBP1
rect	1131 321 1177 338	50511	SYCP3
rect	40 45 279 70	NA	hsa03440
