shape	coords	gid	sym.path.compounds.map
circle	80 297 4	NA	C00059
circle	374 297 4	NA	C00094
circle	721 297 4	NA	C00283
circle	80 414 4	NA	C00224
circle	80 591 4	NA	C00054
circle	80 514 4	NA	C00053
circle	374 586 4	NA	C11142
circle	374 463 4	NA	C11145
circle	555 586 4	NA	C11143
circle	721 586 4	NA	C00580
circle	721 492 4	NA	C00409
circle	555 544 4	NA	C04022
circle	598 492 4	NA	C03920
circle	697 335 4	NA	C19692
circle	374 193 4	NA	C01861
circle	372 137 4	NA	C02084
circle	481 193 4	NA	C00320
circle	521 399 4	NA	C00087
circle	889 297 4	NA	C00097
circle	786 255 4	NA	C00979
circle	862 227 4	NA	C00033
circle	786 182 4	NA	C00065
circle	433 544 4	NA	C08276
circle	889 406 4	NA	C00155
circle	786 448 4	NA	C01118
circle	862 476 4	NA	C00042
circle	786 550 4	NA	C00263
circle	225 221 4	NA	C00245
circle	304 221 4	NA	C15521
circle	80 145 4	NA	C00059
circle	225 145 4	NA	C00245
circle	304 145 4	NA	C15521
circle	233 740 4	NA	C00059
circle	453 740 4	NA	C00053
circle	343 740 4	NA	C00224
circle	563 740 4	NA	C00094
circle	233 811 4	NA	C00059
circle	343 811 4	NA	C00224
circle	563 811 4	NA	C00094
circle	783 811 4	NA	C00283
circle	233 888 4	NA	C00059
circle	673 888 4	NA	C00320
circle	783 740 4	NA	C00283
circle	576 335 4	NA	C19692
circle	433 458 4	NA	C20870
circle	555 458 4	NA	C20955
circle	674 430 4	NA	C00084
rect	160 299 206 316	6821	SUOX
rect	133 454 179 471	10380	BPNT1
rect	133 454 179 471	54928	IMPAD1
rect	57 454 103 471	9060	PAPSS2
rect	57 454 103 471	9061	PAPSS1
rect	32 344 78 361	9060	PAPSS2
rect	32 344 78 361	9061	PAPSS1
rect	616 355 662 372	58472	SQRDL
rect	443 391 489 408	23474	ETHE1
rect	416 230 462 247	4357	MPST
rect	416 230 462 247	7263	TST
rect	136 98 182 115	54205	CYCS
rect	371 721 417 738	9060	PAPSS2
rect	371 721 417 738	9061	PAPSS1
rect	265 713 311 730	9060	PAPSS2
rect	265 713 311 730	9061	PAPSS1
rect	338 953 384 970	54205	CYCS
rect	40 45 210 70	NA	hsa00920
rect	930 280 1066 314	NA	hsa00270
rect	915 209 1053 243	NA	map00720
rect	728 104 846 138	NA	hsa00260
rect	852 170 966 195	NA	map00680
rect	489 475 560 509	NA	map00680
rect	729 605 847 639	NA	hsa00260
