shape	coords	gid	sym.path.compounds.map
circle	133 210 4	NA	C05663
circle	228 132 4	NA	C05639
circle	228 210 4	NA	C05652
circle	323 132 4	NA	C05638
circle	323 210 4	NA	C05651
circle	419 210 4	NA	C05648
circle	133 345 4	NA	C02172
circle	228 345 4	NA	C02298
circle	323 345 4	NA	C05658
circle	846 672 4	NA	C02775
circle	133 470 4	NA	C05655
circle	228 470 4	NA	C05654
circle	228 525 4	NA	C05656
circle	133 525 4	NA	C05641
circle	133 641 4	NA	C01111
circle	228 641 4	NA	C01249
circle	62 922 4	NA	C00024
circle	323 641 4	NA	C01717
circle	419 641 4	NA	C01252
circle	518 641 4	NA	C00328
circle	518 575 4	NA	C02700
circle	419 345 4	NA	C00463
circle	419 408 4	NA	C03574
circle	419 276 4	NA	C03230
circle	875 525 4	NA	C02693
circle	518 111 4	NA	C05646
circle	518 210 4	NA	C00643
circle	518 345 4	NA	C00078
circle	156 922 4	NA	C00332
circle	250 922 4	NA	C01144
circle	344 922 4	NA	C00877
circle	438 922 4	NA	C00527
circle	537 922 4	NA	C00322
circle	674 922 4	NA	C02220
circle	674 866 4	NA	C03824
circle	775 810 4	NA	C03722
circle	674 810 4	NA	C04409
circle	674 739 4	NA	C00632
circle	323 739 4	NA	C02470
circle	419 739 4	NA	C05645
circle	419 810 4	NA	C05637
circle	518 810 4	NA	C05636
circle	518 739 4	NA	C03227
circle	892 739 4	NA	C02161
circle	776 739 4	NA	C01987
circle	846 705 4	NA	C05640
circle	632 210 4	NA	C00780
circle	629 81 4	NA	C05634
circle	757 81 4	NA	C05635
circle	757 132 4	NA	C05659
circle	757 158 4	NA	C05647
circle	757 210 4	NA	C00978
circle	874 210 4	NA	C01598
circle	990 210 4	NA	C05643
circle	990 184 4	NA	C05642
circle	698 242 4	NA	C05644
circle	997 242 4	NA	C02043
circle	966 470 4	NA	C00954
circle	961 275 4	NA	C00637
circle	631 346 4	NA	C00398
circle	874 81 4	NA	C05660
circle	874 111 4	NA	C05832
circle	1073 275 4	NA	C00955
circle	1051 512 4	NA	C05834
circle	1016 569 4	NA	C05835
circle	776 768 4	NA	C05831
circle	228 739 4	NA	C05830
circle	674 641 4	NA	C00108
circle	875 469 4	NA	C02938
circle	675 575 4	NA	C05653
circle	757 183 4	NA	C06212
circle	541 312 4	NA	C06213
circle	775 922 4	NA	C03453
circle	756 346 4	NA	C17203
circle	875 347 4	NA	C02937
circle	756 407 4	NA	C16518
circle	587 407 4	NA	C16516
circle	756 470 4	NA	C05837
circle	894 569 4	NA	C00463
circle	587 470 4	NA	C16517
circle	821 275 4	NA	C00331
circle	775 866 4	NA	C10164
rect	748 686 794 703	847	CAT
rect	188 913 234 930	1962	EHHADH
rect	188 913 234 930	3033	HADH
rect	520 534 566 551	169355	IDO2
rect	520 534 566 551	3620	IDO1
rect	619 248 665 265	259307	IL4I1
rect	901 176 947 193	169355	IDO2
rect	901 176 947 193	3620	IDO1
rect	901 201 947 218	1543	CYP1A1
rect	901 201 947 218	1544	CYP1A2
rect	901 201 947 218	1545	CYP1B1
rect	789 201 835 218	438	ASMT
rect	659 201 705 218	15	AANAT
rect	659 150 705 167	169355	IDO2
rect	659 150 705 167	3620	IDO1
rect	789 72 835 89	438	ASMT
rect	253 124 299 141	4128	MAOA
rect	253 124 299 141	4129	MAOB
rect	301 160 347 177	1644	DDC
rect	553 201 599 218	1644	DDC
rect	446 201 492 218	169355	IDO2
rect	446 201 492 218	3620	IDO1
rect	495 594 541 611	125061	AFMID
rect	90 914 136 931	38	ACAT1
rect	90 914 136 931	39	ACAT2
rect	283 913 329 930	1892	ECHS1
rect	283 913 329 930	1962	EHHADH
rect	283 913 329 930	3030	HADHA
rect	373 914 419 931	2639	GCDH
rect	471 913 517 930	4967	OGDH
rect	471 913 517 930	55753	OGDHL
rect	651 825 697 842	130013	ACMSD
rect	651 772 697 789	23498	HAAO
rect	553 566 599 583	8942	KYNU
rect	494 681 540 698	8564	KMO
rect	553 631 599 648	8942	KYNU
rect	651 594 697 611	125061	AFMID
rect	553 730 599 747	8942	KYNU
rect	470 534 516 551	6999	TDO2
rect	495 240 541 257	121278	TPH2
rect	495 240 541 257	7166	TPH1
rect	446 731 492 748	51166	AADAT
rect	446 731 492 748	56267	KYAT3
rect	446 731 492 748	883	KYAT1
rect	446 632 492 649	51166	AADAT
rect	446 632 492 649	56267	KYAT3
rect	446 632 492 649	883	KYAT1
rect	446 802 492 819	4128	MAOA
rect	446 802 492 819	4129	MAOB
rect	553 338 599 355	1644	DDC
rect	607 108 653 125	4128	MAOA
rect	607 108 653 125	4129	MAOB
rect	918 384 964 401	217	ALDH2
rect	918 384 964 401	219	ALDH1B1
rect	918 384 964 401	223	ALDH9A1
rect	918 384 964 401	224	ALDH3A2
rect	918 384 964 401	501	ALDH7A1
rect	352 201 398 218	125061	AFMID
rect	659 62 705 79	217	ALDH2
rect	659 62 705 79	219	ALDH1B1
rect	659 62 705 79	223	ALDH9A1
rect	659 62 705 79	224	ALDH3A2
rect	659 62 705 79	501	ALDH7A1
rect	659 83 705 100	316	AOX1
rect	732 314 778 331	4128	MAOA
rect	732 314 778 331	4129	MAOB
rect	732 293 778 310	26	AOC1
rect	659 175 705 192	11185	INMT
rect	568 304 614 321	11185	INMT
rect	876 798 1022 823	NA	hsa00760
rect	367 464 446 498	NA	hsa00400
rect	40 48 245 73	NA	hsa00380
rect	28 838 98 863	NA	hsa00010
rect	838 606 988 631	NA	map00627
rect	756 553 835 587	NA	hsa00400
rect	846 910 968 935	NA	map00362
