shape	coords	gid	sym.path.compounds.map
rect	290 500 336 517	406922	MIR133A1
rect	290 500 336 517	406923	MIR133A2
rect	290 500 336 517	442890	MIR133B
rect	368 204 414 221	993	CDC25A
rect	368 204 414 221	994	CDC25B
rect	368 204 414 221	995	CDC25C
rect	368 516 414 533	599	BCL2L2
rect	369 652 415 669	7422	VEGFA
rect	368 258 414 275	1021	CDK6
rect	290 191 336 208	406881	MIRLET7A1
rect	290 191 336 208	406882	MIRLET7A2
rect	290 191 336 208	406883	MIRLET7A3
rect	290 191 336 208	406884	MIRLET7B
rect	290 191 336 208	406886	MIRLET7D
rect	290 191 336 208	406887	MIRLET7E
rect	290 191 336 208	406888	MIRLET7F1
rect	290 191 336 208	406889	MIRLET7F2
rect	290 191 336 208	406890	MIRLET7G
rect	290 191 336 208	406891	MIRLET7I
rect	368 153 414 170	3845	KRAS
rect	368 178 414 195	1021	CDK6
rect	290 322 336 339	406913	MIR126
rect	368 321 414 338	1398	CRK
rect	368 321 414 338	1399	CRKL
rect	290 290 336 307	406948	MIR15A
rect	290 290 336 307	406949	MIR15B
rect	290 290 336 307	406950	MIR16-1
rect	290 290 336 307	406951	MIR16-2
rect	290 259 336 276	406901	MIR107
rect	101 230 147 247	406952	MIR17
rect	101 230 147 247	406953	MIR18A
rect	101 230 147 247	406979	MIR19A
rect	101 230 147 247	406980	MIR19B1
rect	101 230 147 247	406981	MIR19B2
rect	101 230 147 247	406982	MIR20A
rect	101 230 147 247	407048	MIR92A1
rect	101 230 147 247	407049	MIR92A2
rect	290 448 336 465	407021	MIR29A
rect	290 448 336 465	407024	MIR29B1
rect	290 448 336 465	407025	MIR29B2
rect	290 448 336 465	407026	MIR29C
rect	368 448 414 465	1788	DNMT3A
rect	368 448 414 465	1789	DNMT3B
rect	290 383 336 400	406904	MIR1-1
rect	290 383 336 400	406905	MIR1-2
rect	290 652 334 669	406913	MIR126
rect	290 811 336 828	406910	MIR125A
rect	290 811 336 828	406911	MIR125B1
rect	290 811 336 828	406912	MIR125B2
rect	368 229 414 246	8091	HMGA2
rect	101 515 147 532	406991	MIR21
rect	101 545 147 562	407006	MIR221
rect	101 571 147 588	407007	MIR222
rect	179 546 225 563	5728	PTEN
rect	290 544 336 561	406937	MIR145
rect	290 581 336 598	406904	MIR1-1
rect	290 581 336 598	406905	MIR1-2
rect	368 490 414 507	4170	MCL1
rect	101 257 147 274	407006	MIR221
rect	101 284 147 301	407007	MIR222
rect	179 271 225 288	1027	CDKN1B
rect	290 731 336 748	406985	MIR200C
rect	368 731 414 748	6935	ZEB1
rect	678 742 724 759	406892	MIR100
rect	756 770 802 787	6624	FSCN1
rect	678 818 724 835	100616173	MIR203B
rect	678 818 724 835	406986	MIR203A
rect	678 715 724 732	407055	MIR99A
rect	756 818 802 835	8626	TP63
rect	678 794 724 811	406935	MIR143
rect	678 794 724 811	406937	MIR145
rect	678 126 724 143	406881	MIRLET7A1
rect	678 126 724 143	406882	MIRLET7A2
rect	678 126 724 143	406883	MIRLET7A3
rect	678 126 724 143	406884	MIRLET7B
rect	678 126 724 143	406886	MIRLET7D
rect	678 126 724 143	406887	MIRLET7E
rect	678 126 724 143	406888	MIRLET7F1
rect	678 126 724 143	406889	MIRLET7F2
rect	678 126 724 143	406890	MIRLET7G
rect	678 126 724 143	406891	MIRLET7I
rect	678 162 724 179	100616173	MIR203B
rect	678 162 724 179	406986	MIR203A
rect	678 293 724 310	407010	MIR23A
rect	678 319 724 336	407018	MIR27A
rect	678 345 724 362	407019	MIR27B
rect	678 369 724 386	407035	MIR31
rect	678 394 724 411	407055	MIR99A
rect	756 331 802 348	6768	ST14
rect	756 357 802 374	1545	CYP1B1
rect	489 318 535 335	406991	MIR21
rect	489 148 535 165	406935	MIR143
rect	489 148 535 165	406937	MIR145
rect	489 171 535 188	406967	MIR192
rect	489 194 535 211	406969	MIR194-1
rect	489 194 535 211	406970	MIR194-2
rect	567 318 613 335	27250	PDCD4
rect	567 194 613 211	1387	CREBBP
rect	567 194 613 211	2033	EP300
rect	489 217 535 234	406997	MIR215
rect	489 349 533 364	407020	MIR28
rect	489 377 535 394	407029	MIR30A
rect	489 377 535 394	407030	MIR30B
