shape	coords	gid	sym.path.compounds.map
poly	96 147 126 147 126 151 96 151	10825	NEU3
poly	96 147 126 147 126 151 96 151	129807	NEU4
poly	96 147 126 147 126 151 96 151	4758	NEU1
poly	96 147 126 147 126 151 96 151	4759	NEU2
poly	168 147 198 147 198 151 168 151	2720	GLB1
poly	333 152 363 182 367 182 337 152	23324	MAN2B2
poly	333 152 363 182 367 182 337 152	4123	MAN2C1
poly	333 152 363 182 367 182 337 152	4125	MAN2B1
poly	332 238 362 208 366 208 336 238	4123	MAN2C1
poly	332 238 362 208 366 208 336 238	4125	MAN2B1
poly	498 153 528 183 532 183 502 153	2517	FUCA1
poly	498 153 528 183 532 183 502 153	2519	FUCA2
poly	591 194 621 194 621 198 591 198	175	AGA
poly	259 147 289 147 289 151 259 151	3073	HEXA
poly	259 147 289 147 289 151 259 151	3074	HEXB
poly	96 238 126 238 126 242 96 242	10825	NEU3
poly	96 238 126 238 126 242 96 242	129807	NEU4
poly	96 238 126 238 126 242 96 242	4758	NEU1
poly	96 238 126 238 126 242 96 242	4759	NEU2
poly	168 238 198 238 198 242 168 242	2720	GLB1
poly	259 238 289 238 289 242 259 242	284004	HEXDC
poly	259 238 289 238 289 242 259 242	3073	HEXA
poly	259 238 289 238 289 242 259 242	3074	HEXB
poly	333 194 363 194 363 198 333 198	3073	HEXA
poly	333 194 363 194 363 198 333 198	3074	HEXB
poly	410 194 440 194 440 198 410 198	4126	MANBA
poly	500 194 530 194 530 198 500 198	64772	ENGASE
poly	260 344 290 374 294 374 264 344	10825	NEU3
poly	260 344 290 374 294 374 264 344	129807	NEU4
poly	260 344 290 374 294 374 264 344	4758	NEU1
poly	260 344 290 374 294 374 264 344	4759	NEU2
poly	97 418 127 418 127 422 97 422	10825	NEU3
poly	97 418 127 418 127 422 97 422	129807	NEU4
poly	97 418 127 418 127 422 97 422	4758	NEU1
poly	97 418 127 418 127 422 97 422	4759	NEU2
poly	192 418 222 418 222 422 192 422	10825	NEU3
poly	192 418 222 418 222 422 192 422	129807	NEU4
poly	192 418 222 418 222 422 192 422	4758	NEU1
poly	192 418 222 418 222 422 192 422	4759	NEU2
poly	259 419 289 389 293 389 263 419	2720	GLB1
poly	349 385 379 415 383 415 353 385	3073	HEXA
poly	349 385 379 415 383 415 353 385	3074	HEXB
poly	347 464 377 434 381 434 351 464	10825	NEU3
poly	347 464 377 434 381 434 351 464	129807	NEU4
poly	347 464 377 434 381 434 351 464	4758	NEU1
poly	347 464 377 434 381 434 351 464	4759	NEU2
poly	254 464 284 464 284 468 254 468	10825	NEU3
poly	254 464 284 464 284 468 254 468	129807	NEU4
poly	254 464 284 464 284 468 254 468	4758	NEU1
poly	254 464 284 464 284 468 254 468	4759	NEU2
poly	160 464 190 464 190 468 160 468	10825	NEU3
poly	160 464 190 464 190 468 160 468	129807	NEU4
poly	160 464 190 464 190 468 160 468	4758	NEU1
poly	160 464 190 464 190 468 160 468	4759	NEU2
poly	167 341 197 341 197 345 167 345	10825	NEU3
poly	167 341 197 341 197 345 167 345	129807	NEU4
poly	167 341 197 341 197 345 167 345	4758	NEU1
poly	167 341 197 341 197 345 167 345	4759	NEU2
poly	422 424 452 424 452 428 422 428	2720	GLB1
poly	492 424 522 424 522 428 492 428	2629	GBA
poly	492 424 522 424 522 428 492 428	57704	GBA2
rect	40 45 276 70	NA	hsa00511
rect	600 118 723 143	NA	hsa00510
rect	600 321 764 355	NA	hsa00604
