shape	coords	gid	sym.path.compounds.map
rect	939 753 985 770	53833	IL20RB
rect	939 710 985 727	53833	IL20RB
rect	461 713 507 730	3565	IL4
rect	1337 480 1383 497	659	BMPR2
rect	1337 440 1383 457	659	BMPR2
rect	1337 305 1383 322	93	ACVR2B
rect	1337 322 1383 339	91	ACVR1B
rect	1337 226 1383 243	92	ACVR2A
rect	1337 282 1383 299	90	ACVR1
rect	939 800 985 817	3588	IL10RB
rect	939 783 985 800	58985	IL22RA1
rect	741 642 787 659	3561	IL2RG
rect	741 599 787 616	3561	IL2RG
rect	741 538 787 555	3561	IL2RG
rect	741 493 787 510	3561	IL2RG
rect	741 449 787 466	3561	IL2RG
rect	741 400 787 417	3561	IL2RG
rect	741 582 787 599	3560	IL2RB
rect	741 383 787 400	3560	IL2RB
rect	741 232 787 249	1439	CSF2RB
rect	741 187 787 204	1439	CSF2RB
rect	543 508 589 525	3977	LIFR
rect	543 444 589 461	3977	LIFR
rect	543 380 589 397	3977	LIFR
rect	543 315 589 332	3977	LIFR
rect	543 525 589 542	3572	IL6ST
rect	543 461 589 478	3572	IL6ST
rect	543 397 589 414	3572	IL6ST
rect	543 332 589 349	3572	IL6ST
rect	543 284 589 301	3572	IL6ST
rect	543 237 589 254	3572	IL6ST
rect	543 190 589 207	3572	IL6ST
rect	1337 917 1383 934	8807	IL18RAP
rect	1337 900 1383 917	8809	IL18R1
rect	1337 873 1383 890	3556	IL1RAP
rect	1337 856 1383 873	7850	IL1R2
rect	1337 830 1383 847	3556	IL1RAP
rect	1337 813 1383 830	3554	IL1R1
rect	1337 714 1383 731	55540	IL17RB
rect	1337 672 1383 689	23765	IL17RA
rect	1337 591 1383 608	657	BMPR1A
rect	1337 574 1383 591	92	ACVR2A
rect	1337 545 1383 562	658	BMPR1B
rect	1337 528 1383 545	92	ACVR2A
rect	1337 497 1383 514	657	BMPR1A
rect	1337 457 1383 474	658	BMPR1B
rect	1337 417 1383 434	90	ACVR1
rect	1337 400 1383 417	659	BMPR2
rect	1337 370 1383 387	90	ACVR1
rect	1337 353 1383 370	269	AMHR2
rect	1337 265 1383 282	93	ACVR2B
rect	1337 243 1383 260	91	ACVR1B
rect	1337 203 1383 220	90	ACVR1
rect	1337 186 1383 203	92	ACVR2A
rect	1337 147 1383 164	7046	TGFBR1
rect	1337 130 1383 147	7048	TGFBR2
rect	1254 908 1300 925	3606	IL18
rect	1254 855 1300 872	3553	IL1B
rect	1254 831 1300 848	3552	IL1A
rect	1254 725 1300 742	64806	IL25
rect	1254 702 1300 719	27190	IL17B
rect	1254 672 1300 689	3605	IL17A
rect	1254 583 1300 600	8200	GDF5
rect	1254 537 1300 554	655	BMP7
rect	1254 448 1300 465	650	BMP2
rect	1254 362 1300 379	268	AMH
rect	1254 288 1300 305	83729	INHBE
rect	1254 266 1300 283	3626	INHBC
rect	1254 243 1300 260	3625	INHBB
rect	1254 221 1300 238	3624	INHBA
rect	1254 162 1300 179	7043	TGFB3
rect	1254 139 1300 156	7042	TGFB2
rect	1254 115 1300 132	7040	TGFB1
rect	1137 915 1183 932	84957	RELT
rect	1137 893 1183 910	55504	TNFRSF19
rect	1137 865 1183 882	60401	EDA2R
rect	1137 833 1183 850	10913	EDAR
rect	1137 797 1183 814	115650	TNFRSF13C
rect	1137 770 1183 787	23495	TNFRSF13B
rect	1137 743 1183 760	608	TNFRSF17
rect	1137 706 1183 723	8784	TNFRSF18
rect	1137 683 1183 700	7293	TNFRSF4
rect	1137 660 1183 677	3604	TNFRSF9
rect	1137 637 1183 654	943	TNFRSF8
rect	1137 615 1183 632	939	CD27
rect	1137 592 1183 609	958	CD40
rect	1137 555 1183 572	355	FAS
rect	1137 515 1183 532	8771	TNFRSF6B
rect	1137 475 1183 492	8764	TNFRSF14
rect	1137 449 1183 466	4055	LTBR
rect	1053 865 1099 882	1896	EDA
rect	1053 833 1099 850	1896	EDA
rect	1053 783 1099 800	10673	TNFSF13B
rect	1053 756 1099 773	8741	TNFSF13
rect	1053 706 1099 723	8995	TNFSF18
rect	1053 683 1099 700	7292	TNFSF4
rect	1053 660 1099 677	8744	TNFSF9
rect	1053 637 1099 654	944	TNFSF8
rect	1053 615 1099 632	970	CD70
rect	1053 592 1099 609	959	CD40LG
rect	1053 555 1099 572	356	FASLG
rect	1053 494 1099 511	8740	TNFSF14
rect	1053 462 1099 479	4050	LTB
rect	1053 438 1099 455	4049	LTA
rect	939 891 985 908	3588	IL10RB
rect	939 874 985 891	163702	IFNLR1
rect	939 826 985 843	116379	IL22RA2
rect	939 736 985 753	58985	IL22RA1
rect	939 693 985 710	53832	IL20RA
rect	939 663 985 680	3588	IL10RB
rect	939 646 985 663	3587	IL10RA
rect	939 596 985 613	3460	IFNGR2
rect	939 579 985 596	3459	IFNGR1
rect	939 520 985 537	3455	IFNAR2
rect	939 503 985 520	3454	IFNAR1
rect	939 411 985 428	2322	FLT3
rect	939 386 985 403	3815	KIT
rect	939 360 985 377	1436	CSF1R
rect	939 335 985 352	1956	EGFR
rect	939 309 985 326	4233	MET
rect	939 276 985 293	2324	FLT4
rect	939 250 985 267	3791	KDR
rect	939 223 985 240	2321	FLT1
rect	939 189 985 206	5159	PDGFRB
rect	939 160 985 177	5159	PDGFRB
rect	939 143 985 160	5156	PDGFRA
rect	939 117 985 134	5156	PDGFRA
rect	856 936 902 953	55801	IL26
rect	856 905 902 922	282618	IFNL1
rect	856 883 902 900	282617	IFNL3
rect	856 860 902 877	282616	IFNL2
rect	856 812 902 829	50616	IL22
rect	856 750 902 767	11009	IL24
rect	856 723 902 740	50604	IL20
rect	856 697 902 714	29949	IL19
rect	856 655 902 672	3586	IL10
rect	856 587 902 604	3458	IFNG
rect	856 556 902 573	338376	IFNE
rect	856 534 902 551	56832	IFNK
rect	856 512 902 529	3467	IFNW1
rect	856 490 902 507	3456	IFNB1
rect	856 469 902 486	3439	IFNA1
rect	856 469 902 486	3440	IFNA2
rect	856 469 902 486	3441	IFNA4
rect	856 469 902 486	3442	IFNA5
rect	856 469 902 486	3443	IFNA6
rect	856 469 902 486	3444	IFNA7
rect	856 469 902 486	3445	IFNA8
rect	856 469 902 486	3446	IFNA10
rect	856 469 902 486	3447	IFNA13
rect	856 469 902 486	3448	IFNA14
rect	856 469 902 486	3449	IFNA16
rect	856 469 902 486	3451	IFNA17
rect	856 469 902 486	3452	IFNA21
rect	856 411 902 428	2323	FLT3LG
rect	856 386 902 403	4254	KITLG
rect	856 360 902 377	1435	CSF1
rect	856 335 902 352	1950	EGF
rect	856 309 902 326	3082	HGF
rect	856 284 902 301	2277	FIGF
rect	856 284 902 301	7424	VEGFC
rect	856 237 902 254	7422	VEGFA
rect	856 214 902 231	7423	VEGFB
rect	856 189 902 206	80301	PLEKHO2
rect	856 164 902 181	5155	PDGFB
