shape	coords	gid	sym.path.compounds.map
circle	211 210 4	NA	C00332
circle	211 320 4	NA	C00356
circle	211 510 4	NA	C00207
circle	211 429 4	NA	C00164
circle	289 510 4	NA	C01089
circle	333 259 4	NA	C00024
rect	188 267 234 284	3157	HMGCS1
rect	188 267 234 284	3158	HMGCS2
rect	188 345 234 362	3155	HMGCL
rect	188 345 234 362	54511	HMGCLL1
rect	254 201 300 218	38	ACAT1
rect	254 201 300 218	39	ACAT2
rect	267 454 313 471	56898	BDH2
rect	267 454 313 471	622	BDH1
rect	50 307 96 324	5019	OXCT1
rect	50 307 96 324	64064	OXCT2
rect	117 45 374 79	NA	hsa00072
rect	150 129 276 154	NA	hsa00071
rect	335 169 457 194	NA	hsa00620
rect	375 247 448 272	NA	hsa00010
rect	50 483 121 517	NA	hsa00650
