shape	coords	gid	sym.path.compounds.map
circle	762 1103 4	NA	C14039
circle	1089 1406 4	NA	C14876
circle	986 1406 4	NA	C14875
circle	866 1460 4	NA	C14877
circle	866 1406 4	NA	C14874
circle	1087 1352 4	NA	C14873
circle	1087 1339 4	NA	C14872
circle	986 1345 4	NA	C14871
circle	893 1345 4	NA	C14870
circle	762 1345 4	NA	C11088
circle	497 1152 4	NA	C14869
circle	287 1111 4	NA	C06899
circle	390 1152 4	NA	C07490
circle	390 1071 4	NA	C11150
circle	390 1027 4	NA	C11149
circle	262 1027 4	NA	C14867
circle	195 1111 4	NA	C14866
circle	169 1164 4	NA	C14868
circle	1154 1143 4	NA	C14863
circle	1154 1063 4	NA	C14862
circle	1038 1103 4	NA	C14865
circle	999 1060 4	NA	C14861
circle	998 1147 4	NA	C14864
circle	893 1210 4	NA	C06755
circle	893 1103 4	NA	C14857
circle	893 1060 4	NA	C14858
circle	893 1012 4	NA	C14860
circle	64 1345 4	NA	C11036
circle	370 1351 4	NA	C14842
circle	370 1338 4	NA	C14844
circle	402 1299 4	NA	C14845
circle	296 1247 4	NA	C14847
circle	565 1299 4	NA	C14846
circle	296 1409 4	NA	C14848
circle	482 1299 4	NA	C14843
circle	296 1299 4	NA	C14453
circle	296 1388 4	NA	C14841
circle	196 1351 4	NA	C14840
circle	762 875 4	NA	C14040
circle	997 810 4	NA	C14805
circle	954 759 4	NA	C14790
circle	997 949 4	NA	C14803
circle	858 759 4	NA	C14789
circle	997 822 4	NA	C14806
circle	1067 867 4	NA	C14801
circle	997 936 4	NA	C14804
circle	762 759 4	NA	C14788
circle	893 881 4	NA	C14802
circle	893 867 4	NA	C14800
circle	195 1027 4	NA	C11148
circle	196 1338 4	NA	C14839
circle	312 875 4	NA	C19588
circle	317 757 4	NA	C19594
circle	493 870 4	NA	C19591
circle	493 882 4	NA	C19592
circle	180 757 4	NA	C16756
circle	180 926 4	NA	C19585
circle	201 812 4	NA	C19595
circle	201 875 4	NA	C19586
circle	320 831 4	NA	C11278
circle	579 875 4	NA	C19590
circle	393 875 4	NA	C19589
circle	549 175 4	NA	C14853
circle	484 125 4	NA	C14854
circle	372 240 4	NA	C14856
circle	321 240 4	NA	C14855
circle	372 175 4	NA	C14852
circle	64 175 4	NA	C07535
circle	220 189 4	NA	C14851
circle	220 175 4	NA	C14850
circle	220 161 4	NA	C14849
circle	321 125 4	NA	C14556
circle	866 235 4	NA	C19604
circle	900 175 4	NA	C19561
circle	866 122 4	NA	C19489
circle	980 122 4	NA	C19490
circle	1094 122 4	NA	C19559
circle	1038 175 4	NA	C19562
circle	762 175 4	NA	C19488
circle	980 235 4	NA	C19607
circle	394 586 4	NA	C14784
circle	394 528 4	NA	C06205
circle	431 624 4	NA	C14798
circle	431 636 4	NA	C14797
circle	491 528 4	NA	C03012
circle	354 464 4	NA	C11713
circle	589 528 4	NA	C14783
circle	431 675 4	NA	C14799
circle	324 636 4	NA	C14793
circle	324 624 4	NA	C14792
circle	64 529 4	NA	C00829
circle	589 418 4	NA	C02617
circle	323 380 4	NA	C14791
circle	430 380 4	NA	C14796
circle	354 418 4	NA	C11714
