shape	coords	gid	sym.path.compounds.map
circle	636 302 4	NA	C00063
circle	1061 308 4	NA	C15607
circle	128 297 4	NA	C00064
circle	128 153 4	NA	C00438
circle	128 225 4	NA	C00169
circle	230 153 4	NA	C00337
circle	389 104 4	NA	C00119
circle	473 153 4	NA	C01103
circle	173 450 4	NA	C00342
circle	173 511 4	NA	C00343
circle	334 236 4	NA	C00075
circle	446 236 4	NA	C00015
circle	563 236 4	NA	C00105
circle	693 236 4	NA	C00299
circle	849 236 4	NA	C00106
circle	231 336 4	NA	C00046
circle	334 336 4	NA	C00063
circle	231 718 4	NA	C00039
circle	334 718 4	NA	C00459
circle	450 718 4	NA	C00363
circle	563 718 4	NA	C00364
circle	693 718 4	NA	C00214
circle	816 757 4	NA	C00672
circle	961 640 4	NA	C05281
circle	1061 640 4	NA	C20846
circle	849 718 4	NA	C00178
circle	756 654 4	NA	C02376
circle	961 718 4	NA	C21028
circle	1061 718 4	NA	C21029
circle	1166 718 4	NA	C01205
circle	1166 308 4	NA	C00383
circle	1145 345 4	NA	C00086
circle	961 308 4	NA	C00813
circle	1166 236 4	NA	C00099
circle	1061 236 4	NA	C02642
circle	961 236 4	NA	C00429
circle	780 337 4	NA	C00380
circle	693 337 4	NA	C00475
circle	563 337 4	NA	C00055
circle	450 337 4	NA	C00112
circle	450 686 4	NA	C00015
circle	421 671 4	NA	C00342
circle	421 635 4	NA	C00343
circle	334 589 4	NA	C00460
circle	450 589 4	NA	C01346
circle	563 589 4	NA	C00365
circle	693 589 4	NA	C00526
circle	693 470 4	NA	C00881
circle	563 470 4	NA	C00239
circle	450 470 4	NA	C00705
circle	334 470 4	NA	C00458
circle	305 433 4	NA	C00343
circle	305 398 4	NA	C00342
circle	421 433 4	NA	C00343
circle	420 398 4	NA	C00342
circle	647 419 4	NA	C03997
circle	725 419 4	NA	C11038
circle	803 419 4	NA	C11039
circle	961 183 4	NA	C01168
circle	1061 183 4	NA	C02067
circle	347 153 4	NA	C00295
circle	655 160 4	NA	C00075
circle	655 134 4	NA	C00029
circle	720 183 4	NA	C01368
circle	811 183 4	NA	C02355
circle	492 386 4	NA	C02354
circle	446 181 4	NA	C06198
circle	579 386 4	NA	C05822
circle	955 430 4	NA	C20231
circle	1053 430 4	NA	C20249
circle	1034 401 4	NA	C01563
circle	1235 430 4	NA	C00222
circle	1326 430 4	NA	C01013
circle	1144 430 4	NA	C20253
circle	955 375 4	NA	C20254
circle	803 475 4	NA	C21031
circle	1166 640 4	NA	C02170
circle	1145 603 4	NA	C00086
rect	427 645 473 662	50484	RRM2B
rect	427 645 473 662	6240	RRM1
rect	427 645 473 662	6241	RRM2
rect	105 255 151 272	790	CAD
rect	105 183 151 200	790	CAD
rect	156 145 202 162	790	CAD
rect	399 145 445 162	7372	UMPS
rect	257 187 303 204	87178	PNPT1
rect	257 219 303 236	101060521	LOC101060521
rect	257 219 303 236	10621	POLR3F
rect	257 219 303 236	10622	POLR3G
rect	257 219 303 236	10623	POLR3C
