shape	coords	gid	sym.path.compounds.map
circle	621 298 4	NA	C15978
circle	584 389 4	NA	C15973
circle	406 389 4	NA	C15973
circle	584 323 4	NA	C15972
circle	406 323 4	NA	C15972
circle	444 298 4	NA	C15976
circle	659 282 4	NA	C00068
circle	482 282 4	NA	C00068
circle	129 389 4	NA	C15973
circle	129 323 4	NA	C15972
circle	167 298 4	NA	C15974
circle	205 282 4	NA	C00068
circle	167 163 4	NA	C00123
circle	167 229 4	NA	C00233
circle	167 367 4	NA	C15975
circle	167 435 4	NA	C02939
circle	167 527 4	NA	C03069
circle	76 527 4	NA	C05998
circle	167 585 4	NA	C03231
circle	167 649 4	NA	C00356
circle	101 685 4	NA	C00164
circle	101 750 4	NA	C00332
circle	242 719 4	NA	C00024
circle	246 915 4	NA	C00091
circle	330 756 4	NA	C03284
circle	444 756 4	NA	C06002
circle	444 848 4	NA	C02170
circle	444 915 4	NA	C01213
circle	621 915 4	NA	C00683
circle	621 756 4	NA	C00100
circle	621 668 4	NA	C03344
circle	621 527 4	NA	C03345
circle	301 435 4	NA	C05996
circle	444 435 4	NA	C00630
circle	444 527 4	NA	C03460
circle	444 604 4	NA	C06000
circle	444 668 4	NA	C06001
circle	444 163 4	NA	C00183
circle	444 229 4	NA	C00141
circle	444 367 4	NA	C15977
circle	621 163 4	NA	C00407
circle	621 229 4	NA	C00671
circle	621 367 4	NA	C15979
circle	621 435 4	NA	C15980
circle	621 604 4	NA	C04405
circle	76 585 4	NA	C20827
circle	330 792 4	NA	C01205
rect	599 316 645 333	593	BCKDHA
rect	599 316 645 333	594	BCKDHB
rect	562 353 608 370	1738	DLD
rect	384 353 430 370	1738	DLD
rect	421 316 467 333	593	BCKDHA
rect	421 316 467 333	594	BCKDHB
rect	107 353 153 370	1738	DLD
rect	144 316 190 333	593	BCKDHA
rect	144 316 190 333	594	BCKDHB
rect	157 742 203 759	38	ACAT1
rect	157 742 203 759	39	ACAT2
rect	27 703 73 720	3157	HMGCS1
rect	27 703 73 720	3158	HMGCS2
rect	78 709 124 726	5019	OXCT1
rect	78 709 124 726	64064	OXCT2
rect	144 660 190 677	3155	HMGCL
rect	144 660 190 677	54511	HMGCLL1
rect	144 608 190 625	549	AUH
rect	144 545 190 562	56922	MCCC1
rect	144 545 190 562	64087	MCCC2
rect	99 519 145 536	1892	ECHS1
rect	99 519 145 536	1962	EHHADH
rect	99 519 145 536	3030	HADHA
rect	144 468 190 485	3712	IVD
rect	599 252 645 269	593	BCKDHA
rect	599 252 645 269	594	BCKDHB
rect	421 185 467 202	586	BCAT1
rect	421 185 467 202	587	BCAT2
rect	599 694 645 711	10449	ACAA2
rect	599 694 645 711	30	ACAA1
rect	599 694 645 711	3032	HADHB
rect	446 694 492 711	1962	EHHADH
rect	446 694 492 711	3033	HADH
rect	599 555 645 572	1892	ECHS1
rect	599 555 645 572	1962	EHHADH
rect	599 555 645 572	3030	HADHA
rect	446 468 492 485	36	ACADSB
rect	599 390 645 407	1629	DBT
rect	421 252 467 269	593	BCKDHA
rect	421 252 467 269	594	BCKDHB
rect	598 185 644 202	586	BCAT1
rect	598 185 644 202	587	BCAT2
rect	548 185 594 202	259307	IL4I1
rect	327 907 373 924	4594	MUT
rect	508 907 554 924	84693	MCEE
rect	599 821 645 838	5095	PCCA
rect	599 821 645 838	5096	PCCB
rect	446 806 492 823	316	AOX1
rect	396 806 442 823	217	ALDH2
rect	396 806 442 823	219	ALDH1B1
rect	396 806 442 823	223	ALDH9A1
rect	396 806 442 823	224	ALDH3A2
rect	396 806 442 823	501	ALDH7A1
rect	508 748 554 765	4329	ALDH6A1
rect	366 758 412 775	18	ABAT
rect	574 627 620 644	1962	EHHADH
rect	574 627 620 644	3028	HSD17B10
rect	574 627 620 644	3033	HADH
rect	396 694 442 711	11112	HIBADH
rect	421 627 467 644	26275	HIBCH
rect	624 627 670 644	3028	HSD17B10
rect	421 555 467 572	1892	ECHS1
rect	421 555 467 572	1962	EHHADH
rect	421 555 467 572	3030	HADHA
rect	346 468 392 485	34	ACADM
rect	624 468 670 485	36	ACADSB
rect	421 390 467 407	1629	DBT
rect	144 252 190 269	593	BCKDHA
rect	144 252 190 269	594	BCKDHB
rect	144 390 190 407	1629	DBT
rect	119 185 165 202	586	BCAT1
rect	119 185 165 202	587	BCAT2
rect	194 468 240 485	34	ACADM
rect	674 468 720 485	34	ACADM
rect	396 468 442 485	35	ACADS
rect	574 468 620 485	35	ACADS
rect	421 487 467 504	27034	ACAD8
rect	421 872 467 889	197322	ACSF3
rect	128 709 174 726	65985	AACS
rect	366 784 412 801	64902	AGXT2
rect	670 897 821 931	NA	map00522
rect	694 935 821 969	NA	map01056
rect	198 35 585 60	NA	hsa00280
rect	209 840 285 865	NA	hsa00020
rect	294 831 366 865	NA	hsa00240
rect	506 779 579 813	NA	hsa00640
rect	299 88 426 122	NA	hsa00290
rect	245 632 359 666	NA	hsa00900
