gid	sym
100043674	Gm9840
104394	E2f4
110542	Amhr2
11477	Acvr1
11479	Acvr1b
11480	Acvr2a
11481	Acvr2b
11705	Amh
11848	Rhoa
12156	Bmp2
12159	Bmp4
12160	Bmp5
12161	Bmp6
12162	Bmp7
12163	Bmp8a
12164	Bmp8b
12166	Bmpr1a
12167	Bmpr1b
12168	Bmpr2
12579	Cdkn2b
12667	Chrd
12914	Crebbp
13179	Dcn
13559	E2f5
13590	Lefty1
14313	Fst
14563	Gdf5
15901	Id1
15902	Id2
15903	Id3
15904	Id4
15978	Ifng
16323	Inhba
16324	Inhbb
16325	Inhbc
16326	Inhbe
17125	Smad1
17126	Smad2
17127	Smad3
17128	Smad4
17129	Smad5
17130	Smad6
17131	Smad7
17869	Myc
17965	Nbl1
18119	Nodal
18121	Nog
18741	Pitx2
19052	Ppp2ca
19053	Ppp2cb
19650	Rbl1
19877	Rock1
20683	Sp1
21402	Skp1a
21781	Tfdp1
21803	Tgfb1
21808	Tgfb2
21809	Tgfb3
21812	Tgfbr1
21813	Tgfbr2
21815	Tgif1
21825	Thbs1
218441	Zfyve16
21926	Tnf
228839	Tgif2
230597	Zfyve9
238057	Gdf7
242316	Gdf6
26413	Mapk1
26417	Mapk3
268977	Ltbp1
269275	Acvr1c
26965	Cul1
320202	Lefty2
328572	Ep300
51792	Ppp2r1a
55994	Smad9
56438	Rbx1
58988	Rps6kb2
66313	Smurf2
67653	4930544G11Rik
68010	Bambi
72508	Rps6kb1
73699	Ppp2r1b
75788	Smurf1
