gid	sym
100041230	Hist1h4m
100529082	Gm11127
100862431	LOC100862431
101056305	LOC101056305
102641229	LOC102641229
102641613	LOC102641613
102641657	LOC102641657
102641666	LOC102641666
102642035	LOC102642035
102642086	LOC102642086
105242487	LOC105242487
105242493	LOC105242493
105782	Scrib
107932	Chd4
107995	Cdc20
109711	Actn1
110557	H2-Q6
110558	H2-Q9
110696	H2-M10.3
110957	D1Pas1
114713	Rasa2
11472	Actn2
11474	Actn3
11848	Rhoa
11909	Atf2
11911	Atf4
11972	Atp6v0d1
12015	Bad
12018	Bak1
12028	Bax
12266	C3
12367	Casp3
12370	Casp8
12427	Ccna1
12428	Ccna2
12443	Ccnd1
12444	Ccnd2
12445	Ccnd3
12447	Ccne1
12448	Ccne2
12534	Cdk1
12540	Cdc42
12566	Cdk2
12567	Cdk4
12571	Cdk6
12575	Cdkn1a
12576	Cdkn1b
12578	Cdkn2a
12579	Cdkn2b
12649	Chek1
12771	Ccr3
12773	Ccr4
12774	Ccr5
12776	Ccr8
12912	Creb1
12913	Creb3
12914	Crebbp
12915	Atf6b
13194	Ddb1
13205	Ddx3x
13383	Dlg1
13654	Egr2
13655	Egr3
14534	Kat2a
14784	Grb2
14884	Gtf2h1
14885	Gtf2h4
14963	H2-Bl
14964	H2-D1
14972	H2-K1
14980	H2-L
14985	H2-M10.1
14990	H2-M2
14991	H2-M3
14997	H2-M9
15006	H2-Q1
15007	H2-Q10
15013	H2-Q2
15015	H2-Q4
15018	H2-Q7
15019	H2-Q8
15024	H2-T10
15033	H2-T18
15039	H2-T22
15040	H2-T23
15042	H2-T24
15043	H2-T3
15051	H2-T9
15182	Hdac2
15183	Hdac3
15184	Hdac5
15185	Hdac6
15387	Hnrnpk
15451	Hpn
15461	Hras
16151	Ikbkg
16195	Il6st
16391	Irf9
16451	Jak1
16453	Jak3
16476	Jun
16653	Kras
17000	Ltbr
170787	Hdac10
17096	Lyn
17120	Mad1l1
17164	Mapkapk2
17246	Mdm2
18033	Nfkb1
18034	Nfkb2
18035	Nfkbia
18176	Nras
18519	Kat2b
18706	Pik3ca
18707	Pik3cd
18708	Pik3r1
18709	Pik3r2
18710	Pik3r3
18746	Pkm
18747	Prkaca
18749	Prkacb
18970	Polb
19106	Eif2ak2
19179	Psmc1
19303	Pxn
19353	Rac1
19385	Ranbp1
19645	Rb1
19650	Rbl1
19651	Rbl2
19664	Rbpj
19668	Rbpjl
19696	Rel
19697	Rela
20259	Scin
20684	Sp100
20779	Src
20807	Srf
20848	Stat3
20850	Stat5a
20851	Stat5b
208647	Creb3l2
208677	Creb3l3
208727	Hdac4
209357	Gtf2h3
20963	Syk
21374	Tbp
22029	Traf1
22030	Traf2
22031	Traf3
22033	Traf5
22059	Trp53
22215	Ube3a
22335	Vdac3
224753	H2-M10.4
224754	H2-M11
224756	H2-M1
224761	H2-M10.5
22627	Ywhae
22628	Ywhag
22629	Ywhah
22630	Ywhaq
22631	Ywhaz
227606	Tbpl2
227753	Gsn
229906	Gtf2b
231991	Creb5
232232	Hdac11
234729	Vac14
235459	Gtf2a2
237336	Tbpl1
23894	Gtf2h2
240095	H2-M5
242341	Atp6v0d2
252870	Usp7
26413	Mapk1
26417	Mapk3
26427	Creb3l1
27401	Skp2
30955	Pik3cg
319155	Hist1h4c
319156	Hist1h4d
319157	Hist1h4f
319158	Hist1h4i
319159	Hist1h4j
319160	Hist1h4k
319161	Hist1h4n
319177	Hist1h2ba
319178	Hist1h2bb
319179	Hist1h2be
319180	Hist1h2bf
319181	Hist1h2bg
319182	Hist1h2bh
319183	Hist1h2bj
319184	Hist1h2bk
319185	Hist1h2bl
319186	Hist1h2bm
319187	Hist1h2bn
319188	Hist1h2bp
319189	Hist2h2bb
319190	Hist2h2be
320207	Pik3r5
320332	Hist4h4
326619	Hist1h4a
326620	Hist1h4b
328572	Ep300
333715	H2-M10.2
399549	H2-M10.6
433759	Hdac1
54123	Irf7
54131	Irf3
54401	Ywhab
547349	LOC547349
56233	Hdac7
56463	Snd1
58801	Pmaip1
60595	Actn4
630294	Gm7030
66354	Snw1
665596	Hist1h2bq
665622	Hist1h2br
666513	Gm11787
667803	H2-T-ps
667977	Gm8909
66973	Mrps18b
67653	4930544G11Rik
68024	Hist1h2bc
68153	Gtf2e2
69116	Ubr4
69382	1700024P04Rik
69386	Hist1h4h
69389	H2bfm
69717	Gm10499
70315	Hdac8
71609	Tradd
71828	Gtf2a1l
74197	Gtf2e1
74769	Pik3cb
78284	Creb3l4
78303	Hist3h2ba
79221	Hdac9
83602	Gtf2a1
83945	Dnaja3
97122	Hist2h4
99169	AU015228
