gid	sym
100328588	Gm21948
100470	Lao1
102642818	LOC102642818
107626	Asmt
107766	Haao
109731	Maob
110446	Acat1
110460	Acat2
110695	Aldh7a1
11298	Aanat
11669	Aldh2
11671	Aldh3a2
11761	Aox1
12359	Cat
13076	Cyp1a1
13077	Cyp1a2
13078	Cyp1b1
13195	Ddc
14204	Il4i1
15107	Hadh
15930	Ido1
17161	Maoa
18293	Ogdh
209176	Ido2
213043	Aox2
216343	Tph2
21743	Inmt
21990	Tph1
229905	Ccbl2
239017	Ogdhl
23923	Aadat
266645	Acmsd
270076	Gcdh
56720	Tdo2
56752	Aldh9a1
70266	Ccbl1
70789	Kynu
71562	Afmid
71724	Aox3
71872	Aox4
72535	Aldh1b1
73988	4930438A08Rik
74147	Ehhadh
76507	Aoc1
93747	Echs1
97212	Hadha
98256	Kmo
