gid	sym
11783	Apaf1
11840	Arf1
12176	Bnip3
12266	C3
12362	Casp1
12367	Casp3
12369	Casp7
12370	Casp8
12371	Casp9
12475	Cd14
12747	Clk1
13063	Cycs
13067	Cyct
13627	Eef1a1
13628	Eef1a2
14825	Cxcl1
15481	Hspa8
15482	Hspa1l
15499	Hsf1
15510	Hspd1
15511	Hspa1b
15512	Hspa2
16159	Il12a
16160	Il12b
16173	Il18
16176	Il1b
16193	Il6
16409	Itgam
16414	Itgb2
16415	Itgb2l
17874	Myd88
17940	Naip1
17948	Naip2
17951	Naip5
17952	Naip6
18033	Nfkb1
18034	Nfkb2
18035	Nfkbia
19324	Rab1a
193740	Hspa1a
19697	Rela
20224	Sar1a
20310	Cxcl2
20333	Sec22b
21898	Tlr4
21926	Tnf
24088	Tlr2
268973	Nlrc4
269523	Vcp
330122	Cxcl3
53791	Tlr5
53880	Naip7
56422	Hbs1l
66397	Sar1b
66824	Pycard
67160	Eef1g
76308	Rab1b
94044	Bcl2l13
